"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"60","건물위생관리업","09_30_04_P","3740000","3750000-206-2018-00016","2018-12-19","","03","폐업","02","폐업","2025-12-31","","","","","12.96","440-330","경기도 수원시 장안구 천천동 504-1","경기도 수원시 장안구 덕영대로497번길 18, 지층 (천천동)","16325","한스크린","2025-12-31 16:56:14","U","2026-01-03 02:40:00","건물위생관리업","198017.493256655","421958.642292307","건물위생관리업","6","0","3","3","0","0","","","","임대","1","1","N",
"61","건물위생관리업","09_30_04_P","3330000","3330000-206-2022-00006","2022-12-27","","03","폐업","02","폐업","2024-12-31","","","","","318.80","612-849","부산광역시 해운대구 중동 1499-5","부산광역시 해운대구 달맞이길117번나길 15-15 (중동)","48117","내강건물관리","2025-12-31 15:18:31","U","2026-01-03 02:40:00","건물위생관리업","398535.072460285","186518.507511852","건물위생관리업","0","0","1","0","0","0","","","","","1","0","N",
"62","건물위생관리업","09_30_04_P","3550000","3550000-206-2011-00002","2011-02-25","","03","폐업","02","폐업","2025-12-31","","","","032 204 8919","66.00","407-806","인천광역시 계양구 계산동 947-4 한독빌딩 2층","인천광역시 계양구 주부토로 535, 2층 (계산동, 한독빌딩)","21050","(주)현대오엠씨","2025-12-31 10:35:06","U","2026-01-03 02:40:00","건물위생관리업","175899.008703249","448886.61377627","건물위생관리업","0","0","2","0","0","0","","","","임대","0","0","N",
"63","건물위생관리업","09_30_04_P","3310000","3310000-206-2024-00001","2024-01-16","","03","폐업","02","폐업","2025-12-31","","","","","33.20","608-821","부산광역시 남구 문현동 127-32","부산광역시 남구 고동골로72번길 16-12, 1층 (문현동)","48416","플레이스랩","2025-12-31 13:11:12","U","2026-01-03 02:40:00","건물위생관리업","388757.400071056","184611.848295005","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"64","건물위생관리업","09_30_04_P","3830000","3850000-206-2022-00005","2022-11-01","","03","폐업","02","폐업","2025-12-31","","","","031 479 7737","17.02","431-831","경기도 안양시 동안구 호계동 555-9 국제유통단지","경기도 안양시 동안구 엘에스로 92, 국제유통단지 14동 2층 209호 (호계동)","14117","주식회사 동호CNS","2025-12-31 11:04:50","U","2026-01-03 02:40:00","건물위생관리업","195688.283843608","429949.927810159","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"65","건물위생관리업","09_30_04_P","6520000","6520000-206-2021-00002","2021-04-06","","03","폐업","02","폐업","2025-12-31","","","","064 739 9496","68.20","697-837","제주특별자치도 서귀포시 동홍동 643-7","제주특별자치도 서귀포시 동홍서로 43, 2층 201호 (동홍동)","63589","주식회사 도연","2025-12-31 16:34:56","U","2026-01-03 02:40:00","건물위생관리업","159803.176052373","-26951.9019210572","건물위생관리업","4","0","2","2","0","0","","","","","0","0","N",
"66","건물위생관리업","09_30_04_P","3400000","3400000-206-2016-00008","2016-05-24","","03","폐업","02","폐업","2025-12-31","","","","051 727 9554","99.00","619-952","부산광역시 기장군 장안읍 길천리 188-73 진주오피스텔 201호","부산광역시 기장군 장안읍 길천길 73, 201호 (진주오피스텔)","46036","건창이엔지주식회사","2025-12-31 17:20:21","U","2026-01-03 02:40:00","건물위생관리업","407871.115146194","205389.191239576","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"67","건물위생관리업","09_30_04_P","3730000","3730000-206-2016-00016","2016-12-19","","03","폐업","02","폐업","2025-12-31","","","","","27.00","689-806","울산광역시 울주군 언양읍 서부리 232-1 라동 101호","울산광역시 울주군 언양읍 웃방천5길 16, 라동 101호","44944","이레개발","2025-12-31 13:34:51","U","2026-01-03 02:40:00","건물위생관리업","391270.186854329","231944.355329488","건물위생관리업","2","0","1","1","0","0","","","","","0","1","N",
"68","건물위생관리업","09_30_04_P","3180000","3180000-206-2018-00012","2018-09-12","","03","폐업","02","폐업","2025-12-31","","","","07071133230","16.53","150-879","서울특별시 영등포구 여의도동 26-5 대오빌딩 410호","서울특별시 영등포구 여의나루로 53-1, 대오빌딩 4층 410호 (여의도동)","07327","(주)더좋은종합관리","2025-12-31 15:57:32","U","2026-01-03 02:40:00","건물위생관리업","193301.90534733","446718.740953009","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"69","건물위생관리업","09_30_04_P","5710000","5735000-206-2018-00002","2018-02-13","","03","폐업","02","폐업","2025-12-31","","","","043 271 7890","32.95","363-886","충청북도 청주시 청원구 오창읍 농소리 168-1 (주)아트라스콤코예원","충청북도 청주시 청원구 오창읍 농소길 6-14 (주)아트라스콤코예원 3층","28131","주식회사 경덕","2025-12-31 13:39:48","U","2026-01-03 02:40:00","건물위생관리업","239367.74603284","356288.336922759","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"70","건물위생관리업","09_30_04_P","3420000","3420000-206-2022-00007","2022-08-09","","03","폐업","02","폐업","2025-12-31","","","","","76.00","701-862","대구광역시 동구 검사동 1025-32","대구광역시 동구 해동로 159, 2층 (검사동)","41154","단디굿잡","2025-12-31 12:02:09","U","2026-01-03 02:40:00","건물위생관리업","348630.760201865","266548.322249731","건물위생관리업","3","0","2","2","0","0","","","","임대","1","0","N",
"71","건물위생관리업","09_30_04_P","3450000","3450000-206-2005-00003","2005-01-28","","03","폐업","02","폐업","2025-12-31","","","","053 3593737","36.50","702-714","대구광역시 북구 태전동 993 네오시티프라자","대구광역시 북구 칠곡중앙대로 412, 네오시티프라자 2층 219,220호 (태전동)","41460","평화종합관리(주)","2025-12-31 13:29:37","U","2026-01-03 02:40:00","건물위생관리업","339707.01597482","271331.088251183","건물위생관리업","10","6","2","2","0","0","","","","임대","0","1","N",
"72","건물위생관리업","09_30_04_P","5570000","5570000-206-2012-00001","2012-05-14","","01","영업/정상","01","영업","","","","","","22.00","368-901","충청북도 증평군 증평읍 장동리 773","충청북도 증평군 증평읍 광장로 153","27932","(주)크린웰","2025-12-31 09:04:44","U","2026-01-03 02:40:00","건물위생관리업","252479.661680505","364842.804438916","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"73","건물위생관리업","09_30_04_P","3490000","3490000-206-2023-00003","2023-10-31","","01","영업/정상","01","영업","","","","","","48.94","400-320","인천광역시 중구 중산동 1886-11 블루오션 레지던스호텔 3 214호","인천광역시 중구 자연대로 8, 블루오션 레지던스호텔 3 214호 (중산동)","22397","주식회사 대원제삼차자산관리","2025-12-31 13:47:51","U","2026-01-03 02:40:00","건물위생관리업","161287.416353374","442849.644778346","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"74","건물위생관리업","09_30_04_P","4191000","4191000-206-2023-00016","2023-10-11","","01","영업/정상","01","영업","","","","","","67.86","","강원특별자치도 원주시 중앙동 28-8","강원특별자치도 원주시 원일로 130, 3층 (중앙동)","26428","원주청소전문업체알고","2025-12-31 15:47:53","U","2026-01-03 02:40:00","건물위생관리업","283928.445666938","428079.579159533","건물위생관리업","3","0","3","3","0","0","","","","자가","0","0","N",
"75","건물위생관리업","09_30_04_P","4390000","4390000-206-2024-00017","2024-11-19","","01","영업/정상","01","영업","","","","","043846 5888","21.81","380-883","충청북도 충주시 주덕읍 화곡리 1207","충청북도 충주시 주덕읍 기업도시2로 152, 지1층 비124호","27465","사단법인한마음장애인복지회 나누리사업단","2025-12-31 13:10:54","U","2026-01-03 02:40:00","건물위생관리업","272584.999471142","389485.322120893","건물위생관리업","0","0","1","1","0","0","","","","임대","0","0","N",
"76","건물위생관리업","09_30_04_P","3420000","3420000-206-2024-00014","2024-12-26","","01","영업/정상","01","영업","","","","","","41.04","701-827","대구광역시 동구 신천동 305-2","대구광역시 동구 동부로30길 102-3, 607호 (신천동)","41253","더블유아이에스에이치엘에이비","2025-12-31 09:44:45","U","2026-01-03 02:40:00","건물위생관리업","347111.494952769","264298.801134335","건물위생관리업","15","2","6","6","0","0","","","","","0","5","N",
"77","건물위생관리업","09_30_04_P","3620000","3620000-206-2026-00001","2026-01-02","","01","영업/정상","01","영업","","","","","062 573 4502","50.00","500-825","광주광역시 북구 삼각동 171 삼각동 혁신타운 상가동 201호","광주광역시 북구 우치로 379, 삼각동 혁신타운 상가동 2층 201호 (삼각동)","61050","케이제이아이디씨(주)","2026-01-02 14:32:45","I","2026-01-04 00:20:12","건물위생관리업","191108.236860781","188790.671691437","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"78","건물위생관리업","09_30_04_P","3650000","3650000-206-2026-00001","2026-01-02","","01","영업/정상","01","영업","","","","","","0.00","301-739","대전광역시 중구 오류동 154-4 센트리아오피스텔 1622호","대전광역시 중구 계백로 1719, 센트리아오피스텔 1622호 (오류동)","34909","명진종합관리","2026-01-02 09:39:57","I","2026-01-04 00:20:12","건물위생관리업","236783.094148359","313575.293047752","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"79","건물위생관리업","09_30_04_P","3860000","3891000-206-2026-00001","2026-01-02","","01","영업/정상","01","영업","","","","","","0.00","","경기도 부천시 오정구 여월동 1 드림앤시티","경기도 부천시 오정구 수도로 286, B101 일부호 (여월동, 드림앤시티)","14460","에이스크린텍","2026-01-02 14:53:22","I","2026-01-04 00:20:12","건물위생관리업","181886.244824539","446622.880616132","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"80","건물위생관리업","09_30_04_P","5070000","5070000-206-2026-00001","2026-01-02","","01","영업/정상","01","영업","","","","","054 8523737","25.35","760-150","경상북도 안동시 대석동 274-2","경상북도 안동시 대안로 115-1, 1층 (대석동)","36696","안동클린케어","2026-01-02 11:18:25","I","2026-01-04 00:20:12","건물위생관리업","354404.30215914","341873.716817939","건물위생관리업","2","0","1","1","0","0","","","","임대","1","1","N",
"81","건물위생관리업","09_30_04_P","4181000","4181000-206-2026-00001","2026-01-02","","01","영업/정상","01","영업","","","","","","39.00","","강원특별자치도 춘천시 효자동 44-21","강원특별자치도 춘천시 두하길25번길 8-4, 1층 (효자동)","24294","아이올로스","2026-01-02 17:11:32","I","2026-01-04 00:20:12","건물위생관리업","265190.593706697","486309.836775944","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"82","건물위생관리업","09_30_04_P","3630000","3630000-206-2026-00001","2026-01-02","","01","영업/정상","01","영업","","","","","","27.45","506-501","광주광역시 광산구 월전동 51-23 평동역 1층 101호","광주광역시 광산구 평동로 870, 평동역 1층 101호 (월전동)","62418","청하","2026-01-02 11:36:35","I","2026-01-04 00:20:12","건물위생관리업","178848.058206284","180637.02022819","건물위생관리업","0","0","1","0","0","0","","","","","0","0","N",
"83","건물위생관리업","09_30_04_P","4721000","4721000-206-2026-00001","2026-01-02","","01","영업/정상","01","영업","","","","","","39.60","","전북특별자치도 완주군 삼례읍 삼례리 307-1","전북특별자치도 완주군 삼례읍 왕궁로 30","55340","(유)네잎클로버","2026-01-02 16:29:25","I","2026-01-04 00:20:12","건물위생관리업","207035.223849067","268621.924013176","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"84","건물위생관리업","09_30_04_P","5690000","5690000-206-2009-00002","2009-06-16","","01","영업/정상","01","영업","","","","","042 862 7326","36.00","339-836","세종특별자치시 금남면 영곡리 294","세종특별자치시 금남면 성덕영곡길 182-21, 1층 일부호","30084","주식회사효산","2026-01-02 15:57:28","I","2026-01-04 00:20:12","건물위생관리업","223419.385557101","327969.199791033","건물위생관리업","0","0","2","2","0","0","","","","임대","0","0","N",
"85","건물위생관리업","09_30_04_P","3940000","3960100-206-2026-00001","2026-01-02","","01","영업/정상","01","영업","","","","","","45.00","410-821","경기도 고양시 일산동구 식사동 491-6","경기도 고양시 일산동구 고양대로1119번길 11, 2층 일부(205호)호 (식사동)","10299","(주)바로건설","2026-01-02 16:24:39","I","2026-01-04 00:20:12","건물위생관리업","183576.428395598","462676.065378793","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"86","건물위생관리업","09_30_04_P","3990000","3990000-206-2026-00001","2026-01-02","","01","영업/정상","01","영업","","","","","","45.00","472-904","경기도 남양주시 와부읍 율석리 780-9 주1동 2층 일부(206호)","경기도 남양주시 와부읍 석실로 489, 주1동 2층 일부호","12201","크린델","2026-01-02 15:30:16","I","2026-01-04 00:20:12","건물위생관리업","218624.803776329","456559.131626697","건물위생관리업","0","0","0","0","0","0","","","","임대","0","0","N",
