"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","용도지역","건물형태구분명","객실수","주택면적","방면적비율","소화기개수","단독경보형감지기개수","자동확산소화기대수","휴대용비상조명등대수","피난구유도등개수","유도표지개수","완강기대수","가스누설경보기대수","일산화탄소감지기대수","조식제공여부","오수처리시설용량","화장실수","화장실종류명",
"316","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000005","2024-04-18","","01","영업/정상","1","정상","","","","","","554","","","전북특별자치도 완주군 소양면 송광수만로 151","55348","아젤리아 펜션","2026-01-13 16:31:35","U","2026-01-15 02:40:00","","","","계획관리지역","","1","71.41","22.2","2","4","0","3","0","1","0","0","0","","4","1","",
"317","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000006","2024-05-27","","01","영업/정상","1","정상","","","","","","544","","","전북특별자치도 완주군 용진읍 목효로 120-48","55353","가가호호","2026-01-13 16:31:15","U","2026-01-15 02:40:00","","215125.081695405","263930.114918547","자연녹지지역","","4","198.55","163","2","9","1","4","2","0","0","1","0","","0","3","",
"318","농어촌민박업","03_11_08_P","3570000","AGCV035700002025000078","2025-11-12","","01","영업/정상","1","정상","","","","","","552","417-863","인천광역시 강화군 화도면 여차리 888","인천광역시 강화군 화도면 해안남로 2265-6","23061","여차리더힐","2026-01-13 11:04:40","U","2026-01-15 02:40:00","","146031.860187407","456528.772884696","보전관리지역","","2","152.61","0","5","6","2","4","1","5","0","0","2","","8","2","",
"319","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000001","2024-01-04","","01","영업/정상","1","정상","","","","","","1878","","전북특별자치도 완주군 삼례읍 후정리 253-9","전북특별자치도 완주군 삼례읍 삼례역로 81-1","55343","홍스테이","2026-01-13 16:20:28","U","2026-01-15 02:40:00","","205812.709035148","267383.710718772","제1종일반주거지역","","6","193.08","193.08","11","12","1","10","2","0","0","0","1","","0","3","",
"320","농어촌민박업","03_11_08_P","5050000","AGCV050500002025000212","2025-12-22","","03","폐업","3","폐업","2026-01-13","","","","","732","780-873","경상북도 경주시 천북면 물천리 907","경상북도 경주시 천북면 목실길 14-13","38038","힐스톤 풀빌라","2026-01-13 17:03:57","U","2026-01-15 02:40:00","","405266.269700616","266124.755140813","계획관리","","2","227.18","227.18","3","8","3","6","0","2","0","1","1","","0","4","",
"321","농어촌민박업","03_11_08_P","5370000","AGCV053700002025000072","2025-12-02","","01","영업/정상","1","정상","","","","","","535","","","경상남도 거제시 동부면 학동6길 55","53332","아모르펜션","2026-01-13 09:43:35","U","2026-01-15 02:40:00","","349913.998650336","142624.267269163","계획관리지역","","5","228","0","5","12","3","5","5","5","2","0","0","","0","6","",
"322","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000021","2025-10-24","","01","영업/정상","1","정상","","","","","","995","","","전북특별자치도 완주군 구이면 백여호동길 36-6","55363","킴스캐빈펜션","2026-01-13 17:43:08","U","2026-01-15 02:40:00","","208204.034550476","239384.535765318","생산관리지역","","3","223.2","223.2","4","4","0","4","0","4","0","4","4","","8","6","",
"323","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000022","2025-10-30","","01","영업/정상","1","정상","","","","","","165","","","전북특별자치도 완주군 상관면 죽림편백길 43-17","55360","스테이디:산","2026-01-13 17:49:54","U","2026-01-15 02:40:00","","","","계획관리지역","","1","62.62","62.62","2","3","1","3","0","1","0","1","1","","0","1","",
"324","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000024","2025-11-17","","01","영업/정상","1","정상","","","","","","574","","","전북특별자치도 완주군 소양면 전진로 600","55356","앤스","2026-01-13 17:50:22","U","2026-01-15 02:40:00","","220673.976177986","261407.769324603","계획관리지역 외 1","","2","198.86","114.83","5","4","0","4","1","4","0","0","0","","0","4","",
"325","농어촌민박업","03_11_08_P","4480000","AGCV044800002020000033","2020-07-20","","01","영업/정상","1","정상","","","","","","574","395-861","충청북도 단양군 단성면 가산리 148-1","충청북도 단양군 단성면 사인암로 42-23","27026","마추피추펜션민박","2026-01-13 09:38:23","U","2026-01-15 02:40:00","","316390.572123625","376999.237825125","자연환경보전","","2","149.37","149.37","6","3","2","2","1","3","0","1","1","","0","3","",
"326","농어촌민박업","03_11_08_P","4810000","AGCV048100002019000605","2019-05-27","","01","영업/정상","1","정상","","","","","","388","","","전라남도 여수시 화양면 화서로 146-13, F동","59653","제이플러스 스파 가족펜션","2026-01-13 17:27:33","U","2026-01-15 02:40:00","","252198.743536905","128207.541218512","자연환경보전지역","","7","214.45","214.45","7","10","7","7","0","7","0","0","7","","16","8","",
"327","농어촌민박업","03_11_08_P","6510000","AGCV065100002019002732","2019-06-04","","03","폐업","3","폐업","2026-01-09","","","","","","695-979","제주특별자치도 제주시 구좌읍 송당리 1424번지 5호","제주특별자치도 제주시 구좌읍 중산간동로 2395-91","63355","진아네","2026-01-13 09:36:52","U","2026-01-15 02:40:00","","180839.043641655","-2777.24164284019","","","2","92.41","0","3","3","0","3","0","1","0","0","0","","0","0","",
"328","농어촌민박업","03_11_08_P","6510000","AGCV065100002006000002","2006-04-13","","01","영업/정상","1","정상","","","","","","","690-231","제주특별자치도 제주시 이호일동 647-1","제주특별자치도 제주시 도리로 62 (이호일동)","63108","나무향기","2026-01-13 13:29:51","U","2026-01-15 02:40:00","","149642.870918686","413.963837631477","","","0","504.03","0","0","0","0","0","0","0","0","0","0","","0","0","",
"329","농어촌민박업","03_11_08_P","6520000","AGCV065200002019000861","2019-07-11","","01","영업/정상","1","정상","","","","","","516","699-922","제주특별자치도 서귀포시 안덕면 덕수리 2328-1","제주특별자치도 서귀포시 안덕면 덕수회관로87번길 34","63527","제주도조용한게스트하우스산방산","2026-01-13 10:22:57","U","2026-01-15 02:40:00","","135147.253104385","-26739.6480606778","계획관리지역","","3","57.51","57.51","1","3","0","0","0","0","0","0","0","","0","1","",
"330","농어촌민박업","03_11_08_P","5010000","AGCV050100002019000042","2006-05-10","","03","폐업","3","폐업","2026-01-09","","","","","636","535-831","전라남도 신안군 임자면 광산리 407번지 15호","전라남도 신안군 임자면 독우길 48-2","58803","대한민박","2026-01-13 13:26:49","U","2026-01-15 02:40:00","","115067.100652167","178332.544194722","관리지역","","6","636","79.2","6","6","0","0","0","0","0","0","0","","0","6","",
"331","농어촌민박업","03_11_08_P","5020000","AGCV050200002019000644","2019-04-12","","01","영업/정상","1","정상","","","","","","73","791-942","경상북도 포항시 북구 흥해읍 오도리 309","경상북도 포항시 북구 흥해읍 해안로1678번길 5","37530","오도 309","2026-01-13 15:40:09","U","2026-01-15 02:40:00","","415792.16075637","297512.887582208","","","1","29.14","0","1","1","0","1","0","1","0","0","0","","0","0","",
"332","농어촌민박업","03_11_08_P","6510000","AGCV065100002024000042","2024-02-01","","01","영업/정상","1","정상","","","","","","397.4","695-982","제주특별자치도 제주시 구좌읍 한동리 10-19","제주특별자치도 제주시 구좌읍 계룡길 40","63359","휴빌레","2026-01-13 18:05:49","U","2026-01-15 02:40:00","","184583.467528336","4761.21070474709","1종일반주거지역","","2","171.46","0","2","3","0","2","0","2","0","0","2","","6","2","",
"333","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000017","2025-09-02","","01","영업/정상","1","정상","","","","","","865","","","전북특별자치도 완주군 소양면 송광수만로 472-32","55348","소담원","2026-01-13 16:22:49","U","2026-01-15 02:40:00","","221875.914377074","266974.61228829","계획관리지역","","2","0","99.58","3","3","0","0","0","1","0","3","4","","0","1","",
"334","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000018","2025-09-12","","01","영업/정상","1","정상","","","","","","239","","전북특별자치도 완주군 상관면 죽림리 574-8","전북특별자치도 완주군 상관면 죽림편백길 43-21","55360","스테이 산림","2026-01-13 16:22:24","U","2026-01-15 02:40:00","","","","계획관리지역","","1","75.06","75.06","1","3","1","3","0","1","0","1","1","","0","1","",
"335","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000019","2025-09-19","","01","영업/정상","1","정상","","","","","","674","","","전북특별자치도 완주군 상관면 죽림편백길 176-2","55360","편백쉼","2026-01-13 16:21:36","U","2026-01-15 02:40:00","","218485.384391198","248948.299704012","계획관리지역","","1","43.42","43.42","2","2","0","1","0","1","0","0","0","","0","2","",
"336","농어촌민박업","03_11_08_P","5540000","AGCV055400002025000013","2025-08-08","","03","폐업","3","폐업","2026-01-13","","","","","617","464-865","경기도 광주시 초월읍 용수리 472-2","경기도 광주시 초월읍 장담길 30","12733","하늘정원","2026-01-13 17:02:58","U","2026-01-15 02:40:00","","226942.015031073","430065.60416086","생산관리지역","","3","172.47","172.47","3","3","2","3","0","2","0","0","0","","0","2","",
"337","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000014","2025-08-20","","01","영업/정상","1","정상","","","","","","229","","","전북특별자치도 완주군 화산면 화산로 810-3","55304","화산810","2026-01-13 16:23:30","U","2026-01-15 02:40:00","","218432.052283587","281693.661230837","계획관리지역 외 2","","1","73.22","73.22","1","3","1","1","0","1","0","0","1","","0","1","",
"338","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000007","2025-05-26","","01","영업/정상","1","정상","","","","","","459","","전북특별자치도 완주군 구이면 계곡리 1022-45","전북특별자치도 완주군 구이면 대덕길 28-7","55363","조이하우스","2026-01-13 16:25:03","U","2026-01-15 02:40:00","","209771.598918609","240252.98757874","농림지역","","1","82.18","82.18","2","3","1","2","0","2","0","1","1","","4","1","",
"339","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000008","2025-05-26","","01","영업/정상","1","정상","","","","","","1236","","전북특별자치도 완주군 상관면 신리 755-4","전북특별자치도 완주군 상관면 내어두길 22-52","55359","다숲키즈펜션","2026-01-13 17:47:21","U","2026-01-15 02:40:00","","217597.180303854","252002.633126587","보전녹지지역","","3","228.26","228.26","3","6","1","4","3","0","1","1","1","","0","4","",
"340","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000009","2025-06-11","","01","영업/정상","1","정상","","","","","","764","","전북특별자치도 완주군 고산면 양야리 211","전북특별자치도 완주군 고산면 양화로 306-3","55312","화정양화","2026-01-13 17:48:01","U","2026-01-15 02:40:00","","218458.291184159","270558.369124725","농림지역","","3","206.47","206.47","4","12","1","6","0","4","0","1","1","","8","4","",
"341","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000011","2025-06-23","","01","영업/정상","1","정상","","","","","","480","","","전북특별자치도 완주군 상관면 원의암길 9-8","55358","순정하우스","2026-01-13 17:48:57","U","2026-01-15 02:40:00","","221283.200539351","255275.558782669","계획관리지역","","1","88","88","3","3","1","2","0","1","0","0","1","","0","1","",
"342","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000010","2025-06-23","","01","영업/정상","1","정상","","","","","","909","","전북특별자치도 완주군 상관면 용암리 378-8","전북특별자치도 완주군 상관면 마자길 78, 마자길 80","55360","숲속의 작은집","2026-01-13 17:48:24","U","2026-01-15 02:40:00","","221630.19402616","247241.837833584","계획관리지역","","1","118.63","118.63","3","2","0","1","0","1","0","0","0","","0","2","",
"343","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000012","2025-07-04","","01","영업/정상","1","정상","","","","","","790","","","전북특별자치도 완주군 소양면 동상로 162-4","55346","다시, 봄","2026-01-13 17:49:24","U","2026-01-15 02:40:00","","","","계획관리지역","","2","155.1","128.6","3","3","4","2","3","3","0","1","1","","6","3","",
"344","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000044","2019-05-05","","01","영업/정상","1","정상","","","","","","321","","전북특별자치도 완주군 운주면 산북리 820","전북특별자치도 완주군 운주면 대둔산로 1758-5","55300","체리펜션","2026-01-13 17:31:36","U","2026-01-15 02:40:00","","228345.437414703","288423.690605319","자연환경보전지역","","4","180.86","180.86","2","5","0","0","0","0","0","0","0","","2","5","",
"345","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000080","2019-05-05","","01","영업/정상","1","정상","","","","","063-243-7336","349","","전북특별자치도 완주군 동상면 대아리 76","전북특별자치도 완주군 동상면 은천길 66-39","55344","날맹이민박","2026-01-13 17:09:40","U","2026-01-15 02:40:00","","229234.54688628","276250.880165646","생산관리지역","","1","35.2","35.2","2","2","0","0","0","0","0","0","0","","1","2","",
"346","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000081","2019-05-05","","01","영업/정상","1","정상","","","","","","1048","","전북특별자치도 완주군 동상면 신월리 805-6","전북특별자치도 완주군 동상면 동상주천로 451","55345","황토향기민박","2026-01-13 17:13:58","U","2026-01-15 02:40:00","","229152.884560574","271090.894682459","보전관리지역","","3","154.6","154.6","1","4","0","0","0","0","0","0","0","","2","3","",
"347","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000082","2019-05-05","","01","영업/정상","1","정상","","","","","","2568","","전북특별자치도 완주군 소양면 해월리 898","전북특별자치도 완주군 소양면 해월신왕길 144-19","55347","소양민박","2026-01-13 17:14:20","U","2026-01-15 02:40:00","","224292.412157936","262616.312474093","계획관리지역","","2","217.08","110","3","3","0","0","0","0","0","0","0","","2","2","",
