"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"76","유료직업소개소","11_50_02_P","3670000","2015367010614500003","2015-04-14","","01","영업/정상","20","영업중","","","","","042 822 1959","","","대전광역시 유성구 봉명동 564-19","대전광역시 유성구 유성대로694번길 33, 1층 (봉명동)","34177","황금인력","2026-01-02 10:46:03","U","2026-01-04 02:40:00","","229881.705526653","317182.228227438","개인","유료",
"77","유료직업소개소","11_50_02_P","3020000","2015302015014500011","2015-06-26","","01","영업/정상","20","영업중","","","","","070 46072076","","","서울특별시 용산구 한강로3가 63-70 업무동 1002호","서울특별시 용산구 서빙고로 17, 업무동 1002호 (한강로3가)","04387","패스파인더 주식회사","2026-01-02 09:55:31","U","2026-01-04 02:40:00","","197056.728931087","447077.126289262","법인","유료",
"78","유료직업소개소","11_50_02_P","3620000","2021362019114500016","2021-08-03","","01","영업/정상","20","영업중","","","","","","","","광주광역시 북구 삼각동 598-9","광주광역시 북구 우치로 353, 1층 (삼각동)","61050","현대인력개발","2026-01-02 09:40:47","U","2026-01-04 02:40:00","","191135.995549909","188560.913944946","개인","유료",
"79","유료직업소개소","11_50_02_P","5530000","2025553041514500008","2025-08-28","","01","영업/정상","20","영업중","","","","","03180589483","","","경기도 화성시 오산동 975 동탄역 삼정그린코아","경기도 화성시 동탄광역환승로 62, 201동 428호 (오산동, 동탄역 삼정그린코아)","18479","피플플러스 주식회사","2026-01-02 10:35:56","U","2026-01-04 02:40:00","","207823.19668343","411025.004545365","법인","유료",
"80","유료직업소개소","11_50_02_P","4641000","2019465007714500004","2019-01-23","","01","영업/정상","20","영업중","","","","","","","","대전광역시 중구 대흥동 498-2","대전광역시 중구 보문로 264, 4층 401호 (대흥동)","34911","주식회사 제이비커리어 대전중구센터","2026-01-02 16:16:27","U","2026-01-04 02:40:00","","237837.211146072","314019.87459443","법인","유료",
"81","유료직업소개소","11_50_02_P","5370000","2021537024914500006","2021-04-26","","03","폐업","40","폐업","2025-12-31","","","","","","","경상남도 거제시 아주동 509-7 1층","경상남도 거제시 아주로 13, 1층 (아주동)","53304","길 인력개발","2026-01-02 11:44:55","U","2026-01-04 02:40:00","","354692.124844565","153313.074884701","개인","유료",
"82","유료직업소개소","11_50_02_P","5670000","2014567046214500001","2014-03-12","","03","폐업","40","폐업","2026-01-02","","","","055 264 1604","","","경상남도 창원시 의창구 명서동 199-1 명서종합상가 108호","경상남도 창원시 의창구 원이대로258번길 3, 명서종합상가 108호 (명서동)","51387","세종인력","2026-01-02 15:58:56","U","2026-01-04 02:40:00","","349958.303866898","195000.639030286","개인","유료",
"83","유료직업소개소","11_50_02_P","4050000","2013563001814500003","2013-02-15","","01","영업/정상","20","영업중","","","","","","","","경기도 용인시 기흥구 구갈동 595번지 2호 303,304호","경기도 용인시 기흥구 중부대로 579, 303,304호 (구갈동, 강남대프라자)","16978","주식회사 코리아잡스원","2026-01-02 19:26:50","U","2026-01-04 02:40:00","","211196.115585367","418725.38731869","법인","유료",
"84","유료직업소개소","11_50_02_P","3990000","2025399051314500011","2025-06-19","","01","영업/정상","20","영업중","","","","","","","","경기도 남양주시 별내동 1006-3","경기도 남양주시 별내중앙로 24, 705호 (별내동)","12113","더 써치","2026-01-02 15:54:44","U","2026-01-04 02:40:00","","211072.098602199","460349.607768839","개인","유료",
"85","유료직업소개소","11_50_02_P","3620000","2022362019114500019","2022-10-04","","01","영업/정상","20","영업중","","","","","","","","광주광역시 북구 풍향동 645","광주광역시 북구 갈마로 3(풍향동)","61164","화순인력","2026-01-02 17:47:43","U","2026-01-04 02:40:00","","193647.237145249","184594.657874239","개인","유료",
"86","유료직업소개소","11_50_02_P","3000000","2021300020214500001","2020-08-24","","01","영업/정상","20","영업중","","","","","","","","서울특별시 종로구 무악동 63-4","서울특별시 종로구 통일로 272, 15호 (무악동)","03030","주식회사 예스인력","2026-01-02 10:04:52","U","2026-01-04 02:40:00","","196079.544115659","452655.045595768","법인","유료",
"87","유료직업소개소","11_50_02_P","4470000","2010447003914500002","2010-03-23","","03","폐업","40","폐업","2025-12-31","","","","","","","충청북도 음성군 금왕읍 무극리 65번지 14호","충청북도 음성군 금왕읍 응천서길27번길 11","369-903","락돈인력소개소","2026-01-02 10:34:59","U","2026-01-04 02:40:00","","252817.777375422","387835.146127453","개인","유료",
"88","유료직업소개소","11_50_02_P","5700000","2025570013014500007","2025-03-29","","01","영업/정상","20","영업중","","","","","","","","경기도 여주시 창동 188-4","경기도 여주시 영릉로 35-19 (창동)","12626","삼성인력직업소개소","2026-01-02 13:47:25","U","2026-01-04 02:40:00","","255942.959889136","420970.281458218","개인","유료",
"89","유료직업소개소","11_50_02_P","3610000","2022361023514500005","2022-08-03","","03","폐업","40","폐업","2025-12-31","","","","","","","광주광역시 남구 봉선동 148-1 무등4차아파트","광주광역시 남구 봉선2로 98, 무등4차아파트 401동 220호 (봉선동)","61686","대상글로벌","2026-01-02 09:11:49","U","2026-01-04 02:40:00","","192383.020844575","180728.459164835","개인","유료",
"90","유료직업소개소","11_50_02_P","3100000","2013310018414500008","2013-12-18","","03","폐업","40","폐업","2026-01-02","","","","","","","서울특별시 노원구 상계동 173번지 1호 벽산아파트상가 109동 258호","서울특별시 노원구 한글비석로 396 (상계동, 벽산아파트상가)","01663","(A)그린 취업센터","2026-01-02 16:34:26","U","2026-01-04 02:40:00","","206356.22314833","462123.478004887","개인","유료",
"91","유료직업소개소","11_50_02_P","5080000","2023508032814500013","2023-09-21","","01","영업/정상","20","영업중","","","","","","","","경상북도 구미시 원평동 964-303","경상북도 구미시 문장로2길 27 (원평동)","39216","메타글로벌파트너스 주식회사","2026-01-02 17:50:15","U","2026-01-04 02:40:00","","320092.377287878","293394.854789022","법인","유료",
"92","유료직업소개소","11_50_02_P","5050000","2023505038314500007","2023-09-26","","01","영업/정상","20","영업중","","","","","","","","경상북도 경주시 구정동 408-1 101동 102호","경상북도 경주시 불국사초등2길 17, 101동 102호 (구정동)","38129","김소장","2026-01-02 09:44:45","U","2026-01-04 02:40:00","","408187.281581411","255465.171606944","개인","유료",
"93","유료직업소개소","11_50_02_P","4600000","2023460019414500009","2023-11-30","","03","폐업","40","폐업","2026-01-02","","","","","","","충청남도 홍성군 홍성읍 오관리 258-4","충청남도 홍성군 홍성읍 조양로136번길 8","32230","카라","2026-01-02 11:47:17","U","2026-01-04 02:40:00","","169919.217124683","344547.579962105","개인","유료",
"94","유료직업소개소","11_50_02_P","4840000","2024484026414500016","2024-12-23","","03","폐업","40","폐업","2026-01-02","","","","","","","전라남도 광양시 광양읍 인서리 134-3","전라남도 광양시 광양읍 인서중앙길 13","57755","황소인력","2026-01-02 09:37:00","U","2026-01-04 02:40:00","","253205.942391001","163612.827491162","개인","유료",
"95","유료직업소개소","11_50_02_P","5390000","2021539010714500001","2016-04-07","","01","영업/정상","20","영업중","","","","","","","","경상남도 의령군 의령읍 중동리 433-5 세진당구장","경상남도 의령군 의령읍 의병로22길 20, 세진당구장 2층","52148","핑크직업소개소","2026-01-03 17:32:44","U","2026-01-05 02:40:00","","314784.478073745","202820.931507078","개인","유료",
"96","유료직업소개소","11_50_02_P","5020000","2006502013211500038","2006-06-19","","01","영업/정상","20","영업중","","","","","054 232 7346","","","경상북도 포항시 북구 대신동 951번지 9호","경상북도 포항시 북구 중앙로 404-1 (대신동)","791-100","파워인력유료직업소개소","2026-01-04 14:38:40","U","2026-01-06 02:40:00","","412904.253521755","285703.068100335","개인","유료",
"97","유료직업소개소","11_50_02_P","3630000","2022363028014500005","2022-04-28","","01","영업/정상","20","영업중","","","","","","","","광주광역시 광산구 월곡동 316-2","광주광역시 광산구 목련로 100 (월곡동)","62345","성경대기소","2026-01-05 20:07:35","I","2026-01-07 00:20:36","","182511.644830063","185857.897646704","개인","유료",
"98","유료직업소개소","11_50_02_P","4070000","2026407026514500001","2026-01-05","","01","영업/정상","20","영업중","","","","","","","","충청북도 충주시 앙성면 용포리 91-12","충청북도 충주시 앙성면 앙암로 5","27303","케이피엘","2026-01-05 09:22:27","I","2026-01-07 00:20:36","","266936.285329752","400992.48431534","개인","유료",
"99","유료직업소개소","11_50_02_P","4641000","2026465100614500001","2026-01-05","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 전주시 완산구 효자동3가 1536-2","전북특별자치도 전주시 완산구 홍산중앙로 40, 5층 502-2호 (효자동3가)","54969","동그라미 간병센터","2026-01-05 11:20:49","I","2026-01-07 00:20:36","","209810.93","257450.355","개인","유료",
"100","유료직업소개소","11_50_02_P","3660000","2026366021514500001","2026-01-05","","01","영업/정상","20","영업중","","","","","","","","대전광역시 서구 만년동 356","대전광역시 서구 둔산대로117번길 25, 5층 (만년동)","35203","공공노무법인 대전지사","2026-01-05 16:04:19","I","2026-01-07 00:20:36","","234210.662499713","318438.869780238","법인","유료",
"101","유료직업소개소","11_50_02_P","4040000","2026404032114500001","2026-01-05","","01","영업/정상","20","영업중","","","","","","","","경기도 하남시 풍산동 489 미사 테스타타워 지식산업센터","경기도 하남시 미사강변서로 25, 미사 테스타타워 지식산업센터 10층 오에프54호 (풍산동)","12918","주식회사 리온","2026-01-05 09:35:16","I","2026-01-07 00:20:36","","216038.566179914","450059.249204826","법인","유료",
"102","유료직업소개소","11_50_02_P","3940000","2026396012814500001","2026-01-05","","01","영업/정상","20","영업중","","","","","0319068939","","","경기도 고양시 일산동구 백석동 1215-7","경기도 고양시 일산동구 백석로85번길 19-4, 지층 (백석동)","10420","주식회사 신한강개발","2026-01-05 16:23:26","I","2026-01-07 00:20:36","","181058.400523148","460701.014153319","법인","유료",
"103","유료직업소개소","11_50_02_P","3160000","2026316016014500003","2026-01-05","","01","영업/정상","20","영업중","","","","","","","","서울특별시 구로구 궁동 202-6 한신에버빌","서울특별시 구로구 부일로 957, 2층 201-1호 (궁동, 한신에버빌)","08256","일자리연구소","2026-01-05 10:28:26","I","2026-01-07 00:20:36","","185220.192834977","443478.889501359","개인","유료",
"104","유료직업소개소","11_50_02_P","4830000","2026483019114500001","2026-01-05","","01","영업/정상","20","영업중","","","","","","","","전라남도 나주시 남평읍 대교리 9-3 국제미용실","전라남도 나주시 남평읍 남평2로 36, 제2호","58227","옥화인력대기소","2026-01-05 14:23:25","I","2026-01-07 00:20:36","","185592.398143503","171841.761261125","개인","유료",
"105","유료직업소개소","11_50_02_P","3170000","2018317018814500001","2018-01-10","","01","영업/정상","20","영업중","","","","","02  69492018","","","서울특별시 금천구 가산동 543-1 대성디폴리스지식산업센터","서울특별시 금천구 서부샛길 606, 대성디폴리스지식산업센터 A동 30층 A08호 (가산동)","08504","에이치알니즈","2026-01-05 17:15:19","U","2026-01-07 02:40:00","","189055.138252216","441958.334400683","개인","유료",
"106","유료직업소개소","11_50_02_P","4191000","2023419100714500004","2023-08-02","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단계동 1211-17","강원특별자치도 원주시 전망길 13, 1층 101호 (단계동)","26379","굿맨","2026-01-05 14:20:09","U","2026-01-07 02:40:00","","281184.575170597","428278.745171221","개인","유료",
