"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"72","의료기기판매(임대)업","01_02_03_P","5060000","PHMG120145060023047000013","2014-11-11","","03","폐업","03","폐업","2025-12-30","","","","","","","","경상북도 김천시 신음새동네길 ** (신음동)","39544","현대멀티마트","2025-12-30 17:45:12","U","2026-01-03 02:40:00","","300607.809213623","293273.778877069","","","","",
"73","의료기기판매(임대)업","01_02_03_P","5070000","PHMG120165070014047000016","2016-09-12","","03","폐업","03","폐업","2025-12-31","","","","054-821-4523","","","경상북도 안동시 송천동 ***번지 *호","경상북도 안동시 논골길 **-* (송천동)","36729","GS25 안동대후문점","2025-12-31 14:13:21","U","2026-01-03 02:40:00","","360841.922695479","339242.39943361","","","3.3","",
"74","의료기기판매(임대)업","01_02_03_P","4600000","PHMG120114600019047000002","2011-04-18","","01","영업/정상","13","영업중","","","","","041-339-2542","","350-801","충청남도 홍성군 홍성읍 고암리 ****번지  롯데쇼핑(주)롯데마트 홍성점","충청남도 홍성군 홍성읍 조양로***번길 *","32220","롯데쇼핑(주)롯데마트 홍성점","2025-12-30 11:15:43","U","2026-01-03 02:40:00","","170963.816189316","344485.565134627","","","3.25","",
"75","의료기기판매(임대)업","01_02_03_P","3820000","PHMG120063820050047000019","2006-12-28","","01","영업/정상","13","영업중","","","","","031-849-2500","","480-030","경기도 의정부시 장암동 **번지 **호 지하*층","경기도 의정부시 장곡로 ***, 지하 *층 (장암동)","11722","롯데쇼핑㈜롯데마트장암점","2026-01-01 14:52:45","U","2026-01-03 02:40:00","","204630.543411273","469034.163890834","","","","",
"76","의료기기판매(임대)업","01_02_03_P","4721000","PHMG120224720018047000046","2022-07-14","","03","폐업","03","폐업","2025-12-30","","","","","","","전북특별자치도 완주군 삼례읍 삼례리 **** 삼례주공아파트","전북특별자치도 완주군 삼례읍 왕궁로 **, 삼례주공아파트 ***호","55339","씨유 삼례주공점","2025-12-31 15:21:48","U","2026-01-03 02:40:00","","206939.983381567","268864.908957824","","","55.83","",
"77","의료기기판매(임대)업","01_02_03_P","3040000","PHMG120233040033047000059","2023-06-22","","03","폐업","03","폐업","2025-12-30","","","","","","","서울특별시 광진구 구의동 ***-* 대한빌딩","서울특별시 광진구 광나루로 ***, 대한빌딩 지층 (구의동)","05034","슬림웰","2025-12-31 14:51:19","U","2026-01-03 02:40:00","","208299.58970114","448840.824476461","","","","",
"78","의료기기판매(임대)업","01_02_03_P","5670000","PHMG120235670554047000064","2023-06-29","","03","폐업","03","폐업","2025-12-30","","","","","","","경상남도 창원시 성산구 신촌동 **-* 디에스아이존빌아파트","경상남도 창원시 성산구 신촌로 **, ***호 (신촌동, 디에스아이존빌아파트)","51564","씨유 창원양곡점","2025-12-30 15:26:25","U","2026-01-03 02:40:00","","348162.524167925","190424.496499727","","","","",
"79","의료기기판매(임대)업","01_02_03_P","3630000","PHMG120233630020047000074","2023-06-16","","03","폐업","03","폐업","2025-12-26","","","","","","","광주광역시 광산구 송정동 ***-*","광주광역시 광산구 광산로 **, *층 (송정동)","62428","지에스25 송정중앙점","2025-12-31 21:46:17","U","2026-01-03 02:40:00","","181452.385446081","182383.639421856","","","","",
"80","의료기기판매(임대)업","01_02_03_P","3600000","PHMG120153600020047000062","2015-07-22","","03","폐업","03","폐업","2025-12-29","","","","","","","","광주광역시 서구 상무대로 ****, ***호 (화정동)","61979","유진메디케어","2025-12-31 09:04:34","U","2026-01-03 02:40:00","","188960.070805575","183753.860534664","","","92.4","",
"81","의료기기판매(임대)업","01_02_03_P","4030000","PHMG120124030022047000003","2012-05-11","","01","영업/정상","13","영업중","","","","","031-470-2532","","437-834","경기도 의왕시 내손*동 ***번지","경기도 의왕시 계원대학로 * (내손동)","16036","롯데쇼핑(주) 롯데마트 의왕점","2025-12-30 14:00:34","U","2026-01-03 02:40:00","","197598.213989563","430907.769943711","","","","",
"82","의료기기판매(임대)업","01_02_03_P","4070000","PHMG120074070023047000001","2007-03-23","","01","영업/정상","13","영업중","","","","","031-631-8500","","467-861","경기도 이천시 부발읍 가산리 ***번지 *호","경기도 이천시 부발읍 황무로****번길 **","17405","㈜해피엘앤비","2025-12-30 17:05:57","U","2026-01-03 02:40:00","","245497.715510831","415673.516723142","","","","",
"83","의료기기판매(임대)업","01_02_03_P","4170000","PHMG120184170019047000001","2018-02-08","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 양평읍 공흥리 ***-** 롯데마트","경기도 양평군 양평읍 남북로 **, 롯데마트","12560","롯데쇼핑(주)롯데마트 경기양평점","2025-12-30 13:29:29","U","2026-01-03 02:40:00","","244381.267486222","443145.649076961","","","","",
"84","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120193940139047000096","2019-06-21","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 고양시 일산동구 장항동 ***번지 한강세이프빌","경기도 고양시 일산동구 무궁화로 **-**, 한강세이프빌 ***-**호 (장항동)","10364","(주)디젠코리아","2025-12-31 16:12:41","U","2026-01-03 02:40:00","","179469.852433528","462414.091359324","","","22.78","",
"85","의료기기판매(임대)업","01_02_03_P","5470000","PHMG120195470012047000002","2019-07-23","","03","폐업","03","폐업","2025-12-30","","","","055-942-1123","","","경상남도 거창군 거창읍 대동리 ***번지 *호","경상남도 거창군 거창읍 거창대로 **-*, *층","50133","거창의료기","2025-12-31 11:44:22","U","2026-01-03 02:40:00","","282775.913700719","243591.465927124","","","45.5","",
"86","의료기기판매(임대)업","01_02_03_P","3680000","PHMG120193680022047000025","2017-08-25","","03","폐업","03","폐업","2025-12-31","","","","","","","대전광역시 대덕구 비래동 ***-* 동부맨션아파트","대전광역시 대덕구 동서대로****번길 **, *층 ***호 (비래동, 동부맨션아파트)","34419","허브엠","2025-12-31 09:44:48","U","2026-01-03 02:40:00","","239880.913511985","316804.0120025","","","56.52","",
"87","의료기기판매(임대)업","01_02_03_P","3130000","PHMG120193130033047000072","2019-06-25","","04","취소/말소/만료/정지/중지","24","직권폐업","2025-12-30","","","","070-8822-4659","","","서울특별시 마포구 공덕동 ***-* *층 ***호","서울특별시 마포구 마포대로 ***, *층 ***호 (공덕동)","04213","(주)씽즈","2025-12-31 11:07:24","U","2026-01-03 02:40:00","","195692.623935743","449172.360233815","","","","",
"88","의료기기판매(임대)업","01_02_03_P","4390000","PHMG120224390029047000111","2022-04-08","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 노은면 신효리 ***-*","충청북도 충주시 노은면 솔고개로 ***-*, 가동","27453","올블룸 주식회사","2026-01-01 09:12:17","U","2026-01-03 02:40:00","","268798.336747517","392359.328178699","","","97.06","",
"89","의료기기판매(임대)업","01_02_03_P","5380000","PHMG120225380021047000152","2022-04-14","","03","폐업","03","폐업","2025-12-30","","","","","","","경상남도 양산시 물금읍 가촌리 ****-* 양산물금 대방노블랜드 *차 에듀카운티 상가동동 ***호","경상남도 양산시 물금읍 새실로 ***, 상가동 *층 ***호 (양산물금 대방노블랜드 *차 에듀카운티)","50658","씨유 물금대방5차점","2025-12-30 17:56:14","U","2026-01-03 02:40:00","","381836.920458018","203323.281059489","","","","",
"90","의료기기판매(임대)업","01_02_03_P","4281000","PHMG120224280009047000004","2022-02-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 용평면 속사리 ***","강원특별자치도 평창군 용평면 운두령로 *-*","25312","지에스25 평창속사IC점","2025-12-31 10:27:47","U","2026-01-03 02:40:00","","332022.294862871","460628.360474341","","","134.47","",
"91","의료기기판매(임대)업","01_02_03_P","4311000","PHMG120224310010047000024","2022-11-23","","03","폐업","03","폐업","2025-12-30","","","","","","","강원특별자치도 화천군 간동면 간척리 ***-*","강원특별자치도 화천군 간동면 춘양로 ***","24139","CU 화천배후령쉼터점","2025-12-31 13:06:09","U","2026-01-03 02:40:00","","271469.845614884","503041.181352885","","","","",
"92","의료기기판매(임대)업","01_02_03_P","4201000","PHMG120224200028047000180","2022-11-24","","03","폐업","03","폐업","2025-12-31","","","","","","","강원특별자치도 강릉시 포남동 ***","강원특별자치도 강릉시 난설헌로 ***-*, *층 (포남동)","25471","CU 강릉녹색도시점","2025-12-31 18:07:19","U","2026-01-03 02:40:00","","367932.967369657","477779.94853531","","","","",
"93","의료기기판매(임대)업","01_02_03_P","4191000","PHMG120224190023047000369","2025-12-30","","03","폐업","03","폐업","2025-12-30","","","","","","","강원특별자치도 원주시 명륜동 ***-**","강원특별자치도 원주시 단구로 ***(명륜동)","26447","세븐일레븐 원주성원점","2025-12-31 14:02:48","U","2026-01-03 02:40:00","","283323.083087393","426922.72985217","","","","",
"94","의료기기판매(임대)업","01_02_03_P","4301000","PHMG120164300012047000004","2016-12-26","","03","폐업","03","폐업","2025-12-31","","","","","","","","강원특별자치도 철원군 갈말읍 명성로***번길 **","24044","GS25철원명품점","2025-12-31 15:49:28","U","2026-01-03 02:40:00","","226813.761994616","515749.241750742","","","198","",
"95","의료기기판매(임대)업","01_02_03_P","3330000","PHMG120243330024047000079","2024-09-26","","03","폐업","03","폐업","2025-12-29","","","","","","","부산광역시 해운대구 중동 ****-*","부산광역시 해운대구 중동*로**번길 **, ***호 (중동)","48096","워너비메디","2025-12-30 09:13:57","U","2026-01-03 02:40:00","","397161.275035848","187156.80797847","","","41.82","",
"96","의료기기판매(임대)업","01_02_03_P","4010000","PHMG120244010281047000089","2024-09-03","","03","폐업","03","폐업","2025-12-29","","","","","","","경기도 시흥시 은행동 *** 시흥 센트럴돔 그랑트리 캐슬","경기도 시흥시 은계호수로 **, 시흥 센트럴돔 그랑트리 캐슬 ****호 (은행동)","14923","제바","2025-12-31 17:46:16","U","2026-01-03 02:40:00","","182412.013839023","438208.757043569","","","","",
"97","의료기기판매(임대)업","01_02_03_P","3040000","PHMG120243040033047000084","2024-09-13","","03","폐업","03","폐업","2025-12-30","","","","","","","서울특별시 광진구 자양동 **-*","서울특별시 광진구 동일로**길 **, *층 (자양동)","05071","아을","2025-12-31 10:39:00","U","2026-01-03 02:40:00","","205652.390296022","448764.406841364","","","","",
"98","의료기기판매(임대)업","01_02_03_P","4620000","PHMG120244620040047000008","2024-09-02","","03","폐업","03","폐업","2025-12-31","","","","","","","충청남도 태안군 태안읍 남문리 ***-** 태안프라자","충청남도 태안군 태안읍 환동로 **, 태안프라자","32143","씨유태안프라자점","2026-01-01 11:25:32","U","2026-01-03 02:40:00","","136966.01223478","361666.651570547","","","3.3","",
"99","의료기기판매(임대)업","01_02_03_P","3990000","PHMG120243990309047000097","2023-07-11","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 남양주시 금곡동 ***-** 금곡종합상가","경기도 남양주시 경춘로 ****, 금곡종합상가 ***호-C***호 (금곡동)","12237","현익상사","2025-12-31 10:03:14","U","2026-01-03 02:40:00","","218737.593076975","459198.00118486","","","3.3","",
"100","의료기기판매(임대)업","01_02_03_P","3670000","PHMG120243670022047000098","2023-03-20","","03","폐업","03","폐업","2025-12-31","","","","","","","대전광역시 유성구 죽동 ***-* ***호","대전광역시 유성구 은구비로***번안길 **-*, ***호 (죽동)","34097","수프라미스","2025-12-31 17:13:19","U","2026-01-03 02:40:00","","229194.50950082","319962.328160058","","","","",
"101","의료기기판매(임대)업","01_02_03_P","3710000","PHMG120243710033047000016","2024-08-26","","03","폐업","03","폐업","2025-12-31","","","","","","","울산광역시 동구 전하동 ***","울산광역시 동구 방어진순환도로 ***, *층 ***호 (전하동)","44033","CU전하스위첸점","2025-12-31 11:11:07","U","2026-01-03 02:40:00","","","","","",".1","",
"102","의료기기판매(임대)업","01_02_03_P","3630000","PHMG120243630020047000072","2024-08-30","","03","폐업","03","폐업","2025-12-26","","","","","","","광주광역시 광산구 운남동 ***-*","광주광역시 광산구 임방울대로 ***-**, *층 ***-***호 (운남동)","62319","루피오","2025-12-31 21:45:59","U","2026-01-03 02:40:00","","183595.64971158","186228.410644562","","","","",
"103","의료기기판매(임대)업","01_02_03_P","3160000","PHMG120243160034047000082","2024-08-26","","03","폐업","03","폐업","2025-12-29","","","","","","","서울특별시 구로구 구로동 ***-* 삼성IT밸리","서울특별시 구로구 디지털로**길 **, 삼성IT밸리 ***호 (구로동)","08380","지에스(GS)25 구로삼성점","2025-12-31 09:25:02","U","2026-01-03 02:40:00","","190612.779366379","442662.421914354","","","","",
"104","의료기기판매(임대)업","01_02_03_P","3630000","PHMG120243630020047000100","2022-04-08","","03","폐업","03","폐업","2025-12-26","","","","","","","광주광역시 광산구 비아동 ***-*","광주광역시 광산구 비아로***번길 **, *층 (비아동)","62236","찬이네마켓","2025-12-31 21:42:43","U","2026-01-03 02:40:00","","183563.687168684","191668.561731808","","","","",
