"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","비상시설위치","시설구분명","시설명건물명","해제일자",
"66","민방위급수시설","11_46_01_P","3030000","3030000-E201900004","2019-03-25","","01","영업/정상","18","사용중","","","","","","61","","서울특별시 성동구 행당동 317번지 132호 혜원빌라","서울특별시 성동구 행당로11길 3-6 (행당동, 혜원빌라)","04714","혜원빌라","2026-01-05 14:52:21","U","2026-01-07 02:40:00","","202613.64646924","450652.101305384","서울특별시 성동구 행당동 317번지 132호 혜원빌라","공공용시설","혜원빌라","",
"67","민방위급수시설","11_46_01_P","4181000","4181000-E201300002","2013-05-16","","01","영업/정상","18","사용중","","","","","","150","","강원특별자치도 춘천시 동면 36번지","강원특별자치도 춘천시 동면 장학길 24 (강원고등학교)","24210","강원고등학교(식당 인근)","2026-01-05 14:35:04","U","2026-01-07 02:40:00","","266490.215589284","488429.28879245","강원특별자치도 춘천시 동면 36번지","공공용시설","강원고등학교(식당 인근)","",
"68","민방위급수시설","11_46_01_P","4181000","4181000-E200400004","2004-01-01","","01","영업/정상","18","사용중","","","","","","187","","강원특별자치도 춘천시 신북읍 473번지 2호","강원특별자치도 춘천시 신북읍 장본길 74 (오동초등학교)","24203","오동초등학교","2026-01-05 14:34:01","U","2026-01-07 02:40:00","","266563.974012095","494598.409614765","강원특별자치도 춘천시 신북읍 473번지 2호","공공용시설","오동초등학교","",
"69","민방위급수시설","11_46_01_P","4181000","4181000-E200800003","2008-11-12","","01","영업/정상","18","사용중","","","","","","130","","강원특별자치도 춘천시 후평동 529번지 12호","강원특별자치도 춘천시 한림대학길 1 (후평동)","24252","한림대학교(학생생활관)","2026-01-05 14:36:33","U","2026-01-07 02:40:00","","265085.354422916","487237.55300467","강원특별자치도 춘천시 후평동 529번지 12호","공공용시설","한림대학교(학생생활관)","",
"70","민방위급수시설","11_46_01_P","4181000","4181000-E200800002","2008-04-17","","01","영업/정상","18","사용중","","","","","","260","","강원특별자치도 춘천시 후평동 671번지","강원특별자치도 춘천시 한림대학길 1 (후평동)","24252","한림대학교(운동장)","2026-01-05 14:35:50","U","2026-01-07 02:40:00","","264951.924600417","487442.362080676","강원특별자치도 춘천시 후평동 671번지","공공용시설","한림대학교(운동장)","",
"71","민방위급수시설","11_46_01_P","3080000","3080000-E202300003","2023-12-29","","01","영업/정상","18","사용중","","","","","","80","","서울특별시 강북구 수유동 산 86-1 백련조기체조회","서울특별시 강북구 4.19로20길 5, 백련조기체조회 (수유동)","01012","백련 조기회 약수터 - 우이동","2026-01-05 18:48:30","U","2026-01-07 02:40:00","","200106.683985257","460094.910563951","서울특별시 강북구 수유동 산 86-1 백련조기체조회","공공용시설","백련 조기회 약수터 - 우이동","",
"72","민방위급수시설","11_46_01_P","3030000","3030000-E200100002","2001-01-01","","01","영업/정상","18","사용중","","","","","","50","","서울특별시 성동구 송정동 90번지 7호","서울특별시 성동구 동일로 265 (송정동, 건영아파트상가)","04800","건영대중사우나(지하)","2026-01-05 17:22:20","U","2026-01-07 02:40:00","","206209.280864162","450341.48856641","서울특별시 성동구 송정동 90번지 7호","공공용시설","건영대중사우나(지하)","",
"73","민방위급수시설","11_46_01_P","3030000","3030000-E200200001","2002-01-03","","01","영업/정상","18","사용중","","","","","","60","","서울특별시 성동구 행당동 192번지 8호","서울특별시 성동구 왕십리광장로 9 (행당동, 성동경찰서)","04750","성동경찰서 (공공시설)","2026-01-05 14:40:18","U","2026-01-07 02:40:00","","203137.649894879","451046.51453698","서울특별시 성동구 행당동 192번지 8호","공공용시설","성동경찰서 (공공시설)","",
"74","민방위급수시설","11_46_01_P","3030000","3030000-E201000003","2010-12-27","","01","영업/정상","18","사용중","","","","","","100","","서울특별시 성동구 마장동 817번지","서울특별시 성동구 마장로 271 (마장동, 삼성아파트)","04755","삼성아파트","2026-01-05 14:34:38","U","2026-01-07 02:40:00","","203475.537204123","451542.747433692","서울특별시 성동구 마장동 817번지","공공용시설","삼성아파트","",
"75","민방위급수시설","11_46_01_P","3030000","3030000-E200100001","2001-01-27","","01","영업/정상","18","사용중","","","","","","100","","서울특별시 성동구 응봉동 269번지 7호","서울특별시 성동구 독서당로62가길 66 (응봉동)","04742","응봉산공원","2026-01-05 16:42:59","U","2026-01-07 02:40:00","","202731.910512812","449575.366580269","서울특별시 성동구 응봉동 269번지 7호","정부지원시설","응봉산공원","",
"76","민방위급수시설","11_46_01_P","3030000","3030000-E199700007","1997-01-03","","01","영업/정상","18","사용중","","","","","","250","","서울특별시 성동구 옥수동 233번지 16호","서울특별시 성동구 한림말길 43 (옥수동, 옥정초등학교)","04735","옥정초등학교","2026-01-05 16:49:24","U","2026-01-07 02:40:00","","201304.840917214","448824.24629103","서울특별시 성동구 옥수동 233번지 16호","정부지원시설","옥정초등학교","",
"77","민방위급수시설","11_46_01_P","3030000","3030000-E201200013","2012-02-28","","01","영업/정상","18","사용중","","","","","","50","","서울특별시 성동구 금호동4가 548번지 1호","서울특별시 성동구 독서당로 302 (금호동4가)","04737","대도빌딩","2026-01-05 16:22:26","U","2026-01-07 02:40:00","","201924.287403479","449505.43323776","서울특별시 성동구 금호동4가 548번지 1호","공공용시설","대도빌딩","",
"78","민방위급수시설","11_46_01_P","3030000","3030000-E199100002","1991-03-07","","01","영업/정상","18","사용중","","","","","","100","","서울특별시 성동구 마장동 441번지 12호","서울특별시 성동구 청계천로10길 7 (마장동, 미림헬스)","04704","미림헬스","2026-01-05 14:22:08","U","2026-01-07 02:40:00","","202855.738898154","451903.982596003","서울특별시 성동구 마장동 441번지 12호","공공용시설","미림헬스","",
"79","민방위급수시설","11_46_01_P","3030000","3030000-E198800003","1988-03-05","","01","영업/정상","18","사용중","","","","","","79","","서울특별시 성동구 마장동 517번지","서울특별시 성동구 고산자로 300 (마장동, 동방빌딩)","04749","동방빌딩","2026-01-05 13:33:22","U","2026-01-07 02:40:00","","203209.457162273","451553.461590274","서울특별시 성동구 마장동 517번지","공공용시설","동방빌딩","",
"80","민방위급수시설","11_46_01_P","3060000","3060000-E201300006","2013-03-11","","01","영업/정상","18","사용중","","","","","","79","","서울특별시 중랑구 신내동 502번지 5호","서울특별시 중랑구 봉화산로56길 153 (신내동, 대명프라자)","02071","호계사우나","2026-01-05 15:26:28","U","2026-01-07 02:40:00","","208481.612667873","455496.980508789","서울특별시 중랑구 신내동 502번지 5호","공공용시설","호계사우나","",
"81","민방위급수시설","11_46_01_P","3030000","3030000-E201200008","2012-02-17","2026-01-05","04","취소/말소/만료/정지/중지","19","사용중지","2026-01-05","","","","","70","","서울특별시 성동구 성수동2가 269번지 20호","서울특별시 성동구 뚝섬로13길 32-24 (성수동2가)","04785","광훈실업","2026-01-05 11:02:29","U","2026-01-07 02:40:00","","205103.352929015","448759.035203931","서울특별시 성동구 성수동2가 269번지 20호","공공용시설","광훈실업","20260105",
"82","민방위급수시설","11_46_01_P","3030000","3030000-E201800002","2018-06-22","","01","영업/정상","18","사용중","","","","","","70","","서울특별시 성동구 성수동2가 289번지 321호","서울특별시 성동구 성수이로 117 (성수동2가)","04794","(주)대한진공","2026-01-05 17:27:05","U","2026-01-07 02:40:00","","204980.62859022","449254.852501866","서울특별시 성동구 성수동2가 289번지 321호","공공용시설","(주)대한진공","",
"83","민방위급수시설","11_46_01_P","3030000","3030000-E200000004","2000-01-01","","01","영업/정상","18","사용중","","","","","","30","","서울특별시 성동구 옥수동 556번지 1호","서울특별시 성동구 동호로5길 131-0 (옥수동)","","매봉산공원","2026-01-05 16:40:54","U","2026-01-07 02:40:00","","200841.702109732","449400.03628166","서울특별시 성동구 옥수동 556번지 1호","지자체시설","매봉산공원","",
"84","민방위급수시설","11_46_01_P","3740000","3750000-E202100005","2021-07-21","","01","영업/정상","18","사용중","","","","","","60","","경기도 수원시 장안구 파장동 310 정혜사","경기도 수원시 장안구 수일로49번길 18, 정혜사 (파장동)","16205","대한불교 조계종 정혜사","2026-01-05 10:23:11","U","2026-01-07 02:40:00","","199622.428337745","423405.215202858","경기도 수원시 장안구 파장동 310 정혜사","공공용시설","대한불교 조계종 정혜사","",
"85","민방위급수시설","11_46_01_P","3030000","3030000-E202500002","2025-10-22","","01","영업/정상","18","사용중","","","","","","65","","서울특별시 성동구 송정동 73-12","서울특별시 성동구 가람길 199 (송정동)","04809","(주)도성개발","2026-01-05 16:57:46","U","2026-01-07 02:40:00","","205717.375030479","450175.77979108","서울특별시 성동구 송정동 73-12","공공용시설","(주)도성개발","",
"86","민방위급수시설","11_46_01_P","3030000","3030000-E202500003","2025-10-22","","01","영업/정상","18","사용중","","","","","","65","","서울특별시 성동구 송정동 73-37","서울특별시 성동구 가람길 173 (송정동)","04809","(주)대아이디아이","2026-01-05 17:13:29","U","2026-01-07 02:40:00","","205486.300862045","449853.073688806","서울특별시 성동구 송정동 73-37","공공용시설","(주)대아이디아이","",
"87","민방위급수시설","11_46_01_P","3060000","3060000-E198400004","1984-01-11","","01","영업/정상","18","사용중","","","","","","84","","서울특별시 중랑구 상봉동 92번지 5호","서울특별시 중랑구 망우로 332 (상봉동)","02149","관순빌딩","2026-01-05 15:20:35","U","2026-01-07 02:40:00","","207813.470701116","454974.963196765","서울특별시 중랑구 상봉동 92번지 5호","공공용시설","관순빌딩","",
"88","민방위급수시설","11_46_01_P","3030000","3030000-E202500001","2025-09-19","","01","영업/정상","18","사용중","","","","","","60","","서울특별시 성동구 송정동 73-1112 후생관","서울특별시 성동구 가람길 113, 후생관 (송정동)","04806","성동구청 청소행정과","2026-01-05 17:18:14","U","2026-01-07 02:40:00","","204918.617798319","450237.460513864","서울특별시 성동구 송정동 73-1112 후생관","공공용시설","성동구청 청소행정과","",
"89","민방위급수시설","11_46_01_P","3720000","3720000-E200000003","2017-01-23","","01","영업/정상","18","사용중","","","","","","99","","울산광역시 북구 연암동 1388번지","울산광역시 북구 모듈화산업로 236-1 (연암동)","44246","모듈화 단지 내 민방위 비상급수시설","2026-01-05 10:44:33","U","2026-01-07 02:40:00","","415299.291899514","233992.519514968","울산광역시 북구 연암동 1388번지","정부지원시설","모듈화 단지 내 민방위 비상급수시설","",
"90","민방위급수시설","11_46_01_P","3550000","3550000-E201000005","2010-01-20","2026-01-05","04","취소/말소/만료/정지/중지","19","사용중지","2026-01-05","","","","","32","","인천광역시 계양구 작전동 217번지","인천광역시 계양구 봉오대로 719 (작전동)","21085","박상규","2026-01-05 17:33:35","U","2026-01-07 02:40:00","","175962.114847984","447660.612447692","인천광역시 계양구 작전동 217번지","공공용시설","박상규","20260105",
