"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","제조구분명","사업장부지용도구분명",
"318","고압가스업","09_28_05_P","3530000","2004353004902200006","2004-07-02","","01","영업/정상","01","영업중","","","","","","","","인천광역시 남동구 구월동 1465-1","인천광역시 남동구 인하로 485 (구월동)","","(주)이랜드리테일","2026-01-12 09:10:54","U","2026-01-14 02:40:00","제조","173453.862536914","438088.307604717","냉동","상업용",
"319","고압가스업","09_28_05_P","5710000","2026573502402100001","2026-01-06","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 청원구 오창읍 후기리 155-2","충청북도 청주시 청원구 오창읍 후기길 62","28105","㈜솔머티리얼즈","2026-01-12 09:27:11","U","2026-01-14 02:40:00","저장소","234696.387113631","359339.127097023","","공업용",
"320","고압가스업","09_28_05_P","3910000","2024391025102100004","2024-04-18","","02","휴업","02","휴업","","2026-01-12","2027-01-11","","","6612","","경기도 평택시 청북읍 어연리 893-4","경기도 평택시 청북읍 청북산단로 61","17792","아덴텍코리아(주)","2026-01-12 16:05:13","U","2026-01-14 02:40:00","제조","197820.833421572","394536.250539701","냉동","공업용",
"321","고압가스업","09_28_05_P","4080000","2010408014102200003","2010-04-16","","01","영업/정상","01","영업중","","","","","","","","경기도 안성시 원곡면 반제리 556-2 (주)비앰씨","경기도 안성시 원곡면 섬바위길 12 (주)비앰씨","17557","(주)비엠씨","2026-01-12 15:46:19","U","2026-01-14 02:40:00","제조","213617.471591886","390015.309023425","냉동","공업용",
"322","고압가스업","09_28_05_P","4241000","2025424108702100005","2025-12-24","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 삼척시 근덕면 광태리 93","","","액화수소 신뢰성평가센터(He)_강원테크노파크","2026-01-12 10:59:40","U","2026-01-14 02:40:00","제조","397848.347763724","430265.396309226","일반","",
"323","고압가스업","09_28_05_P","4721000","2002472007202100003","2002-11-04","","02","휴업","02","휴업","","2025-01-24","2026-01-24","","","","","전북특별자치도 완주군 봉동읍 용암리 844 KCC전주제3공장","전북특별자치도 완주군 봉동읍 과학로 801, KCC전주제3공장","55321","(주)케이씨씨실리콘 전주공장","2026-01-12 17:31:17","U","2026-01-14 02:40:00","제조","210955.69104907","271129.96067949","일반","공업용",
"324","고압가스업","09_28_05_P","3340000","2002334001702100009","2002-12-23","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 759-8","부산광역시 사하구 감천항로 7 (감천동)","","한국남부발전(주)","2026-01-12 15:30:11","U","2026-01-14 02:40:00","저장소","382225.623128624","178265.526173075","일반","공업용",
"325","고압가스업","09_28_05_P","5530000","2025553060902100010","2025-08-01","","01","영업/정상","01","영업중","","","","","","","","경기도 화성시 향남읍 상신리 906-10 대웅제약","","","(주)대웅제약 (2025-5, C동)","2026-01-12 15:43:52","U","2026-01-14 02:40:00","제조","191505.653417174","398507.298199296","냉동","",
"326","고압가스업","09_28_05_P","5710000","2017573000502100002","2017-02-24","","03","폐업","03","폐업","2025-12-31","","","","","","","충청북도 청주시 흥덕구 송정동 27-4","충청북도 청주시 흥덕구 직지대로516번길 39 (송정동)","","동아오츠카(주)","2026-01-12 09:41:28","U","2026-01-14 02:40:00","제조","240320.821811921","349105.514000218","냉동","공업용",
"327","고압가스업","09_28_05_P","3990000","2014399023402100002","2014-06-18","","01","영업/정상","01","영업중","","","","","","","","경기도 남양주시 다산동 4311-1 (주)빙그레","경기도 남양주시 미금로 57 (주)빙그레 (다산동)","12253","(주)빙그레 제2공장","2026-01-12 13:04:19","U","2026-01-14 02:40:00","제조","213254.115150376","456364.399392414","냉동","",
"328","고압가스업","09_28_05_P","4671000","2020467023802100005","2020-10-16","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 군산시 오식도동 515","전북특별자치도 군산시 산단남북로 191 (오식도동)","54001","한국조선해양기자재연구원","2026-01-12 22:59:11","U","2026-01-14 02:40:00","저장소","160102.972423825","273715.597332862","","",
"329","고압가스업","09_28_05_P","5710000","2022573002302200014","2022-08-16","","03","폐업","03","폐업","2026-01-12","","","","","","","충청북도 청주시 흥덕구 오송읍 만수리 480","충청북도 청주시 흥덕구 오송읍 오송생명5로 5","28158","㈜에이프로젠 바이오로직스-2호기","2026-01-12 15:32:09","U","2026-01-14 02:40:00","제조","230113.996450741","349310.451170496","냉동","공업용",
"330","고압가스업","09_28_05_P","5710000","2022573002302200015","2022-08-16","","03","폐업","03","폐업","2026-01-12","","","","","","","충청북도 청주시 흥덕구 오송읍 만수리 480","","","㈜에이프로젠 바이오로직스-1호기","2026-01-12 15:33:31","U","2026-01-14 02:40:00","제조","230113.996450741","349310.451170496","냉동","공업용",
"331","고압가스업","09_28_05_P","4070000","2014407008802100005","2014-05-12","","01","영업/정상","01","영업중","","","","","","","","경기도 이천시 창전동 152-5","경기도 이천시 영창로 165 (창전동)","","(주)이랜드리테일","2026-01-12 09:47:24","U","2026-01-14 02:40:00","제조","239066.829966423","420094.84719581","냉동","",
"332","고압가스업","09_28_05_P","3910000","2008391018102100010","2008-07-21","","01","영업/정상","01","영업중","","","","","","40214.9","","경기도 평택시 팽성읍 추팔리 399 2공장 파렛트 냉동기계실 1층/2층","경기도 평택시 팽성읍 추팔산단1길 157, 2공장 파렛트냉동기계실 1층/2층","17998","에스피엘(주)","2026-01-12 08:59:41","U","2026-01-14 02:40:00","제조","206711.085897129","383491.474001352","냉동","공업용",
"333","고압가스업","09_28_05_P","5710000","2017573000502200001","2017-03-06","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 송정동 27-4","충청북도 청주시 흥덕구 직지대로516번길 39 (송정동)","28578","동아오츠카(주)","2026-01-12 11:07:46","U","2026-01-14 02:40:00","제조","240320.821811921","349105.514000218","냉동","공업용",
"334","고압가스업","09_28_05_P","5710000","2022573002302100005","2022-04-27","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 외북동 122-13 SK하이닉스청주사업장M15공장","충청북도 청주시 흥덕구 에스케이로 120, SK하이닉스청주사업장M15공장 (외북동)","28356","에스케이하이닉스㈜ 4캠퍼스 Ph2 PGS","2026-01-12 13:12:18","U","2026-01-14 02:40:00","저장소","","","","",
"335","고압가스업","09_28_05_P","4671000","2008467017702100010","2009-06-08","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 군산시 소룡동 1588-4","전북특별자치도 군산시 동장산로 185 (소룡동)","","에이치디건설기계(주)","2026-01-13 21:36:37","I","2026-01-15 00:20:35","저장소","162049.256090812","274237.884955552","","공업용",
"336","고압가스업","09_28_05_P","4671000","2018467021302100005","2018-06-15","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 군산시 소룡동 1588-4 두산인프라코어","전북특별자치도 군산시 동장산로 185, 두산인프라코어 (소룡동)","54006","에이치디건설기계","2026-01-13 21:35:51","I","2026-01-15 00:20:35","제조","162049.256090812","274237.884955552","냉동","",
"337","고압가스업","09_28_05_P","4470000","2026447014502200001","2026-01-13","","01","영업/정상","01","영업중","","","","","","","","충청북도 음성군 대소면 대풍리 36","충청북도 음성군 대소면 대풍산단로 58","27670","조광페인트(주)","2026-01-13 11:28:46","I","2026-01-15 00:20:35","제조","241345.708067606","385847.71025352","냉동","",
"338","고압가스업","09_28_05_P","4181000","2026418109302200001","2026-01-13","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 춘천시 동내면 거두리 1150","강원특별자치도 춘천시 동내면 거두단지2길 14","24398","(주)휴온스엔","2026-01-13 09:14:18","I","2026-01-15 00:20:35","제조","268496.742442449","484983.738642153","냉동","",
"339","고압가스업","09_28_05_P","3460000","2004346006502200002","2010-09-08","","01","영업/정상","01","영업중","","","","","","","","대구광역시 수성구 범물동 1273","대구광역시 수성구 지범로 191 (범물동)","","동아백화점수성점","2026-01-13 09:34:00","U","2026-01-15 02:40:00","제조","348194.499420792","259144.519321173","냉동","상업용",
"340","고압가스업","09_28_05_P","3710000","2017371010602100002","2017-04-19","","01","영업/정상","01","영업중","","","","","","","","울산광역시 동구 일산동 1-64 현대건설기계","울산광역시 동구 고늘로 77, 현대건설기계 (일산동)","44032","에이치디건설기계(주)","2026-01-13 13:02:42","U","2026-01-15 02:40:00","저장소","421230.000170897","225341.791224036","","공업용",
"341","고압가스업","09_28_05_P","4520000","2018452030102100003","2018-03-19","","02","휴업","02","휴업","","2025-12-19","2026-12-18","","","","","충청남도 아산시 둔포면 석곡리 2042","","","(주)발맥스기술","2026-01-13 16:55:02","U","2026-01-15 02:40:00","저장소","205638.454112969","378254.675658162","","",
"342","고압가스업","09_28_05_P","3180000","2005318007602100002","2005-07-08","","01","영업/정상","01","영업중","","2019-01-08","2020-01-07","","","","","서울특별시 영등포구 당산동3가 393-2","서울특별시 영등포구 당산로 141 (당산동3가)","","현대해상화재보험(주) 강서지역단","2026-01-13 17:38:15","U","2026-01-15 02:40:00","제조","190781.619596162","447254.543042119","냉동","업무용",
"343","고압가스업","09_28_05_P","5020000","2023502045802200009","2023-08-11","","03","폐업","03","폐업","2024-04-04","","","","","","","경상북도 포항시 남구 호미곶면 대보리 993-2","경상북도 포항시 남구 호미곶면 해맞이로 49","37928","호미곶스쿠버","2026-01-13 17:46:17","U","2026-01-15 02:40:00","제조","431295.187938558","288401.504210049","충전","",
"344","고압가스업","09_28_05_P","4490000","2023566002902100010","2023-06-15","","01","영업/정상","01","영업중","","","","","","","","충청남도 천안시 서북구 성성동 508","충청남도 천안시 서북구 번영로 467 (성성동)","31086","삼성에스디아이(주)","2026-01-13 12:59:58","U","2026-01-15 02:40:00","제조","210317.989512109","371442.350718251","냉동","",
"345","고압가스업","09_28_05_P","5130000","2000513001702110018","1994-04-08","","01","영업/정상","01","영업중","","","","","","","","경상북도 경산시 하양읍 동서리 620-5","경상북도 경산시 하양읍 금송로 82","","동성종합가스","2026-01-13 13:16:10","U","2026-01-15 02:40:00","판매","364262.853718316","270310.309403528","일반","연립",
"346","고압가스업","09_28_05_P","3670000","2019367014502100015","2019-08-27","","01","영업/정상","01","영업중","","","","2023-04-19","","","","대전광역시 유성구 장동 24-1 롯데케미칼주식회사","대전광역시 유성구 가정북로 115, 롯데케미칼주식회사 (장동)","34110","롯데케미칼 주식회사","2026-01-13 16:52:48","U","2026-01-15 02:40:00","제조","232018.537038226","321253.834950336","일반","",
"347","고압가스업","09_28_05_P","5050000","2019505035202100003","2019-07-05","","01","영업/정상","01","영업중","","","","","","","","경상북도 경주시 건천읍 용명리 2558","경상북도 경주시 건천읍 용명공단길 173-154","38054","(주)이스트밸리티엔씨","2026-01-13 10:58:33","U","2026-01-15 02:40:00","저장소","390430.937231062","265746.471494566","","",
"348","고압가스업","09_28_05_P","3930000","1995393009202200001","1995-06-26","","03","폐업","03","폐업","2026-01-13","","","","","","","경기도 안산시 단원구 신길동 1062","경기도 안산시 단원구 신원로 36 (신길동)","","장천(주)","2026-01-13 13:36:00","U","2026-01-15 02:40:00","제조","177944.631944134","424489.242185415","냉동","주상나지",
"349","고압가스업","09_28_05_P","3180000","2016318019002100007","2016-06-17","","01","영업/정상","01","영업중","","","","","","","","서울특별시 영등포구 여의도동 23-9 KB금융타워","서울특별시 영등포구 국제금융로2길 28 (여의도동)","07325","코람코일반사모부동산투자신탁제125호","2026-01-13 17:20:43","U","2026-01-15 02:40:00","제조","193258.909940923","446869.352857573","냉동","",
"350","고압가스업","09_28_05_P","3390000","2001339009102100013","2001-07-28","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 731-8","부산광역시 사상구 장인로78번길 13 (학장동)","47026","제이비코리아","2026-01-13 11:33:12","U","2026-01-15 02:40:00","판매","380144.773597685","184238.066787122","","",
"351","고압가스업","09_28_05_P","4070000","2023407023502100005","2023-06-05","","01","영업/정상","01","영업중","","","","","","","","경기도 이천시 부발읍 무촌리 28","경기도 이천시 부발읍 중부대로1707번길 13","17323","하이트진로(주)이천공장","2026-01-13 15:10:27","U","2026-01-15 02:40:00","제조","243803.311670394","421237.757100797","냉동","",
"352","고압가스업","09_28_05_P","5350000","2006535013402100001","2006-03-13","","01","영업/정상","01","영업중","","","","","","","","경상남도 김해시 한림면 신천리 433-4","경상남도 김해시 한림면 김해대로1538번길 65","","(주)용진테크","2026-01-13 15:55:05","U","2026-01-15 02:40:00","판매","367231.729878748","198382.229933773","일반","기타",
"353","고압가스업","09_28_05_P","3930000","1992393009202100044","1992-07-02","","03","폐업","03","폐업","2026-01-13","","","","","","","경기도 안산시 단원구 성곡동 635-6","경기도 안산시 단원구 신원로 73 (성곡동)","","중일(주)","2026-01-13 14:46:15","U","2026-01-15 02:40:00","저장소","177964.932472375","424137.751734056","일반","주상나지",
"354","고압가스업","09_28_05_P","5220000","2026522011802100001","2026-01-12","","01","영업/정상","01","영업중","","","","","","","","경상북도 칠곡군 왜관읍 금산리 1001-6","경상북도 칠곡군 왜관읍 공단로1길 156-1","39909","(주)서강정밀","2026-01-13 11:06:16","U","2026-01-15 02:40:00","저장소","328524.711516192","275714.079131008","","",
"355","고압가스업","09_28_05_P","4810000","2000481001902120301","2010-12-18","","01","영업/정상","01","영업중","","","","","","","","전라남도 여수시 화치동 70-1 LG화학(주)","전라남도 여수시 여수산단2로 55, LG화학(주) (화치동)","59611","(주)LG화학 여수공장","2026-01-13 19:56:31","U","2026-01-15 02:40:00","제조","259909.290951513","145097.004150682","특정","주상나지",
"356","고압가스업","09_28_05_P","4810000","2021481036302200002","2021-12-01","","01","영업/정상","01","영업중","","","","","","","","전라남도 여수시 수정동 776","전라남도 여수시 오동도로 61-7 (수정동)","59744","여수시청소년해양교육원","2026-01-13 20:10:36","U","2026-01-15 02:40:00","제조","268570.936687907","138745.725751024","충전","",
"357","고압가스업","09_28_05_P","3730000","2025373018602100011","2025-12-08","","01","영업/정상","01","영업중","","","","","","","","울산광역시 울주군 청량읍 상남리 1095-3","울산광역시 울주군 청량읍 온산로 445-14","44990","효성 울산덕하 액화수소충전소","2026-01-13 14:40:00","U","2026-01-15 02:40:00","제조","409964.104129526","221260.609529371","충전","",
"358","고압가스업","09_28_05_P","4500000","2025450036502200001","2025-10-10","","01","영업/정상","01","영업중","","","","","","","","충청남도 공주시 의당면 청룡리 89-6","충청남도 공주시 의당면 차령로 2073-2","32517","주식회사 에어가드","2026-01-13 14:57:47","U","2026-01-15 02:40:00","제조","","","충전","",
"359","고압가스업","09_28_05_P","4681000","2000468002002100131","1987-02-18","","03","폐업","03","폐업","2026-01-13","","","","","","","전북특별자치도 익산시 금마면 동고도리 3-90","전북특별자치도 익산시 금마면 호남로 1018","","농업회사법인(주)화산","2026-01-13 16:12:56","U","2026-01-15 02:40:00","제조","206173.979459041","277317.046463624","냉동","임야",
"360","고압가스업","09_28_05_P","4671000","1997467011202100036","1997-10-29","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 군산시 소룡동 1588-4 두산인프라코어","전북특별자치도 군산시 동장산로 185, 두산인프라코어 (소룡동)","54006","에이치디건설기계(주)","2026-01-13 21:38:05","U","2026-01-15 02:40:00","제조","162049.256090812","274237.884955552","냉동","주.상복합용",
"361","고압가스업","09_28_05_P","5670000","1997532001402100019","2008-05-20","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 진해구 명동 575-7","경상남도 창원시 진해구 명제로 184 (명동)","","(주)메디콕스 오션","2026-01-13 09:03:13","U","2026-01-15 02:40:00","저장소","356404.260163215","179207.933180867","일반","주거용",
"362","고압가스업","09_28_05_P","5710000","2008441006702200005","2009-05-25","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 청원구 오창읍 양청리 653-1","충청북도 청주시 청원구 오창읍 양청3길 33","","한국석유관리원 미래기술연구소","2026-01-13 15:04:30","U","2026-01-15 02:40:00","제조","238119.989045288","358476.156337965","냉동","",
"363","고압가스업","09_28_05_P","4070000","2025407026402200002","2025-07-07","","01","영업/정상","01","영업중","","","","","","","","경기도 이천시 부발읍 무촌리 28","경기도 이천시 부발읍 중부대로1707번길 13","17323","하이트진로(주) 이천공장","2026-01-13 14:54:42","U","2026-01-15 02:40:00","제조","243803.311670394","421237.757100797","냉동","",
"364","고압가스업","09_28_05_P","4791000","2011479007902100001","2011-07-15","","02","휴업","02","휴업","","2026-01-13","2027-01-12","","","72376","","전북특별자치도 부안군 하서면 백련리 1241 재료연구소 풍력시험센터","전북특별자치도 부안군 하서면 신재생에너지로 50, 한국재료연구원 풍력시험센터","56332","한국재료연구원","2026-01-13 09:19:09","U","2026-01-15 02:40:00","제조","163545.653600702","245860.106140287","냉동","공업용",
"365","고압가스업","09_28_05_P","3910000","2025391003502100008","2025-03-24","","01","영업/정상","01","영업중","","","","","","","","경기도 평택시 진위면 가곡리 760 LG전자 평택칠러공장","경기도 평택시 진위면 동부대로 120, LG전자 평택칠러공장","17712","엘지전자(주)평택칠러공장","2026-01-13 13:56:33","U","2026-01-15 02:40:00","저장소","207277.517824232","401652.026563643","","",
"366","고압가스업","09_28_05_P","6520000","2025652017802200002","2025-03-19","","01","영업/정상","01","영업중","","","","","","","","제주특별자치도 서귀포시 색달동 2101","제주특별자치도 서귀포시 중문관광로72번길 60 (색달동)","63535","㈜조선호텔앤리조트 그랜드조선 제주","2026-01-13 14:51:04","U","2026-01-15 02:40:00","제조","144475.137879162","-27188.4666968172","냉동","",
"367","고압가스업","09_28_05_P","5600000","2018560013402100006","2018-06-11","","01","영업/정상","01","영업중","","","","","","","","경기도 포천시 소흘읍 초가팔리 143-2","경기도 포천시 소흘읍 부흥로 323","11182","(주)대림 포천지점","2026-01-13 13:38:21","U","2026-01-15 02:40:00","판매","213266.317546679","478582.529741825","","기타",
"368","고압가스업","09_28_05_P","4070000","2017407008802100004","2017-06-26","","01","영업/정상","01","영업중","","","","","","","","경기도 이천시 부발읍 무촌리 25","경기도 이천시 부발읍 중부대로1707번길 13","","하이트진로(주)이천공장","2026-01-13 15:08:02","U","2026-01-15 02:40:00","제조","243603.861401451","421400.024521959","냉동","",
"369","고압가스업","09_28_05_P","3720000","1990372003902100004","2011-02-18","","01","영업/정상","01","영업중","","","","2021-08-18","","","","울산광역시 북구 양정동 700 현대자동차","울산광역시 북구 염포로 700, 현대자동차 (양정동)","44259","현대자동차(주)","2026-01-13 11:28:56","U","2026-01-15 02:40:00","제조","416245.716345083","229100.078128485","냉동","공업용",
"370","고압가스업","09_28_05_P","5350000","2021535030102100001","2021-01-27","","01","영업/정상","01","영업중","","","","","","","","경상남도 김해시 한림면 안하리 329-3","경상남도 김해시 한림면 안하로116번길 58-20","","(주)흙손","2026-01-13 18:02:15","U","2026-01-15 02:40:00","저장소","366270.66685908","202582.678503174","","공업용",
"371","고압가스업","09_28_05_P","4731000","2007473005202100002","2010-07-16","","02","휴업","02","휴업","","2024-11-11","2026-11-10","","","","","전북특별자치도 진안군 진안읍 연장리 1788","전북특별자치도 진안군 진안읍 대연장길 4","55440","대상(주)진안APC","2026-01-13 11:21:39","U","2026-01-15 02:40:00","제조","234476.127282692","252539.227845539","냉동","공업용",
"372","고압가스업","09_28_05_P","5710000","2015573500502200003","2009-03-30","","03","폐업","03","폐업","2025-07-24","","","","","","","충청북도 청주시 청원구 오창읍 양청리 807-1","충청북도 청주시 청원구 오창읍 연구단지로 219","28119","㈜유한양행","2026-01-14 10:38:50","I","2026-01-16 00:20:02","제조","238890.346685334","357011.193306315","냉동","공업용",
"373","고압가스업","09_28_05_P","4080000","2026408026202100001","2026-01-14","","01","영업/정상","01","영업중","","","","","","","","경기도 안성시 서운면 양촌리 266-3","경기도 안성시 서운면 서운로 488","17607","현대자동차(주)","2026-01-14 14:49:41","I","2026-01-16 00:20:02","제조","223254.868017789","383754.316775379","냉동","",
"374","고압가스업","09_28_05_P","3220000","2026322017602100001","2026-01-14","","01","영업/정상","01","영업중","","","","","","","","서울특별시 강남구 대치동 945-1 홍우빌딩","서울특별시 강남구 테헤란로 522, 홍우빌딩 (대치동)","06181","홍우빌딩","2026-01-14 17:41:30","I","2026-01-16 00:20:02","제조","205355.06","445075.985","냉동","기타",
"375","고압가스업","09_28_05_P","3740000","2004374001102200007","2004-12-03","","01","영업/정상","01","영업중","","","","","","","","경기도 수원시 팔달구 인계동 1114-1","경기도 수원시 팔달구 인계로 154 (인계동)","","뉴코아동수원아울렛","2026-01-14 08:09:33","U","2026-01-16 02:40:00","제조","202973.410322233","418262.114463247","냉동","상업용",
"376","고압가스업","09_28_05_P","5060000","2023506030702100002","2023-08-18","","01","영업/정상","01","영업중","","","","","","","","경상북도 김천시 응명동 1013-1 한국지알 유한회사","경상북도 김천시 공단3길 156, 한국지알 유한회사 (응명동)","39537","한국지알 유한회사","2026-01-14 10:48:42","U","2026-01-16 02:40:00","제조","300724.498265965","295366.437818858","냉동","",
"377","고압가스업","09_28_05_P","5710000","1980438000402100002","2012-05-04","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 송정동 27-4","충청북도 청주시 흥덕구 직지대로516번길 39 (송정동)","","동아오츠카(주)","2026-01-14 16:23:24","U","2026-01-16 02:40:00","저장소","240320.821811921","349105.514000218","","",
"378","고압가스업","09_28_05_P","3930000","2008393021202200007","2009-10-07","","02","휴업","02","휴업","","2025-12-22","9999-12-31","","","","","경기도 안산시 단원구 성곡동 637-1","경기도 안산시 단원구 강촌로 90 (성곡동)","","전영화전(주)","2026-01-14 08:19:59","U","2026-01-16 02:40:00","제조","178544.499953213","423935.874893622","냉동","",
"379","고압가스업","09_28_05_P","4450000","2019445009802100010","2019-08-21","","01","영업/정상","01","영업중","","","","","","","","충청북도 진천군 이월면 노원리 2149 마이크로웍스솔루션즈 주식회사","충청북도 진천군 이월면 고등1길 27, 마이크로웍스솔루션즈 주식회사","27818","마이크로웍스솔루션즈 주식회사","2026-01-14 14:17:09","U","2026-01-16 02:40:00","제조","237559.484557168","379463.071034343","냉동","",
"380","고압가스업","09_28_05_P","5350000","2012535019602100002","2012-01-20","","01","영업/정상","01","영업중","","","","","","","","경상남도 김해시 부곡동 254-16","경상남도 김해시 장유로115번길 49-8 (부곡동)","50971","우리공업(주)","2026-01-14 11:00:33","U","2026-01-16 02:40:00","저장소","364135.075079886","192183.200140879","","",
"381","고압가스업","09_28_05_P","4470000","2020447010202200001","2020-01-20","","01","영업/정상","01","영업중","","","","","","","","충청북도 음성군 대소면 대풍리 259","충청북도 음성군 대소면 대소산단로 20","27671","씨제이푸드빌(주)","2026-01-14 10:48:32","U","2026-01-16 02:40:00","제조","240850.67021204","386966.848411011","냉동","공업용",
"382","고압가스업","09_28_05_P","3930000","2024393045902100002","2024-04-22","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 원시동 822 롯데알미늄(주)","경기도 안산시 단원구 해안로 201 (원시동)","15611","롯데패키징솔루션즈(주) 안산공장","2026-01-14 11:09:36","U","2026-01-16 02:40:00","제조","180367.539315158","421839.111412223","냉동","공업용",
"383","고압가스업","09_28_05_P","3070000","2025307028702200001","2025-12-09","","01","영업/정상","01","영업중","","","","","","","","서울특별시 성북구 길음동 1285-8","","","에스티산업(주)","2026-01-14 16:28:15","U","2026-01-16 02:40:00","제조","201667.892689208","456281.62288863","냉동","",
"384","고압가스업","09_28_05_P","4470000","1999447003902200065","2006-10-18","","02","휴업","02","휴업","","2025-10-01","2026-09-30","","","","","충청북도 음성군 대소면 대풍리 259","충청북도 음성군 대소면 대소산단로 20","","씨제이푸드빌(주)","2026-01-14 13:20:29","U","2026-01-16 02:40:00","제조","240850.67021204","386966.848411011","냉동","공업용",
"385","고압가스업","09_28_05_P","5400000","2025540011802100004","2025-08-27","","01","영업/정상","01","영업중","","","","","","","","경상남도 함안군 칠서면 대치리 280-3 삼성중공업(주)","경상남도 함안군 칠서면 공단서2길 89, 삼성중공업(주)","52001","삼성중공업(주) 칠서공장","2026-01-14 13:36:22","U","2026-01-16 02:40:00","저장소","333853.030562286","208613.386414123","","",
"386","고압가스업","09_28_05_P","4050000","2001405008302197042","2010-12-30","","01","영업/정상","01","영업중","","","","","","","","경기도 용인시 기흥구 농서동 산 24 삼성전자(주)기흥캠퍼스","경기도 용인시 기흥구 삼성로 1, 삼성전자(주)기흥캠퍼스 (농서동)","17113","삼성전자(주)기흥사업장()","2026-01-14 15:50:06","U","2026-01-16 02:40:00","저장소","207061.022316272","414254.719707352","일반","",
"387","고압가스업","09_28_05_P","5670000","2025567056802100012","2025-07-08","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 성산구 귀곡동 555","경상남도 창원시 성산구 두산볼보로 22, 318동 2층 (귀곡동)","51711","하이창원퓨엘셀(주)","2026-01-14 15:20:56","U","2026-01-16 02:40:00","저장소","346439.554644013","187974.54164321","","",
"388","고압가스업","09_28_05_P","3470000","2015347012402100001","2015-08-18","","01","영업/정상","01","영업중","","","","","","","","대구광역시 달서구 월암동 1110","대구광역시 달서구 성서4차첨단로 136 (월암동)","42724","(주)엘앤에프","2026-01-14 11:46:26","U","2026-01-16 02:40:00","저장소","336876.982504492","259480.598158311","","",
"389","고압가스업","09_28_05_P","3830000","2015385003702100001","2015-08-11","","01","영업/정상","01","영업중","","","","","","2592","","경기도 안양시 동안구 호계동 1028-15","경기도 안양시 동안구 엘에스로91번길 16-26 (호계동)","","동방에스티산업 주식회사","2026-01-14 13:27:15","U","2026-01-16 02:40:00","판매","195465.148457307","429849.728721804","","공업용",
"390","고압가스업","09_28_05_P","5600000","2017560013402100008","2017-08-31","","01","영업/정상","01","영업중","","","","","","58655.8","","경기도 포천시 신북면 신평리 661","경기도 포천시 신북면 장자경제로 78","11138","㈜지에스포천그린에너지","2026-01-14 12:37:30","U","2026-01-16 02:40:00","저장소","220348.010225399","495118.903646162","","기타",
"391","고압가스업","09_28_05_P","3590000","2018359016402100001","2018-12-10","","01","영업/정상","01","영업중","","","","","","","","광주광역시 동구 대인동 7-1 롯데백화점","광주광역시 동구 독립로 268, 롯데백화점 (대인동)","61470","롯데쇼핑(주)광주점","2026-01-14 09:23:15","U","2026-01-16 02:40:00","제조","191913.038277945","183968.019861937","냉동","상업용",
"392","고압가스업","09_28_05_P","4781000","2024478106202100001","2024-12-09","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 고창군 신림면 벽송리 산 145 외 4필지(고창고인돌휴게소 내)","","","보령물산(주) 고창고인돌(서울) 주유소","2026-01-14 15:13:58","U","2026-01-16 02:40:00","제조","170236.793798832","218258.188672489","충전","",
"393","고압가스업","09_28_05_P","4050000","2025405057802200001","2025-02-12","","01","영업/정상","01","영업중","","","","","","","","경기도 용인시 기흥구 중동 433-1","경기도 용인시 기흥구 동백죽전대로 291 (중동)","16995","하이트진로(주)","2026-01-14 14:00:33","U","2026-01-16 02:40:00","제조","213414.252718747","418297.278043625","냉동","",
"394","고압가스업","09_28_05_P","5530000","2025553060902100016","2025-09-08","","01","영업/정상","01","영업중","","","","","","","","경기도 화성시 장안면 사곡리 219-20","","","(주)에이와이머트리얼즈","2026-01-15 19:38:49","I","2026-01-17 00:20:02","제조","183539.78421929","396263.448667232","충전","",
"395","고압가스업","09_28_05_P","5670000","1996527002202200068","1996-11-08","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 성산구 외동 851-5","경상남도 창원시 성산구 완암로 146 (외동)","","셰플러코리아 유한책임회사(창원3공장)","2026-01-15 13:11:24","I","2026-01-17 00:20:02","제조","352047.000781945","191681.042137077","냉동","주상나지",
