"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"307","옥외광고업","04_15_01_P","4090000","2016409028108500005","2016-02-15","","01","영업/정상","20","정상","","","","","031 981 6005","","","경기도 김포시 양촌읍 학운리 ****","경기도 김포시 양촌읍 황금로**번길 **-**","10048","국민광고","2026-01-14 13:26:23","U","2026-01-16 02:40:00","","167292.311903102","457483.376124428","옥외광고물 제작",
"308","옥외광고업","04_15_01_P","4090000","2016409028108500006","2007-06-13","","01","영업/정상","20","정상","","","","","032 5692221","","","경기도 김포시 양촌읍 누산리 ***","경기도 김포시 양촌읍 김포대로 ****, *층","10053","만원현수막","2026-01-14 11:38:28","U","2026-01-16 02:40:00","","170000.13567997","462347.669738691","현수막 제작",
"309","옥외광고업","04_15_01_P","4090000","2016409028108500007","2016-04-10","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 대곶면 대명리 ***-**","경기도 김포시 대곶면 율생로 **","10039","간판이야기","2026-01-14 10:33:20","U","2026-01-16 02:40:00","","161501.932383243","460552.626052789","옥외광고업",
"310","옥외광고업","04_15_01_P","4090000","2004409007408200006","2004-03-31","","01","영업/정상","20","정상","","","","","031 9854161","","","경기도 김포시 통진읍 서암리 ***-*","","","(주)한일디엔에스","2026-01-14 13:23:21","U","2026-01-16 02:40:00","","164738.225915177","466556.980744669","(전광판 관련)광고물 제작",
"311","옥외광고업","04_15_01_P","4090000","2004409007408200009","2004-04-12","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 월곶면 군하리 ***","경기도 김포시 월곶면 애기봉로*번길 **-*","10024","삼성광고기획공사","2026-01-14 13:17:36","U","2026-01-16 02:40:00","","160665.260458299","468296.965454612","옥외광고물 제작",
"312","옥외광고업","04_15_01_P","4090000","2012409020308500002","2012-07-31","","01","영업/정상","20","정상","","","","","0319981065","","","경기도 김포시 양촌읍 누산리 ***-*","경기도 김포시 양촌읍 누산봉성로**번길 **","415-840","동아미술","2026-01-14 11:34:37","U","2026-01-16 02:40:00","","168688.587351326","463911.64732959","조형광고,간판",
"313","옥외광고업","04_15_01_P","4090000","2015409028108500001","2015-01-26","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 장기동 **** ***호","경기도 김포시 김포한강*로**번길 **-**, ***호 (장기동)","415-060","이레디자인","2026-01-14 13:27:16","U","2026-01-16 02:40:00","","171134.791243003","460255.44508301","옥외광고업",
"314","옥외광고업","04_15_01_P","4090000","2015409028108500002","2015-02-10","","01","영업/정상","20","정상","","","","","0319885471","","","경기도 김포시 북변동 ***-*","경기도 김포시 북변중로 **, *층 (북변동)","415-030","다우코리아","2026-01-14 13:11:53","U","2026-01-16 02:40:00","","174447.043922242","458149.979043793","옥외광고업",
"315","옥외광고업","04_15_01_P","4090000","2015409028108500003","1995-06-12","","01","영업/정상","20","정상","","","","","02 3724402","","","경기도 김포시 장기동 **** ***호","경기도 김포시 김포한강*로**번길 **-* (구래동)","10070","포싸인","2026-01-14 13:11:33","U","2026-01-16 02:40:00","","171131.374275305","460243.120362887","디자인, 간판",
"316","옥외광고업","04_15_01_P","4090000","2015409028108500004","2015-06-04","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 통진읍 동을산리 **-*","경기도 김포시 통진읍 월하로***번길 ***-**","10015","에스엠기획","2026-01-14 11:11:44","U","2026-01-16 02:40:00","","166761.807672007","467122.69820057","광고업, 제조업",
"317","옥외광고업","04_15_01_P","4090000","2015409028108500006","2023-11-02","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 학운리 **** 이젠메카존 ***호","경기도 김포시 양촌읍 황금로 ***, 이젠 아파트형 공장 나동 *층 ***호일부,***호","10048","바인시스템","2026-01-14 10:30:58","U","2026-01-16 02:40:00","","166479.424635633","457257.804995428","간판, 현수막, 기타 옥외광고물",
"318","옥외광고업","04_15_01_P","4090000","2015409028108500008","2015-11-13","","01","영업/정상","20","정상","","","","","031 986 6064","","","경기도 김포시 고촌읍 신곡리 ***-** ***호","경기도 김포시 고촌읍 김포대로 ***, ***호","10125","(주)디에스컴","2026-01-14 13:26:38","U","2026-01-16 02:40:00","","179768.477013817","455359.297628483","광고업",
"319","옥외광고업","04_15_01_P","4090000","2017409032708500002","2017-05-04","","01","영업/정상","20","정상","","","","","02  26367523","","","경기도 김포시 양촌읍 학운리 ****","경기도 김포시 양촌읍 황금*로**번길 ***, *동 *층 ***-*호","10048","주식회사 대전프레임","2026-01-14 11:12:01","U","2026-01-16 02:40:00","","166927.793552707","457028.702371796","옥외광고물  제작",
"320","옥외광고업","04_15_01_P","4090000","2017409032708500004","2017-09-20","","01","영업/정상","20","정상","","","","","0319840819","","","경기도 김포시 북변동 ***","경기도 김포시 봉화로***번길 **, *층 *호 (북변동)","10102","한결디자인기획","2026-01-14 11:12:53","U","2026-01-16 02:40:00","","173670.470941675","458282.290245358","옥외광고물",
"321","옥외광고업","04_15_01_P","4090000","2017409032708500005","2017-10-13","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 대곶면 초원지리 ***-**","경기도 김포시 대곶면 대곶북로***번길 ***","10038","주식회사 그린루트","2026-01-14 13:14:48","U","2026-01-16 02:40:00","","163588.704373832","462573.972443181","옥외광고업",
"322","옥외광고업","04_15_01_P","4090000","1998409007408200007","1998-09-28","","01","영업/정상","20","정상","","","","","031 986 0720","","","경기도 김포시 사우동 ***-*","경기도 김포시 봉화로 **-* (사우동)","10107","두송실사출력소","2026-01-14 10:28:11","U","2026-01-16 02:40:00","","174718.925195775","457440.681256675","옥외광고업",
"323","옥외광고업","04_15_01_P","4090000","1999409007308100005","1999-05-08","","01","영업/정상","20","정상","","","","","031 9982208","","","경기도 김포시 양촌읍 석모리 ***","경기도 김포시 양촌읍 석모*로**번길 **, 가동","10064","미래기획","2026-01-14 10:35:19","U","2026-01-16 02:40:00","","169426.285448732","461351.745728413","옥외광고업",
"324","옥외광고업","04_15_01_P","4090000","1999409007308100006","2018-09-10","","01","영업/정상","20","정상","","","","","031 9987744","","","경기도 김포시 장기동 **-*","경기도 김포시 김포대로****번길 ** (장기동)","10072","공간광고","2026-01-14 13:18:33","U","2026-01-16 02:40:00","","170340.490452076","461745.657236024","간판 제작",
"325","옥외광고업","04_15_01_P","4090000","1999409007308100008","1999-05-29","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 사우동 ***-*","경기도 김포시 사우중로 **, ***호 (사우동)","10109","엠싸인(M.SIGN)","2026-01-14 10:48:12","U","2026-01-16 02:40:00","","174944.29670021","457169.104321821","옥외광고업",
"326","옥외광고업","04_15_01_P","4090000","2006409013208200001","2006-01-05","","01","영업/정상","20","정상","","","","","031 9831161","","","경기도 김포시 풍무동 **-**","","","태양아트","2026-01-14 10:39:08","U","2026-01-16 02:40:00","","174955.390092918","456432.080490635","옥외광고업 및 차량광고",
"327","옥외광고업","04_15_01_P","4090000","2005409013208200003","2005-10-25","","01","영업/정상","20","정상","","","","","031 9867021","","","경기도 김포시 통진읍 마송리 ***-**","경기도 김포시 통진읍 가현로 ***","10030","서강기획","2026-01-14 11:38:00","U","2026-01-16 02:40:00","","164415.652972065","464534.360722998","간판 및 광고물 인쇄",
"328","옥외광고업","04_15_01_P","4090000","2005409013208200005","2018-01-04","","01","영업/정상","20","정상","","","","","031 9894164","","","경기도 김포시 통진읍 도사리 ***-*","경기도 김포시 통진읍 김포대로****번길 **","10017","백석광고기획","2026-01-14 10:48:36","U","2026-01-16 02:40:00","","166305.843856852","464599.436063953","간판 및 현수막 제작",
"329","옥외광고업","04_15_01_P","4090000","2005409013208200006","2005-11-07","","01","영업/정상","20","정상","","","","","031 9870687","","","경기도 김포시 통진읍 마송리 **-**","","","샬롬광고","2026-01-14 11:28:00","U","2026-01-16 02:40:00","","","","현수막 제작",
"330","옥외광고업","04_15_01_P","4090000","2005409007408200004","2005-03-28","","01","영업/정상","20","정상","","","","","031 996 3828","","","경기도 김포시 북변동 ***-*","경기도 김포시 북변로 *-** (북변동)","10098","예애드","2026-01-14 11:38:13","U","2026-01-16 02:40:00","","174323.637094705","458412.423129378","간판제조업",
"331","옥외광고업","04_15_01_P","4090000","2000409007308100004","2000-06-24","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 대곶면 율생리 ***-**","경기도 김포시 대곶면 대명항로 ***","10039","빛나광고","2026-01-14 10:43:46","U","2026-01-16 02:40:00","","163576.038980207","460995.458929981","옥외광고업",
"332","옥외광고업","04_15_01_P","4090000","2000409007308100006","2000-09-25","","01","영업/정상","20","정상","","","","","031 986 5713","","","경기도 김포시 대곶면 율생리 **-*","경기도 김포시 대곶면 대명항로 ***","10038","남부네온광고","2026-01-14 10:44:05","U","2026-01-16 02:40:00","","164822.982824905","461516.579095096","옥외광고업",
"333","옥외광고업","04_15_01_P","4090000","2001409007408200002","2001-04-16","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 통진읍 서암리 ***-*","","","오마광고기획","2026-01-14 10:44:20","U","2026-01-16 02:40:00","","164907.659781901","466635.337675659","옥외광고업",
"334","옥외광고업","04_15_01_P","4090000","2002409007408200005","2002-05-21","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 북변동 ***-**","경기도 김포시 중구로 ** (북변동)","10098","실사고을","2026-01-14 10:40:57","U","2026-01-16 02:40:00","","174426.845105257","458556.44299718","옥외광고물(현수막) 제작",
"335","옥외광고업","04_15_01_P","4090000","2005409013208200001","2005-08-25","","01","영업/정상","20","정상","","","","","031 9842206","","","경기도 김포시 북변동 ***","경기도 김포시 봉화로**번길 * (사우동)","10107","반석애드","2026-01-14 10:43:31","U","2026-01-16 02:40:00","","174170.408124417","458398.874525292","간판 보수, 수리",
"336","옥외광고업","04_15_01_P","4090000","2018409033608500002","2018-05-28","","01","영업/정상","20","정상","","","","","032 321 6862","","","경기도 김포시 양촌읍 석모리 ****-**","경기도 김포시 양촌읍 김포한강*로***번길 **","10065","유니스플라워앤 디자인단","2026-01-14 10:26:32","U","2026-01-16 02:40:00","","168332.583820704","460676.846404228","옥외광고 디자인 제작",
"337","옥외광고업","04_15_01_P","4090000","2003409007408200023","2003-12-29","","01","영업/정상","20","정상","","","","","031 9980891","","","경기도 김포시 양촌읍 누산리 ***","경기도 김포시 양촌읍 김포대로****번길 **, *동","10052","(주)명성애드","2026-01-14 11:13:48","U","2026-01-16 02:40:00","","168503.520861502","463381.888590673","옥외광고물 제작",
"338","옥외광고업","04_15_01_P","4090000","2011409023508500005","2011-09-15","","01","영업/정상","20","정상","","","","","031 981 0411","","","경기도 김포시 고촌읍 풍곡리 **-* *층","경기도 김포시 고촌읍 금포로 ***","415-810","(주)광림이엔씨","2026-01-14 11:39:04","U","2026-01-16 02:40:00","","179293.68385555","457440.080213403","도로표지판,안내판 제작",
"339","옥외광고업","04_15_01_P","4090000","2009409020908500007","2009-07-21","","01","영업/정상","20","정상","","","","","02  26321744","","","경기도 김포시 운양동 **-*","경기도 김포시 걸포로***번길 ** (운양동)","415-806","(주)비전에이앤디","2026-01-14 13:26:57","U","2026-01-16 02:40:00","","173578.777446736","460595.103714799","옥외광고물 등 제작",
"340","옥외광고업","04_15_01_P","4090000","2010409020908500002","2008-06-25","","01","영업/정상","20","정상","","","","","031 985 1038","","","경기도 김포시 통진읍 고정리 ***-*","경기도 김포시 통진읍 고정*로**번길 *-**","415-860","(주)서울애드","2026-01-14 13:21:58","U","2026-01-16 02:40:00","","164597.443628625","468125.239819266","광고 제작 설치 및 광고대행",
"341","옥외광고업","04_15_01_P","4090000","2010409020908500003","2010-04-12","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 대곶면 율생리 **-*","","","화수분","2026-01-14 10:26:58","U","2026-01-16 02:40:00","","164485.821211285","461394.599659181","간판제작,현수막",
"342","옥외광고업","04_15_01_P","4090000","2010409020908500006","2012-11-21","","01","영업/정상","20","정상","","","","","031 988 0079","","","경기도 김포시 대곶면 대벽리 ***-*","경기도 김포시 대곶면 약산로***번길 **-**","415-850","(주)스토리하우스","2026-01-14 11:34:55","U","2026-01-16 02:40:00","","162860.742990325","458172.435975983","금속구조물, 창호공사업/조림식구조물 및 교량시설물제작/조형물 및 모형제작/옥외광고물 제작 및 설치외",
"343","옥외광고업","04_15_01_P","4090000","2010409023508500001","2014-03-17","","01","영업/정상","20","정상","","","","","031 986 9419","","","경기도 김포시 장기동 ***-*","","","다산디자인","2026-01-14 10:39:30","U","2026-01-16 02:40:00","","169892.984176503","460906.133450687","옥외광고물 제작",
"344","옥외광고업","04_15_01_P","4090000","2012409020308500004","2019-01-25","","01","영업/정상","20","정상","","","","","02 866 8668","","","경기도 김포시 양촌읍 학운리 **** 이젠 아파트형 공장","경기도 김포시 양촌읍 황금로 ***, 이젠 아파트형 공장 나동 *층 ***호","10048","(주)디아웍스","2026-01-14 11:38:44","U","2026-01-16 02:40:00","","166479.424635633","457257.804995428","제작업",
"345","옥외광고업","04_15_01_P","4090000","2013409020308500001","2013-02-05","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 대곶면 거물대리 ***-*","경기도 김포시 대곶면 율마로***번길 ***-*","10037","유진씨오엠","2026-01-14 13:17:16","U","2026-01-16 02:40:00","","164825.302322597","462461.882582602","간판제작",
"346","옥외광고업","04_15_01_P","4090000","2013409028108500002","2019-01-21","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 통진읍 귀전리 ***-*","경기도 김포시 통진읍 월하로***번길 ***","10010","우드패커","2026-01-14 10:46:23","U","2026-01-16 02:40:00","","165466.526760868","468095.42913896","옥외광고물등 제작 설치 및 대행업",
"347","옥외광고업","04_15_01_P","4090000","1996409007308100004","1996-10-01","","01","영업/정상","20","정상","","","","","031 9891676","","","경기도 김포시 통진읍 도사리 ***","경기도 김포시 통진읍 서암로 ***","10016","21세기광고기획","2026-01-14 10:39:59","U","2026-01-16 02:40:00","","165941.934106204","464807.306222986","옥외광고업",
"348","옥외광고업","04_15_01_P","4090000","2011409023508500001","2011-03-11","","01","영업/정상","20","정상","","","","","031 984 5555","","","경기도 김포시 풍무동 **-**","경기도 김포시 승가로**번길 ** (풍무동)","10116","에이앤디","2026-01-14 13:19:10","U","2026-01-16 02:40:00","","175092.381432974","455912.005838222","간판제작 및 설치",
"349","옥외광고업","04_15_01_P","4090000","2011409023508500004","2018-05-30","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 사우동 ****","경기도 김포시 봉화로**번길 **-** (사우동)","10107","주식회사 더탑디자인","2026-01-14 13:18:14","U","2026-01-16 02:40:00","","174543.160722102","457276.990902018","실내외 및 간판 디자인기획  및 시공",
"350","옥외광고업","04_15_01_P","4090000","2014409028108500001","2011-02-24","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 고촌읍 ***-*","경기도 김포시 고촌읍 김포대로 ***","415-811","(주)퍼펙트아트라이트","2026-01-14 13:25:02","U","2026-01-16 02:40:00","","179735.675047256","455304.455211474","옥외광고물 제작",
"351","옥외광고업","04_15_01_P","4090000","2006409013208200012","2006-09-11","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 하성면 원산리 ***-**","경기도 김포시 하성면 월하로 ***","415-887","주리기획","2026-01-14 10:45:56","U","2026-01-16 02:40:00","","167443.350777531","467442.60111902","실사출력",
"352","옥외광고업","04_15_01_P","4090000","2007409017408200001","2007-01-08","","01","영업/정상","20","정상","","","","","031 9878204","","","경기도 김포시 북변동 ***-*","경기도 김포시 북변로 *-* (북변동)","10098","썬애드광고기획","2026-01-14 13:25:55","U","2026-01-16 02:40:00","","174237.674197494","458398.645810475","간판제작",
"353","옥외광고업","04_15_01_P","4090000","2007409019408500001","2017-10-31","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 통진읍 귀전리 ***-*","경기도 김포시 통진읍 귀전로 **, 다동 *층","10010","미경산업(주)","2026-01-14 11:09:52","U","2026-01-16 02:40:00","","164764.890487392","468966.769247213","광고물 제작",
"354","옥외광고업","04_15_01_P","4090000","2007409019408500003","2016-04-25","","01","영업/정상","20","정상","","","","","031 981 7741","","","경기도 김포시 하성면 원산리 ***-*","경기도 김포시 하성면 월하로 ***","10011","(주)엘림인더스","2026-01-14 13:22:45","U","2026-01-16 02:40:00","","166703.464843579","467732.637581145","광고물 제작 및 대행",
"355","옥외광고업","04_15_01_P","4090000","2008409019408500004","2021-05-17","","01","영업/정상","20","정상","","","","","031 998 0006","","","경기도 김포시 사우동 ***-**","경기도 김포시 김포대로 *** (사우동)","10110","우리미광고","2026-01-14 11:27:35","U","2026-01-16 02:40:00","","175460.54105022","457333.602855277","옥외광고업",
"356","옥외광고업","04_15_01_P","4090000","2008409020908500002","2008-10-02","","01","영업/정상","20","정상","","","","","031 986 4161","","","경기도 김포시 양촌읍 석모리 ***-*","","","미래디엔씨","2026-01-14 13:21:02","U","2026-01-16 02:40:00","","168900.411227791","462411.054228279","광고물 제작",
"357","옥외광고업","04_15_01_P","4090000","2011409023508500008","2011-11-08","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 장기동 ****-* ***호","경기도 김포시 김포한강*로**번길 **-**, *층 ***호 (장기동)","10079","간판연구소","2026-01-14 10:31:33","U","2026-01-16 02:40:00","","170999.894715745","460560.767920704","간판제작,시공,광고물자재",
"358","옥외광고업","04_15_01_P","4090000","2014409028108500002","2017-09-20","","01","영업/정상","20","정상","","","","","031 997 4009","","","경기도 김포시 통진읍 가현리 ***-*","경기도 김포시 통진읍 율마로 ***","10033","신쇠부리","2026-01-14 13:21:22","U","2026-01-16 02:40:00","","164549.0950476","464102.610454885","철구조물 및 광고물",
"359","옥외광고업","04_15_01_P","4090000","2006409013208200007","2006-05-15","","01","영업/정상","20","정상","","","","","031 9810985","","","경기도 김포시 하성면 원산리 ***","","","미래차량광고","2026-01-14 11:34:03","U","2026-01-16 02:40:00","","166684.656129888","467533.720943526","차량광고",
"360","옥외광고업","04_15_01_P","4090000","2009409020908500001","2004-10-27","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 학운리 **** 나동 ***호","경기도 김포시 양촌읍 황금로 ***, 나동 ***호 (메카존)","10048","모아광고","2026-01-14 10:47:13","U","2026-01-16 02:40:00","","166479.424635633","457257.804995428","옥외광고업",
"361","옥외광고업","04_15_01_P","4090000","2009409020908500002","2009-09-18","","01","영업/정상","20","정상","","","","","031 984 3848","","","경기도 김포시 풍무동 **-*","경기도 김포시 승가로 ** (풍무동)","415-070","다솜아크릴","2026-01-14 13:18:52","U","2026-01-16 02:40:00","","175240.031471268","456086.94332674","현수막,간판,광고물제작",
"362","옥외광고업","04_15_01_P","4090000","2009409020908500004","2009-11-11","","01","영업/정상","20","정상","","","","","031 982 6215","","","경기도 김포시 통진읍 도사리 ***-*","경기도 김포시 통진읍 김포대로 ****","415-863","싸인맥광고재료백화점","2026-01-14 13:23:04","U","2026-01-16 02:40:00","","166993.616405563","464109.210177164","간판자재, 아크릴, 현수막",
"363","옥외광고업","04_15_01_P","4090000","2009409020908500005","2009-12-11","","01","영업/정상","20","정상","","","","","0319973231","","","경기도 김포시 양촌읍 양곡리 ***-**","","","씨앤아이","2026-01-14 13:27:42","U","2026-01-16 02:40:00","","166888.118240218","461324.903670226","옥외광고물 제작업",
"364","옥외광고업","04_15_01_P","4090000","1988409013208200001","2017-06-04","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 감정동 ***-*","경기도 김포시 중봉로**번길 ** (감정동)","10103","건설기업사","2026-01-14 13:08:56","U","2026-01-16 02:40:00","","173009.751764814","458304.59671967","간판제작",
"365","옥외광고업","04_15_01_P","4090000","1992409007308100018","1992-12-07","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 하성면 마곡리 산 **-*","경기도 김포시 하성면 하성로 ***","10012","삼화페인트","2026-01-14 11:14:17","U","2026-01-16 02:40:00","","167750.245541689","468597.258312806","광고물 제작",
"366","옥외광고업","04_15_01_P","4090000","1994409007308100005","1994-12-28","","01","영업/정상","20","정상","","","","","031 9827700","","","경기도 김포시 사우동 ***-*","","","덕성기획","2026-01-14 11:37:06","U","2026-01-16 02:40:00","","","","옥외광고업",
"367","옥외광고업","04_15_01_P","4090000","1995409007308100001","1995-07-11","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 북변동 ***","경기도 김포시 북변중로**번길 **-** (북변동)","10106","현대기획","2026-01-14 10:49:05","U","2026-01-16 02:40:00","","174351.408524145","458038.10272757","옥외광고업",
"368","옥외광고업","04_15_01_P","4090000","1995409007308100009","1995-12-27","","01","영업/정상","20","정상","","","","","031 9827777","","","경기도 김포시 풍무동 ***-*","경기도 김포시 풍무로**번길 ** (풍무동)","10119","골드기획","2026-01-14 10:31:14","U","2026-01-16 02:40:00","","175123.064019519","455387.883597788","옥외광고물 제작",
"369","옥외광고업","04_15_01_P","4090000","2018409037908500001","2020-04-20","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 대포리 ** 모아종합유통상가","경기도 김포시 양촌읍 봉수대로 ****, 모아종합유통상가 나동 ***호","10069","와우기획","2026-01-14 11:37:22","U","2026-01-16 02:40:00","","167517.080473862","457764.783973331","현수막 제작, 디자인, 시공",
"370","옥외광고업","04_15_01_P","4090000","2018409037908500002","2018-09-19","","03","폐업","40","폐업","2024-06-18","","","","0319843441","","","경기도 김포시 양촌읍 누산리 ***-*","경기도 김포시 대곶면 대곶서로 ***-*","10044","동아탑 주식회사","2026-01-14 10:26:15","U","2026-01-16 02:40:00","","169755.50705058","462468.714483567","차량광고",
"371","옥외광고업","04_15_01_P","4090000","2020409038708500003","2020-09-10","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 유현리 ***-**","경기도 김포시 양촌읍 유현삭시로***번길 **-**, *동 *층","10045","(주)디플럭스","2026-01-14 11:23:39","U","2026-01-16 02:40:00","","165325.946333028","458909.660739236","광고 제작 및 설치",
"372","옥외광고업","04_15_01_P","4090000","2020409038708500004","2020-10-28","","01","영업/정상","20","정상","","","","","0319808280","","","경기도 김포시 하성면 봉성리 ***-*","경기도 김포시 하성면 봉성로 ***-*","10013","(주)더존시스템","2026-01-14 11:35:12","U","2026-01-16 02:40:00","","169315.805089803","465702.236782061","옥외광고물 제작 및 설치",
"373","옥외광고업","04_15_01_P","4090000","2022409038708500007","2014-12-05","","01","영업/정상","20","정상","","","","","","","","서울특별시 강서구 외발산동 ***-*","경기도 김포시 김포대로 *** (풍무동)","10113","(주)기성피제이에스","2026-01-14 10:37:28","U","2026-01-16 02:40:00","","184083.182192783","449387.013016274","옥외광고물 제작 및 대행",
"374","옥외광고업","04_15_01_P","4711000","2022471024108500003","2022-04-25","","01","영업/정상","20","정상","","","","","","","","전북특별자치도 김제시 순동 ***-*","전북특별자치도 김제시 순동산단*길 ** (순동)","54368","길리","2026-01-14 13:17:55","U","2026-01-16 02:40:00","","193049.51630955","257722.454407924","조형물, 경미한 공사, 광고대행업",
"375","옥외광고업","04_15_01_P","4090000","2021409038708500006","2021-03-15","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 장기동 ****-*","경기도 김포시 태장로 ***, 신세계미르웰시티 ***호 (장기동)","10090","(주)씨에스","2026-01-14 11:37:38","U","2026-01-16 02:40:00","","172060.790207415","459930.508280681","옥외광고물 등 제작 및 설치",
"376","옥외광고업","04_15_01_P","4090000","2021409038708500002","2021-02-09","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 양촌읍 황금로 ***, 이젠 아파트형 공장 테크노존동 ***호","10048","(주)바인디자인","2026-01-14 10:38:00","U","2026-01-16 02:40:00","","166479.424635633","457257.804995428","간판, 현수막, 기타 옥외광고물",
"377","옥외광고업","04_15_01_P","3320000","2021332009408500002","2021-03-16","","01","영업/정상","20","정상","","","","","","","","부산광역시 북구 금곡동 ****-* 금곡월드프라자 ***~***호","부산광역시 북구 금곡대로 ***, 금곡월드프라자 ***~***호 (금곡동)","46509","참기획","2026-01-14 15:29:34","U","2026-01-16 02:40:00","","383187.953800754","196281.988973649","옥외광고물 제작",
"378","옥외광고업","04_15_01_P","4090000","2021409038708500007","2021-03-16","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 통진읍 가현리 ***-*","경기도 김포시 통진읍 율마로 ***, 나동","10033","주식회사 참전유공자회","2026-01-14 10:27:36","U","2026-01-16 02:40:00","","164549.0950476","464102.610454885","옥외광고물 등 제작",
"379","옥외광고업","04_15_01_P","4090000","1997409007308100007","2017-11-15","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 사우동 ***-*","경기도 김포시 봉화로 **-** (사우동)","10109","행운기획","2026-01-14 10:45:36","U","2026-01-16 02:40:00","","174787.08953723","457273.331522729","간판제작",
"380","옥외광고업","04_15_01_P","4090000","2016409028108500012","2016-02-25","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 고촌읍 신곡리 ****-* 엔타운","경기도 김포시 고촌읍 장차로*번길 *-**, 엔타운 ***호","10126","주식회사 유일컴","2026-01-14 11:09:25","U","2026-01-16 02:40:00","","179487.725476277","455662.922346169","간판제조",
"381","옥외광고업","04_15_01_P","4090000","2002409007408200012","2021-05-17","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 장기동 ****-*","경기도 김포시 김포한강*로**번길 **-**, *층 ***호 (장기동)","10079","아트피아","2026-01-14 11:27:16","U","2026-01-16 02:40:00","","171342.528517359","460505.323966966","옥외광고물(현수막) 제작",
"382","옥외광고업","04_15_01_P","4090000","2016409028108500013","2016-12-14","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 통진읍 마송리 ***-**","경기도 김포시 통진읍 가현로 ***","10030","율디자인","2026-01-14 13:25:37","U","2026-01-16 02:40:00","","164010.611180888","464300.228986284","간판제작,설치",
"383","옥외광고업","04_15_01_P","4090000","2017409032708500008","2017-11-22","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 사우동 ****","경기도 김포시 봉화로 ** (사우동)","10108","알림기획","2026-01-14 13:24:26","U","2026-01-16 02:40:00","","174428.005062707","457704.680635873","광고 간판",
"384","옥외광고업","04_15_01_P","4090000","2017409032708500010","2017-11-30","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 풍무동 ***-**","경기도 김포시 김포대로 *** (풍무동)","10113","전국꽃배달협회(333)","2026-01-14 10:24:24","U","2026-01-16 02:40:00","","176613.491815703","456542.651997974","옥외광고업, 현수막 제작",
"385","옥외광고업","04_15_01_P","4090000","2018409032708500001","2018-01-11","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 석모리 ***-*","경기도 김포시 양촌읍 구래로**번길 ***-**","10058","주식회사 바로건축","2026-01-14 10:37:08","U","2026-01-16 02:40:00","","168846.271166345","461714.82913802","간판",
"386","옥외광고업","04_15_01_P","4090000","2018409032708500003","2019-05-28","","01","영업/정상","20","정상","","","","","0319884129","","","경기도 김포시 북변동 ***-**","경기도 김포시 북변중로**번길 *, *층 (북변동)","10106","디자인월드","2026-01-14 13:12:11","U","2026-01-16 02:40:00","","174287.82010849","458273.355086169","광고물 디자인 및 제작, 현수막 제작",
"387","옥외광고업","04_15_01_P","4090000","2003409007408200007","2009-03-03","","01","영업/정상","20","정상","","","","","031 9825600","","","경기도 김포시 양촌읍 대포리 ** 나동","경기도 김포시 양촌읍 학운산단*로 **, *층","10049","선진이앤티(주)","2026-01-14 10:37:45","U","2026-01-16 02:40:00","","167772.675110354","457693.85586106","옥외광고업",
