"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","판매점영업면적",
"74","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320184060023087500039","2018-08-28","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 교하동 332번지 8호 24시면할인마트","경기도 파주시 교하로 1393, 24시면할인마트 제2호 (교하동)","10867","GS25교하점","2025-12-31 11:04:10","U","2026-01-03 02:40:00","","177559.743690703","472353.58382728","83.51",
"75","안전상비의약품 판매업소","01_01_05_P","4840000","PHMH320204840022087500013","2020-07-29","","03","폐업","03","폐업","2025-12-31","","","","","","","전라남도 광양시 광양읍 칠성리 67-2 칠성아파트","전라남도 광양시 광양읍 호북길 25-10, 제상가동1층 1호 (칠성아파트)","57735","씨유광양주공점","2025-12-31 11:08:18","U","2026-01-03 02:40:00","","253240.148715517","164949.15269918","0",
"76","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320204050149087500013","2020-07-30","","03","폐업","03","폐업","2025-12-29","","","","","","","경기도 용인시 수지구 상현동 1117-7 106호","경기도 용인시 수지구 광교중앙로 301, 106호 (상현동)","16944","CU 광교드림타워점","2025-12-30 11:21:41","U","2026-01-03 02:40:00","","206019.307139422","421667.024411155","34.7",
"77","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500046","2021-07-06","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 와동동 1331 가람마을6단지","경기도 파주시 가람로 90, 101~103호 (와동동, 가람마을6단지)","10895","씨유 운정가람6단지점","2025-12-31 11:10:24","U","2026-01-03 02:40:00","","178863.093898716","470222.010549978","0",
"78","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500059","2021-09-06","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 와동동 1652-9","경기도 파주시 가람로21번길 26-9, 101호 (와동동)","10870","GS(지에스)25 운정드림점","2025-12-31 11:09:27","U","2026-01-03 02:40:00","","178136.469300758","470349.963702163","0",
"79","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500048","2021-07-27","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 와동동 1456-1","경기도 파주시 책향기로 824, 1층 114호 (와동동)","10896","씨유 운정디에이블","2025-12-31 11:09:49","U","2026-01-03 02:40:00","","178963.726896269","469682.103470903","0",
"80","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500064","2021-09-13","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 신촌동 29-11","경기도 파주시 소라지로 79-3(신촌동)","10863","씨유 파주신촌점","2025-12-31 10:58:46","U","2026-01-03 02:40:00","","173704.915058368","470293.722095562","0",
"81","안전상비의약품 판매업소","01_01_05_P","4070000","PHMH320214070023087500021","2021-08-18","","03","폐업","03","폐업","2025-12-30","","","","","","","경기도 이천시 마장면 이평리 267-14","경기도 이천시 마장면 덕평로 764, 1동","17389","세븐일레븐 마장로또점","2025-12-30 14:39:17","U","2026-01-03 02:40:00","","232645.004942904","413964.102206391","0",
"82","안전상비의약품 판매업소","01_01_05_P","4070000","PHMH320234070023087500002","2023-01-25","","03","폐업","03","폐업","2025-12-30","","","","","","","경기도 이천시 모가면 진가리 111-20 1층","경기도 이천시 모가면 진상미로 1273, 1층","17408","세븐일레븐 이천모가중앙점","2025-12-30 14:39:47","U","2026-01-03 02:40:00","","242510.696339104","407668.401949879","6.6",
"83","안전상비의약품 판매업소","01_01_05_P","4090000","PHMH320224090023087500033","2022-11-14","","03","폐업","03","폐업","2025-12-30","","","","1577-0711","","","경기도 김포시 구래동 6896-12","경기도 김포시 김포한강9로12번길 8-12, 1층 (구래동)","10070","(주)코리아세븐 구래타운점","2025-12-31 12:16:45","U","2026-01-03 02:40:00","","167041.946405379","459523.57097496","163.9",
"84","안전상비의약품 판매업소","01_01_05_P","3660000","PHMH320213660023087500022","2021-05-06","","03","폐업","03","폐업","2025-12-30","","","","","","","대전광역시 서구 가장동 30-1","대전광역시 서구 도산로282번길 54 (가장동)","35311","세븐일레븐 대전가장서원점","2025-12-31 09:33:23","U","2026-01-03 02:40:00","","234682.498003397","314425.857583333","0",
"85","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500040","2021-06-21","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 산남동 52-1","경기도 파주시 산남로 177, 1층 (산남동)","10882","씨유 파주산남로점","2025-12-31 10:59:07","U","2026-01-03 02:40:00","","173722.846165078","466089.295118918","0",
"86","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500025","2021-04-26","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 와동동 739 별하람마을3단지 서희스타힐스NHF","경기도 파주시 가람로 109, 106,107호 (와동동, 별하람마을3단지 서희스타힐스NHF)","10869","씨유운정스타힐스점","2025-12-31 11:10:39","U","2026-01-03 02:40:00","","178595.156787824","470632.461624383","0",
"87","안전상비의약품 판매업소","01_01_05_P","5670000","PHMH320185670554087500021","2018-06-08","","03","폐업","03","폐업","2025-12-31","","","","","","","경상남도 창원시 성산구 용호동 67-1 일동임대아파트상가동","경상남도 창원시 성산구 외동반림로 210, 일동임대아파트상가동 1층 (용호동)","51433","GS25창원일동점","2025-12-31 17:44:08","U","2026-01-03 02:40:00","","352602.633537336","194245.767798379","33",
"88","안전상비의약품 판매업소","01_01_05_P","5670000","PHMH320155670066087500002","2015-01-22","","03","폐업","03","폐업","2025-12-31","","","","055-223-8293","","","","경상남도 창원시 마산합포구 남성로 115 (남성동)","51729","씨유마산창동점","2025-12-31 09:59:21","U","2026-01-03 02:40:00","","343383.066012711","190671.876902873","75.9",
"89","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320193740032087500005","2019-04-01","","01","영업/정상","13","영업중","","","","","031-226-6498","","","경기도 수원시 권선구 세류동 579-16","경기도 수원시 권선구 정조로443번길 45 (세류동)","16655","세븐일레븐 세류베스트점","2025-12-30 16:45:26","U","2026-01-03 02:40:00","","200910.713034293","416466.455247909","66",
"90","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320193740033087500019","2019-07-18","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 화서동 646번지 화서3단지주공아파트","경기도 수원시 팔달구 덕영대로697번길 47, 상가동 101호 (화서동, 화서3단지주공아파트)","16435","GS25 화서주공점","2025-12-31 16:13:09","U","2026-01-03 02:40:00","","199238.592190429","420438.878503309","0",
"91","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320123740033087500070","2012-11-14","","01","영업/정상","13","영업중","","","","","031-255-1768","","","","경기도 수원시 팔달구 팔달로119번길 16 (화서동)","16439","씨유수원화서점","2025-12-30 09:32:12","U","2026-01-03 02:40:00","","200182.32250643","419711.594269363","99",
"92","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320203740033087500001","2020-01-02","","02","휴업","02","휴업","","2025-12-29","2026-08-31","","031-258-5510","","","경기도 수원시 팔달구 매산로1가 22번지 5호","경기도 수원시 팔달구 향교로3번길 23-4 (매산로1가)","16455","이마트24 수원사랑점","2025-12-30 09:42:14","U","2026-01-03 02:40:00","","200055.510788908","418539.177286935","0",
"93","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320153740032087500034","2015-10-26","","03","폐업","03","폐업","2025-11-30","","","","031-221-2047","","","","경기도 수원시 권선구 곡선로 20, 1층 1호 (권선동, 수원아이파크시티6단지)","16666","세븐일레븐 수원권선아이파크점","2025-12-31 09:33:45","U","2026-01-03 02:40:00","","202271.134279586","415157.011094034","42.9",
"94","안전상비의약품 판매업소","01_01_05_P","3040000","PHMH320173040033087500042","2017-07-14","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 광진구 군자동 356번지 10호 1층","서울특별시 광진구 광나루로 355, 1층 (군자동)","05003","이마트24 광진군자점","2025-12-31 11:49:29","U","2026-01-03 02:40:00","","206058.296864707","449571.093213716","0",
"95","안전상비의약품 판매업소","01_01_05_P","4080000","PHMH320204080023087500025","2020-10-16","","03","폐업","03","폐업","2025-12-30","","","","","","","경기도 안성시 미양면 정동리 75-7","경기도 안성시 미양면 신두만곡로 447, 1층","17601","세븐일레븐 안성미양수연점","2025-12-30 16:58:33","U","2026-01-03 02:40:00","","218755.480564121","385869.692926802","78",
"96","안전상비의약품 판매업소","01_01_05_P","4010000","PHMH320204010281087500083","2020-10-29","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 시흥시 죽율동 304 시흥6차푸르지오1단지 상가동","경기도 시흥시 죽율로 47, 시흥6차푸르지오1단지 상가동 108,109호 (죽율동)","15050","세븐일레븐 시흥죽율중앙점","2025-12-31 14:29:57","U","2026-01-03 02:40:00","","178766.278299354","427596.153037949","0",
"97","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320204060023087500065","2020-10-23","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 동패동 1781 운정신도시 IPARK","경기도 파주시 심학산로 384, 상가1동 12,13호 (동패동, 운정신도시 IPARK)","10903","씨유 아이파크점","2025-12-31 11:03:32","U","2026-01-03 02:40:00","","176508.920829366","468096.711849659","0",
"98","안전상비의약품 판매업소","01_01_05_P","3420000","PHMH320203420023087500035","2020-11-10","","03","폐업","03","폐업","2025-12-30","","","","02-3284-8129","","","대구광역시 동구 신서동 1149-2","대구광역시 동구 이노밸리로 309, 1층 상가107호 (신서동)","41069","(주)코리아세븐 대구동구혁신점","2025-12-30 17:42:35","U","2026-01-03 02:40:00","","356247.145224732","265638.011247463","1",
"99","안전상비의약품 판매업소","01_01_05_P","3070000","PHMH320223070034087500036","2022-10-06","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 성북구 장위동 66-242","서울특별시 성북구 돌곶이로27길 59-7, 1층 (장위동)","02771","지에스25 장위화랑점","2025-12-31 12:36:30","U","2026-01-03 02:40:00","","204618.5617195","456466.374666574","0",
"100","안전상비의약품 판매업소","01_01_05_P","4070000","PHMH320214070023087500009","2021-03-25","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 이천시 부발읍 신하리 397-4","경기도 이천시 부발읍 경충대로2265번길 27, 103호","17328","씨유이천신하점","2025-12-31 13:22:45","U","2026-01-03 02:40:00","","241959.405064138","417705.337362933","0",
"101","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500016","2021-02-24","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 와동동 1640-4","경기도 파주시 가람로21번길 61-26 (와동동)","10870","씨유파주가람제일점","2025-12-31 11:10:56","U","2026-01-03 02:40:00","","177969.83355263","470457.555215261","101",
"102","안전상비의약품 판매업소","01_01_05_P","5350000","PHMH320125350029087500019","2012-11-07","","01","영업/정상","13","영업중","","","","","055-343-5850","","","경상남도 김해시 진영읍 진영리 1624-6","경상남도 김해시 진영읍 김해대로407번길 8-4, 1층","50862","GS25 진영원룸점","2025-12-30 13:49:13","U","2026-01-03 02:40:00","","357667.256187903","202213.593882533","0",
"103","안전상비의약품 판매업소","01_01_05_P","5350000","PHMH320185350029087500012","2018-02-23","","03","폐업","03","폐업","2025-12-30","","","","","","","경상남도 김해시 삼방동 563번지 11호","경상남도 김해시 삼안로310번길 12-24 (삼방동)","50812","지에스(GS)25유나행복점","2025-12-30 17:21:45","U","2026-01-03 02:40:00","","373401.770408883","196524.618104632","0",
"104","안전상비의약품 판매업소","01_01_05_P","5350000","PHMH320185350029087500030","2018-06-26","","03","폐업","03","폐업","2025-12-31","","","","","","","경상남도 김해시 구산동 521번지 1호 B동","경상남도 김해시 가락로 350, B동 (구산동)","50906","씨유김해한라비발디점","2025-12-30 17:21:32","U","2026-01-03 02:40:00","","370182.668878906","196786.466372094","0",
"105","안전상비의약품 판매업소","01_01_05_P","5540000","PHMH320125540016087500114","2012-11-08","","03","폐업","03","폐업","2025-12-30","","","","031-763-8876","","464-040","경기도 광주시 삼동 255번지 1호","경기도 광주시 고불로 464 (삼동)","12767","GS25 광주삼동점","2025-12-30 09:18:58","U","2026-01-03 02:40:00","","217594.193529802","434271.635145589","99",
