"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"258","건설폐기물처리업","09_30_05_P","3630000","363000092201900003","2019-12-31","","01","영업/정상","BBBB","영업","","","","","062-383-9727","","","광주광역시 광산구 도산동 1317 송정우방아이유쉘아파트","광주광역시 광산구 평동로1100번길 71, 215동 101층 (도산동, 송정우방아이유쉘아파트)","62393","(주)자유환경","2026-01-15 14:31:27","U","2026-01-17 02:40:00","","180303.806506335","181371.632880358","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"259","건설폐기물처리업","09_30_05_P","5400000","540000092201000001","2022-07-29","","01","영업/정상","BBBB","영업","","","","","5862288","","637-922","경상남도 함안군 칠원읍 무기리 498-8 외 10필지","경상남도 함안군 칠원읍 무기2길 90 ((주)삼우환경)","52026","(주)삼우리콘산업","2026-01-15 17:54:23","U","2026-01-17 02:40:00","","340854.161382727","200139.622136326","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"260","건설폐기물처리업","09_30_05_P","3920000","392000092200700003","2021-06-01","","01","영업/정상","BBBB","영업","","","","","0318660557","","483-120","경기도 동두천시 상패동 641 외1필지","경기도 동두천시 삼육사로652번길 35 (상패동,외1필지)","","(주)두성기업","2026-01-15 13:20:02","U","2026-01-17 02:40:00","","202253.601650469","489495.941549355","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"261","건설폐기물처리업","09_30_05_P","4840000","484000092201800005","2022-12-21","","03","폐업","2","폐업","2022-12-21","","","","0617916738","","","전라남도 광양시 중동 1308-2","전라남도 광양시 중마청룡길 6-2, 3층 (중동)","57786","(주)도성환경산업","2026-01-15 15:53:06","U","2026-01-17 02:40:00","","263788.969432159","160348.507499393","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"262","건설폐기물처리업","09_30_05_P","4840000","484000092202200004","2022-12-21","","01","영업/정상","BBBB","영업","","","","","0617916738","","","전라남도 광양시 중동 1308-2","전라남도 광양시 중마청룡길 6-2, 3층 (중동)","57786","(주)도성환경산업","2026-01-15 15:53:06","U","2026-01-17 02:40:00","","263788.969432159","160348.507499393","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"263","건설폐기물처리업","09_30_05_P","3660000","366000092199500001","2019-06-04","","01","영업/정상","BBBB","영업","","","","","5339872","","302-837","대전광역시 서구 변동 43-22","대전광역시 서구 유등로 353 (변동)","","(주)서부골재환경","2026-01-15 15:30:02","U","2026-01-17 02:40:00","","234504.639463445","313643.838467741","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"264","건설폐기물처리업","09_30_05_P","5480000","548000092200700001","2004-12-04","","01","영업/정상","BBBB","영업","","","","","055-932-9200","","","경상남도 합천군 율곡면 두사리 275","경상남도 합천군 율곡면 황강옥전로 292-3","50243","(주)상원엔텍","2026-01-15 09:24:06","U","2026-01-17 02:40:00","","310977.430040361","234548.244350955","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","20476","",
"265","건설폐기물처리업","09_30_05_P","3660000","366000092199600001","2022-09-23","","01","영업/정상","BBBB","영업","","","","","042-223-2211","","301-840","대전광역시 서구 월평동 75-1","대전광역시 서구 월드컵대로484번길 187-27, 202호 (월평동)","35279","대전환경산업(주)","2026-01-15 15:29:52","U","2026-01-17 02:40:00","","231705.1997195","315706.97555553","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"266","건설폐기물처리업","09_30_05_P","4530000","453000092200700003","2002-10-22","","01","영업/정상","BBBB","영업","","","","","0416647456","","","충청남도 서산시 음암면 신장리 165-7 165-7","충청남도 서산시 음암면 노루골길 77-17","32011","대명종합환경산업(주)","2026-01-15 18:59:29","U","2026-01-17 02:40:00","","155147.647051138","360967.001908527","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","11880","",
"267","건설폐기물처리업","09_30_05_P","4530000","453000092201100005","2018-03-12","","03","폐업","2","폐업","2018-03-12","","","","0416647456","","","충청남도 서산시 음암면 신장리 165-7 165-7","충청남도 서산시 음암면 노루골길 77-17","32011","대명종합환경산업(주)","2026-01-15 18:59:29","U","2026-01-17 02:40:00","","155147.647051138","360967.001908527","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","7200","",
"268","건설폐기물처리업","09_30_05_P","4530000","453000092201000002","2024-05-22","","01","영업/정상","BBBB","영업","","","","","0416647456","","","충청남도 서산시 음암면 신장리 165-7 165-7","충청남도 서산시 음암면 노루골길 77-17","32011","대명종합환경산업(주)","2026-01-15 18:59:29","U","2026-01-17 02:40:00","","155147.647051138","360967.001908527","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"269","건설폐기물처리업","09_30_05_P","5680000","568000092201200001","2013-02-07","","01","영업/정상","BBBB","영업","","","","","041-363-2123","","343-811","충청남도 당진시 신평면 거산리 556-1","충청남도 당진시 신평면 독암길 34-18","343-810","(주)성화환경","2026-01-15 11:18:14","U","2026-01-17 02:40:00","","176217.297128106","376679.545512115","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","7509.57","",
"270","건설폐기물처리업","09_30_05_P","5680000","568000092201200002","2012-03-29","","01","영업/정상","BBBB","영업","","","","","041-363-2123","","343-811","충청남도 당진시 신평면 거산리 556-1","충청남도 당진시 신평면 독암길 34-18","343-810","(주)성화환경","2026-01-15 11:18:14","U","2026-01-17 02:40:00","","176217.297128106","376679.545512115","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"271","건설폐기물처리업","09_30_05_P","4430000","443000092201400001","2014-11-14","","01","영업/정상","BBBB","영업","","","","","7318859","","373-871","충청북도 옥천군 청산면 판수리 산 34","충청북도 옥천군 청산면 판수길 210","373-872","(주)하나그린","2026-01-15 09:26:30","U","2026-01-17 02:40:00","","272561.545106075","313420.127348967","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"272","건설폐기물처리업","09_30_05_P","4620000","462000092202300002","2023-11-30","","01","영업/정상","BBBB","영업","","","","","041-673-8357","","","충청남도 태안군 태안읍 장산리 504-1","충청남도 태안군 태안읍 근흥로 30-12","32145","건국환경","2026-01-15 14:09:35","U","2026-01-17 02:40:00","","134936.914683858","362018.025266376","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
