"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","사무실면적","소독차량차고면적","초미립자살포기수","휴대용소독기수","동력분무기수","수동식분무기수","방독면수","보호안경수","보호용의복수","진공청소기수",
"279","소독업","09_30_11_P","5530000","PHMB520225530440042500006","2022-07-19","","01","영업/정상","13","영업중","","","","","031-8043-7779","","","경기도 화성시 반송동 93-2 동탄SR GOLD PLAZA","경기도 화성시 동탄지성로 11, 동탄SR GOLD PLAZA 7층 710호 (반송동)","18454","다올솔루션(주)","2026-01-13 10:07:44","U","2026-01-15 02:40:00","","206392.098284319","411409.903369014","15.04","4","1","2","0","3","5","5","5","1",
"280","소독업","09_30_11_P","3160000","PHMB520173160034042500007","2017-11-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 오류동 27번지 38호","서울특별시 구로구 고척로16길 69 (오류동)","08267","나라크린","2026-01-13 11:33:58","U","2026-01-15 02:40:00","","186109.586696336","443958.809729159","20.03","8.41","1","2","0","5","5","5","5","5",
"281","소독업","09_30_11_P","5530000","PHMB520235530506042500011","2023-11-15","","01","영업/정상","13","영업중","","","","","031-8043-2825","","","경기도 화성시 영천동 655-3","경기도 화성시 동탄대로21가길 4-35, 1층 (영천동)","18471","(주)라온피앤씨","2026-01-13 09:59:40","U","2026-01-15 02:40:00","","208527.305511141","411672.054477979","42.73","30.98","1","2","0","3","5","5","5","1",
"282","소독업","09_30_11_P","5530000","PHMB520235530506042500012","2023-11-16","","01","영업/정상","13","영업중","","","","","031-729-0504","","","경기도 화성시 산척동 738-3","경기도 화성시 동탄순환대로12길 12, 이레스페이스 d-83호 (산척동)","18502","주식회사 늘해랑컴퍼니","2026-01-13 09:58:28","U","2026-01-15 02:40:00","","210562.762704626","407445.616267138","3.3","3.3","1","2","0","3","5","5","5","1",
"283","소독업","09_30_11_P","6510000","PHMB520246510096042500014","2024-12-03","","03","폐업","03","폐업","2026-01-13","","","","","","","제주특별자치도 제주시 외도일동 584-4","제주특별자치도 제주시 통물길 48 (외도일동)","63071","064방역 이어도점","2026-01-13 16:43:15","U","2026-01-15 02:40:00","","147420.935782523","-799.835486555622","39.03","12.38","1","2","0","3","5","5","5","1",
"284","소독업","09_30_11_P","5530000","PHMB520245530505042500011","2024-11-29","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 비봉면 양노리 274","경기도 화성시 비봉면 비봉로 79, 103호","18284","한솔","2026-01-13 10:25:36","U","2026-01-15 02:40:00","","188616.986174007","414815.450254718","62.76","23.14","1","2","0","3","5","5","5","2",
"285","소독업","09_30_11_P","3910000","PHMB520263910165042500001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","","경기도 평택시 관광특구로 19, 5층 509호 (서정동)","17774","주식회사 바른","2026-01-14 13:02:13","I","2026-01-16 00:20:02","","205355.994223928","396167.998227949","0","0","1","2","0","3","2","2","2","1",
"286","소독업","09_30_11_P","4241000","PHMB520264241036042500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 삼척시 남양동 55-117 한흥프라자 216호","강원특별자치도 삼척시 중앙로 176, 2층 216호 (남양동, 한흥프라자)","25929","스튜디오 바이비","2026-01-14 11:42:09","I","2026-01-16 00:20:02","","391824.809010989","439622.96324834","20.88","20.88","1","2","0","3","7","14","6","1",
"287","소독업","09_30_11_P","3510500","PHMB520263510513042500001","2022-12-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 관교동 325-5 1층 일부 101호","인천광역시 미추홀구 인하로406번길 21, 1층 일부 101호 (관교동)","22240","주식회사 액트(ACT)","2026-01-14 15:01:22","I","2026-01-16 00:20:02","","172691.707021009","438264.598709118","17.5","3.5","1","2","0","3","5","5","5","1",
"288","소독업","09_30_11_P","6510000","PHMB520266510096042500001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 외도일동 584-3","제주특별자치도 제주시 통물길 48 (외도일동)","63071","064방역이어도점(제주이어도지역자활센터)","2026-01-14 15:40:43","I","2026-01-16 00:20:02","","147436.903712097","-790.211938248567","0","0","1","2","0","3","5","5","5","1",
"289","소독업","09_30_11_P","3520000","PHMB520263520019042500001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","인천광역시 연수구 청학동 521-16 신광빌라","인천광역시 연수구 청학로21번길 16, 102호 (청학동, 신광빌라)","21903","청화방역","2026-01-14 12:52:59","I","2026-01-16 00:20:02","","170060.928514307","436400.508817154","41.6","7.6","1","2","0","3","2","2","2","1",
"290","소독업","09_30_11_P","3230000","PHMB520263230034042500001","2026-01-14","","01","영업/정상","13","영업중","","","","","02-6494-1980","","","서울특별시 송파구 가락동 35-10 진흥빌딩 502호","서울특별시 송파구 양재대로66길 44, 진흥빌딩 502호 (가락동)","05704","(주)로이스","2026-01-14 17:35:41","I","2026-01-16 00:20:02","","211021.765869095","444168.205405033","74.58","11.86","1","2","0","3","5","5","5","1",
"291","소독업","09_30_11_P","5480000","PHMB520265480013042500001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경상남도 합천군 삼가면 일부리 747-27","경상남도 합천군 삼가면 일부3길 8, 1층","50223","페스텍 PESTEC","2026-01-14 13:55:47","I","2026-01-16 00:20:02","","302071.647011196","212954.592174268","0","0","1","2","0","4","5","5","5","1",
"292","소독업","09_30_11_P","3660000","PHMB520263660023042500001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 가수원동 762 은아아파트3단지","대전광역시 서구 가수원로 106, 상가 7호동 2층 205, 206호 (가수원동, 은아아파트3단지)","35386","신기의료기 대전점","2026-01-14 17:41:26","I","2026-01-16 00:20:02","","231439.372384323","311530.314346396","22.56","21.14","1","2","0","3","5","5","5","1",
"293","소독업","09_30_11_P","4070000","PHMB520094070023042500001","2009-05-18","","01","영업/정상","13","영업중","","","","","635-2018","","467-802","경기도 이천시 증포동 204번지 10호","경기도 이천시 이섭대천로1410번길 62 (증포동)","17348","크린원","2026-01-14 13:06:07","U","2026-01-16 02:40:00","","240427.262571474","421121.035328731","23.1","46.9","1","2","1","5","5","5","5","1",
"294","소독업","09_30_11_P","4070000","PHMB520094070023042500003","2009-12-07","","01","영업/정상","13","영업중","","","","","031-633-6114","","","경기도 이천시 관고동 502-12","경기도 이천시 경충대로2684번길 3 (관고동)","17367","그린환경","2026-01-14 11:11:36","U","2026-01-16 02:40:00","","238561.136666666","419628.246666667","15","5","1","2","1","5","5","5","5","1",
"295","소독업","09_30_11_P","4070000","PHMB520084070023042500002","2008-10-31","","01","영업/정상","13","영업중","","","","","634-3004","","467-020","경기도 이천시 관고동 293번지 13호","경기도 이천시 영창로124번길 63 (관고동)","17367","(주)명성환경","2026-01-14 10:29:09","U","2026-01-16 02:40:00","","238670.978079201","419872.552675453","72.9","25","1","2","1","5","5","5","5","1",
"296","소독업","09_30_11_P","4070000","PHMB519854070023042500002","1985-02-08","","01","영업/정상","13","영업중","","","","","633-3012~3","","467-010","경기도 이천시 창전동 408번지 10호","경기도 이천시 설봉로 97 (창전동)","17354","(주)리연","2026-01-14 11:19:16","U","2026-01-16 02:40:00","","238825.597759356","420432.362641896","0","0","1","2","1","5","5","5","5","1",
"297","소독업","09_30_11_P","4070000","PHMB520174070023042500001","2017-03-24","","01","영업/정상","13","영업중","","","","","634-6571","","","","경기도 이천시 신둔면 원적로 393","17300","(주)세스코 경기동부지역단","2026-01-14 15:49:45","U","2026-01-16 02:40:00","","238562.602374871","424334.627760544","323","174","7","3","0","10","5","5","18","1",
"298","소독업","09_30_11_P","6510000","PHMB520096510096042500010","2009-11-20","","01","영업/정상","13","영업중","","","","","064-726-4706","","","제주특별자치도 제주시 애월읍 하귀2리 1335 반석하귀타운","제주특별자치도 제주시 애월읍 상하귀길 7, 101동 101호 (반석하귀타운)","63051","조은방역","2026-01-14 15:52:37","U","2026-01-16 02:40:00","","144940.727515865","-1781.27854788106","15.34","2","1","2","0","4","5","5","5","1",
"299","소독업","09_30_11_P","4201000","PHMB520224200028042500002","2022-02-15","","03","폐업","03","폐업","2026-01-14","","","","070-4445-0002","","","강원특별자치도 강릉시 강동면 상시동리 815 815 빌딩","강원특별자치도 강릉시 강동면 풍호길 1, 815 빌딩","25620","(주)유 강릉지점","2026-01-14 17:48:27","U","2026-01-16 02:40:00","","371188.730015306","472325.453664152","12.4","19","2","2","0","3","5","5","5","1",
"300","소독업","09_30_11_P","3830000","PHMB520243830263042500006","2024-11-11","","01","영업/정상","13","영업중","","","","","031-425-7001","","","경기도 안양시 동안구 평촌동 87-10 평촌 K-비즈리움","경기도 안양시 동안구 흥안대로 445, 평촌 K-비즈리움 312호 (평촌동)","14058","주식회사 프롬에스","2026-01-14 09:05:57","U","2026-01-16 02:40:00","","197693.040883629","432448.222780987","52.6","40.51","1","2","0","3","5","5","5","1",
"301","소독업","09_30_11_P","5080000","PHMB520075080035042500002","2007-03-27","","01","영업/정상","13","영업중","","","","","054-471-2313","","","경상북도 구미시 임수동 92-9 구미공구상가","경상북도 구미시 3공단1로 302-7, 구미공구상가 6동 314호 (임수동)","39391","케스원","2026-01-14 10:27:12","U","2026-01-16 02:40:00","","326256.19455618","290803.711977208","16.5","16.5","5","2","1","5","5","5","10","1",
"302","소독업","09_30_11_P","6510000","PHMB520226510096042500003","2022-02-22","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 내도동 363-6 조은빌3차","제주특별자치도 제주시 일주서로 7463, 조은빌3차 나동 2층 (내도동)","63074","방구방역","2026-01-14 11:49:02","U","2026-01-16 02:40:00","","148272.439729079","-172.388749776909","48.09","3.3","1","2","0","3","5","5","5","1",
"303","소독업","09_30_11_P","3180000","PHMB520223180034042500001","2020-11-18","","03","폐업","03","폐업","2026-01-14","","","","","","","서울특별시 영등포구 신길동 463-40","서울특별시 영등포구 여의대방로47길 28-5, 1층층 102호 (신길동)","07357","케어포유","2026-01-14 13:36:32","U","2026-01-16 02:40:00","","192933.065700995","445234.460458063","28","7","3","2","0","3","5","5","5","1",
"304","소독업","09_30_11_P","3530000","PHMB519903530019042500001","1990-12-12","","01","영업/정상","13","영업중","","","","","032-466-6449","","","인천광역시 남동구 구월동 1280-2  2층","인천광역시 남동구 호구포로744번길 22 (구월동, 성문아파트상가)","21588","그린디엔에스(주)","2026-01-14 11:00:20","U","2026-01-16 02:40:00","","175212.360009326","438500.478145218","120.8","118.8","1","2","1","5","5","5","5","1",
"305","소독업","09_30_11_P","3430000","PHMB520223430019042500001","2022-01-19","","01","영업/정상","13","영업중","","","","","0535554848","","","대구광역시 서구 평리동 651-18","대구광역시 서구 통학로46길 8, 1층 101호 (평리동)","41747","대구서구지역자활센터","2026-01-14 15:56:41","U","2026-01-16 02:40:00","","341141.531133758","265604.238915436","35","6","2","2","0","3","5","5","5","1",
"306","소독업","09_30_11_P","3310000","PHMB520203310024042500006","2020-05-26","","01","영업/정상","13","영업중","","","","","051-623-0931","","","부산광역시 남구 대연동 76번지 5호 현대오피스텔","부산광역시 남구 수영로 282, 1310호 (대연동, 현대오피스텔)","48499","(주)유칼릭스","2026-01-14 13:22:12","U","2026-01-16 02:40:00","","391096.027178014","183868.728564751","85.8","29.7","1","2","0","3","5","5","5","1",
"307","소독업","09_30_11_P","4241000","PHMB520254241036042500002","2025-11-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 삼척시 당저동 40-1","강원특별자치도 삼척시 교동로 21, 3층 300호 (당저동)","25916","자광종합관리(주)","2026-01-14 11:39:39","U","2026-01-16 02:40:00","","391515.713004525","440533.01514826","26.04","14.88","1","2","0","3","6","11","5","1",
"308","소독업","09_30_11_P","3600000","PHMB520253600020042500011","2025-12-05","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 양동 191-4","광주광역시 서구 구성로 89, 2211호 (양동)","61926","세이프엑스 광주지사","2026-01-14 16:23:48","U","2026-01-16 02:40:00","","191263.579896476","183280.818727089","16","16","1","2","0","3","5","5","5","1",
"309","소독업","09_30_11_P","4520000","PHMB520254520031042500011","2025-11-25","","01","영업/정상","13","영업중","","","","","041-546-5956","","","충청남도 아산시 탕정면 용두리 702 스마트타워 1동 911호","충청남도 아산시 탕정면 이순신대로 442, 스마트타워 1동 911호","31457","청풍 유한회사","2026-01-14 09:30:24","U","2026-01-16 02:40:00","","204640.565340069","366179.180158544","37.39","12","1","2","0","3","5","5","5","2",
"310","소독업","09_30_11_P","3990000","PHMB520243990310042500005","2024-02-19","","03","폐업","03","폐업","2026-01-14","","","","031-552-3881","","","","경기도 남양주시 진접읍 양진로1020번길 10, 대현 204호","12073","삼진방제","2026-01-14 14:28:09","U","2026-01-16 02:40:00","","216186.928127449","467340.693872725","40","10","1","2","0","3","5","5","5","1",
"311","소독업","09_30_11_P","4070000","PHMB520244070023042500003","2024-03-18","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 호법면 유산리 580-10","경기도 이천시 호법면 이섭대천로 707","17393","(주)금강산조경","2026-01-14 09:58:53","U","2026-01-16 02:40:00","","238533.310408322","415023.144111375","0","0","1","2","0","3","5","5","5","1",
"312","소독업","09_30_11_P","5690000","PHMB520215690045042500014","2021-07-22","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 보람동 759 강남제일타워","세종특별자치시 남세종로 454, 강남제일타워 8층 802,882호 (보람동)","30150","주식회사 에스피글로벌","2026-01-14 13:53:37","U","2026-01-16 02:40:00","","225890.448392882","330733.456722094","8","8","1","2","0","3","5","5","5","1",
"313","소독업","09_30_11_P","3740000","PHMB520103740031042500006","2008-01-16","","01","영업/정상","13","영업중","","","","","1522-6695","","","경기도 수원시 영통구 이의동 1283번지 광교 센트럴비즈타워","경기도 수원시 영통구 창룡대로 260, 광교 센트럴비즈타워 1116호 (이의동)","16229","(주)태영이엔씨","2026-01-14 13:10:53","U","2026-01-16 02:40:00","","203248.317007337","421498.090312553","209","29","1","2","1","3","5","5","5","1",
"314","소독업","09_30_11_P","3860000","PHMB520253860384042500012","2025-06-23","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 상동 407-1 대양훼미리코아","경기도 부천시 원미구 송내대로73번길 46, 대양훼미리코아 7층 (상동)","14598","벌레자비","2026-01-14 11:00:32","U","2026-01-16 02:40:00","","177959.696089798","443175.867511191","5.08","3.3","1","2","0","3","5","5","5","1",
"315","소독업","09_30_11_P","3930000","PHMB520253930162042500005","2025-07-04","","01","영업/정상","13","영업중","","","","","031-285-3334","","","경기도 안산시 상록구 사동 1271-11 경기테크노파크","경기도 안산시 상록구 해안로 705, 경기테크노파크 3동 4층 413호 (사동)","15588","이앤아이","2026-01-14 10:35:06","U","2026-01-16 02:40:00","","184846.499195767","421001.454559559","0","0","1","2","0","3","5","5","5","1",
"316","소독업","09_30_11_P","4070000","PHMB520184070023042500003","2018-10-25","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 부발읍 가좌리 296-6","경기도 이천시 부발읍 중부대로1204번길 12, 1층","17329","(주)산유","2026-01-14 13:47:23","U","2026-01-16 02:40:00","","240617.874997809","417632.307798075","28.49","4.06","1","2","0","3","5","5","5","1",
"317","소독업","09_30_11_P","3930000","PHMB520253930162042500002","2025-03-11","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 이동 717-2 한양프라자","경기도 안산시 상록구 광덕1로 362, 한양프라자 5층 502-555호 (이동)","15495","주식회사 프롬더우드","2026-01-14 10:38:58","U","2026-01-16 02:40:00","","186642.835","422799.27","9.9","9.9","1","2","0","3","5","5","2","1",
"318","소독업","09_30_11_P","5460000","PHMB520255460011042500001","2025-02-17","","01","영업/정상","13","영업중","","","","","055-963-0144","","","경상남도 함양군 함양읍 교산리 177-28","경상남도 함양군 함양읍 교산2길 19, 양지맨션 상가 D동 101호","50037","함양지역자활센터","2026-01-14 09:34:55","U","2026-01-16 02:40:00","","266071.774882632","224941.764880634","10","10","3","2","1","3","5","5","5","1",
"319","소독업","09_30_11_P","4470000","PHMB520234470017042500006","2023-12-19","","03","폐업","03","폐업","2026-01-14","","","","043-883-0128","","","충청북도 음성군 금왕읍 오선리 478-5","충청북도 음성군 금왕읍 대금로 1088","27639","모아산업","2026-01-14 14:54:52","U","2026-01-16 02:40:00","","249277.011388231","386569.526673879","0","0","1","2","0","3","5","5","5","1",
"320","소독업","09_30_11_P","3310000","PHMB520183310024042500001","2018-11-07","","03","폐업","03","폐업","2026-01-14","","","","623-0931","","","","부산광역시 남구 수영로 282, 1310호 (대연동, 현대오피스텔)","48499","주식회사 유","2026-01-14 15:44:46","U","2026-01-16 02:40:00","","391096.027178014","183868.728564751","85","49","1","2","0","3","5","5","5","1",
"321","소독업","09_30_11_P","4010000","PHMB520234010281042500011","2023-11-07","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 정왕동 1800-3","경기도 시흥시 마유로 376, 501-2호 (정왕동)","15055","주식회사 에이치투솔루션","2026-01-14 17:31:02","U","2026-01-16 02:40:00","","176771.185765304","427430.579735292","12","15","1","2","0","3","5","5","5","1",
"322","소독업","09_30_11_P","4241000","PHMB520244241036042500002","2024-11-25","","01","영업/정상","13","영업중","","","","","033-574-5828","","","강원특별자치도 삼척시 갈천동 138-3","강원특별자치도 삼척시 새천년도로 622, 204호 (갈천동)","25909","주식회사 에코넥스","2026-01-14 08:48:42","U","2026-01-16 02:40:00","","391191.085124222","442556.654284794","0","0","2","2","0","3","5","5","5","2",
"323","소독업","09_30_11_P","4490000","PHMB520264490261042500002","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 동남구 신방동 1230","충청남도 천안시 동남구 통정1로 6-7, 102호 (신방동)","31208","윈클린","2026-01-15 17:26:18","I","2026-01-17 00:20:02","","211402.782483669","363677.248321539","52.8","24.07","1","2","0","3","5","5","5","1",
"324","소독업","09_30_11_P","5370000","PHMB520265370025042500002","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","","경상남도 거제시 장평로6길 15, 성원아파트 상가동 203호 (장평동)","53266","(주)자광종합관리","2026-01-15 16:01:46","I","2026-01-17 00:20:02","","347304.110285849","156041.994190744","0","0","1","2","0","3","5","5","5","1",
"325","소독업","09_30_11_P","3660000","PHMB520263660023042500002","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 탄방동 1150","대전광역시 서구 문정로150번길 36, 1층 103호 (탄방동)","35255","서우종합관리","2026-01-15 17:31:54","I","2026-01-17 00:20:02","","235590.867183189","316370.281555069","5.76","3","1","2","0","3","5","5","5","1",
"326","소독업","09_30_11_P","3780000","PHMB520263780062042500001","2026-01-15","","01","영업/정상","13","영업중","","","","","031-754-5889","","","","경기도 성남시 수정구 청계산로 686, 반도아이비밸리 1층 115호 (고등동)","13105","그린방역","2026-01-15 15:54:02","I","2026-01-17 00:20:02","","208241.11260111","436135.872763869","0","0","1","2","0","3","5","5","5","1",
"327","소독업","09_30_11_P","5530000","PHMB520265530506042500001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 반송동 88-2 필프라자","경기도 화성시 동탄중심상가2길 37, 필프라자 9층 903-V11호 (반송동)","18453","주식회사 엠씨컴퍼니","2026-01-15 15:58:02","I","2026-01-17 00:20:02","","206416.519753714","411630.887417263","4.3","1.5","1","2","0","3","2","2","2","1",
"328","소독업","09_30_11_P","4070000","PHMB520164070023042500002","2016-10-14","","01","영업/정상","13","영업중","","","","","1599-6433","","467-813","경기도 이천시 마장면 이치리 441번지 5호","경기도 이천시 마장면 덕이로202번길  50","467-813","주식회사 에듀가든","2026-01-15 10:28:49","U","2026-01-17 02:40:00","","233189.401483468","416005.547810671","19.5","5.5","1","2","0","3","5","5","5","1",
"329","소독업","09_30_11_P","3610000","PHMB520243610019042500004","2024-10-24","","03","폐업","03","폐업","2025-12-30","","","","","","","광주광역시 남구 월산동 1016-16","광주광역시 남구 대남대로340번길 2, 2층 (월산동)","61625","청소팩토리","2026-01-15 10:51:07","U","2026-01-17 02:40:00","","190231.352946956","182566.131194962","0","0","1","2","0","3","5","5","5","1",
"330","소독업","09_30_11_P","4070000","PHMB520244070023042500005","2024-08-12","","01","영업/정상","13","영업중","","","","","031-635-1125","","","경기도 이천시 갈산동 222 큰산아파트 상가동 103호","경기도 이천시 갈산로133번길 22-15 (갈산동, 큰산아파트)","17349","그린환경산업","2026-01-15 13:45:45","U","2026-01-17 02:40:00","","241438.958129972","420841.421302281","0","0","1","2","0","3","5","5","5","1",
"331","소독업","09_30_11_P","3930000","PHMB519993930154042500001","1999-11-04","","01","영업/정상","13","영업중","","","","","031-411-0113","","425-809","경기도 안산시단원구 고잔동 727번지 3호 궁전타워 306호","경기도 안산시 단원구 광덕동로 95 (고잔동,궁전타워 306호)","","(주)서비스뱅크","2026-01-15 16:05:55","U","2026-01-17 02:40:00","","185091.382946394","423454.566970245","80.5","17.55","1","2","1","5","5","5","5","1",
"332","소독업","09_30_11_P","4610000","PHMB520244610020042500002","2024-05-16","","01","영업/정상","13","영업중","","","","","","","","충청남도 예산군 삽교읍 평촌리 195","충청남도 예산군 삽교읍 수평로 317, 3호","32416","크린킹 청소전문업체","2026-01-15 17:45:53","U","2026-01-17 02:40:00","","174221.05716271","353783.597282214","39","39","2","2","0","3","5","5","16","1",
"333","소독업","09_30_11_P","5150000","PHMB520205150018042500002","2020-06-25","","01","영업/정상","13","영업중","","","","","054-833-1225","","","경상북도 의성군 의성읍 철파리 397번지 21호","경상북도 의성군 의성읍 안평의성로 1122-26, 2층","37333","경북의성지역자활센터","2026-01-15 17:38:45","U","2026-01-17 02:40:00","","350886.98660055","318897.276982132","50","50","1","2","0","4","5","5","20","1",
"334","소독업","09_30_11_P","4070000","PHMB520214070023042500007","2021-07-26","","01","영업/정상","13","영업중","","","","","031-637-5698","","","경기도 이천시 백사면 조읍리 569-4","경기도 이천시 백사면 이여로 352-21, 1동","17311","농업회사법인 주식회사 엠이텍코리아","2026-01-15 11:24:45","U","2026-01-17 02:40:00","","242345.983677223","424842.574994228","25","10","2","2","0","3","10","10","10","1",
"335","소독업","09_30_11_P","4840000","PHMB520214840022042500006","2021-08-27","","01","영업/정상","13","영업중","","","","","","","","","전라남도 광양시 광양읍 회암길 21-8, 2층","57762","(주)우리같이","2026-01-15 09:16:19","U","2026-01-17 02:40:00","","252595.467455099","162887.250628047","0","0","2","2","0","6","5","13","5","1",
"336","소독업","09_30_11_P","5710000","PHMB520155710011042500001","2015-02-03","","01","영업/정상","13","영업중","","","","","043-287-2141","","","충청북도 청주시 서원구 수곡동 681","충청북도 청주시 서원구 수곡로89번길 8-1, 1층 (수곡동)","28685","주식회사 청담이엔지","2026-01-15 17:24:12","U","2026-01-17 02:40:00","","242028.413616848","346602.468663148","76","43","1","2","1","5","5","5","5","1",
"337","소독업","09_30_11_P","4181000","PHMB520254181030042500004","2025-05-12","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 온의동 109","강원특별자치도 춘천시 춘주로 55, 아카이브 3층 315호 (온의동)","24435","클린하기","2026-01-15 11:13:33","U","2026-01-17 02:40:00","","263012.687064638","484869.608953863","2","8","1","2","0","3","5","5","5","6",
"338","소독업","09_30_11_P","4070000","PHMB520214070023042500005","2021-03-09","","01","영업/정상","13","영업중","","","","","1544-3719","","","경기도 이천시 대월면 사동리 30-1","경기도 이천시 대월면 대월로 940, 2층","17342","(주)디엘원","2026-01-15 17:54:37","U","2026-01-17 02:40:00","","243991.870498335","415302.053891838","4.9","5.28","1","2","0","3","5","5","5","1",
"339","소독업","09_30_11_P","4070000","PHMB520214070023042500004","2021-02-17","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 갈산동 219-22","경기도 이천시 갈산로 121, 가동 1층 (갈산동)","17349","지구방제","2026-01-15 11:07:08","U","2026-01-17 02:40:00","","241288.282327109","420731.652212932","3.96","39.2","1","2","0","3","5","5","5","1",
"340","소독업","09_30_11_P","3340000","PHMB520113340025042500002","2011-10-17","","01","영업/정상","13","영업중","","","","","","","604-824","부산광역시 사하구 다대1동 250번지 1호","부산광역시 사하구 다대동로 90 (다대동)","49522","킴스 ENC","2026-01-15 14:39:38","U","2026-01-17 02:40:00","","380063.448724067","175120.936107909","15.6","15.6","4","3","1","5","5","7","10","2",
"341","소독업","09_30_11_P","3440000","PHMB520253440024042500002","2020-06-08","","01","영업/정상","13","영업중","","","","","053-286-1080","","","대구광역시 남구 대명동 1059-1","대구광역시 남구 대명로 66, 606호 (대명동)","42484","주식회사 피플업","2026-01-15 13:05:27","U","2026-01-17 02:40:00","","341317.279972832","260991.856946422","100.8","10","1","2","0","3","5","5","5","1",
"342","소독업","09_30_11_P","5530000","PHMB520255530506042500002","2025-02-21","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 병점동 887-2","경기도 화성시 병점노을5로 20, 골든스퀘어II 9층 912호 (병점동)","18371","애니젠 경기지점(ANYGEN)","2026-01-15 17:04:17","U","2026-01-17 02:40:00","","202647.633362278","411567.109699557","32.78","4.2","1","2","0","3","5","5","5","1",
"343","소독업","09_30_11_P","3240000","PHMB520243240033042500008","2024-12-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 상일동 501-2 한국종합기술사옥","서울특별시 강동구 상일로6길 21, 한국종합기술사옥 2층 (상일동)","05288","(주)한국종합서비스","2026-01-15 09:59:41","U","2026-01-17 02:40:00","","215339.644961398","449736.84921869","0","0","1","2","0","3","5","5","5","1",
