"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"70","담배소매업","11_43_02_P","5330000","2024533026605600001","2024-01-10","","03","폐업","2","폐업처리","2026-04-01","","","","","","","경상남도 통영시 광도면 죽림리 1574-59","경상남도 통영시 광도면 죽림2로 55-70, 1층","53015","세븐일레븐 통영죽림중앙점","2026-04-01 13:56:40","U","2026-04-03 02:40:00","","329919.581847195","154380.143938395","20240110","제7조의3제2항에따른경우",
"71","담배소매업","11_43_02_P","3110000","2010311013105600116","2010-10-14","","03","폐업","2","폐업처리","2026-04-01","","","","02-385-5249","","","서울특별시 은평구 불광동 310-28","서울특별시 은평구 연서로 253 (불광동)","03345","우리농산물마트","2026-04-01 16:45:41","U","2026-04-03 02:40:00","","193102.443562169","457521.75868297","20101014","제7조의3제2항에따른경우",
"72","담배소매업","11_43_02_P","3460000","2022346017505600001","2022-01-04","","03","폐업","2","폐업처리","2026-04-01","","","","","","","대구광역시 수성구 상동 380-1 1층","대구광역시 수성구 수성로 74, 1층 (상동)","42167","세븐일레븐 수성동일하이빌점","2026-04-01 09:46:33","U","2026-04-03 02:40:00","","345549.257445085","260294.095013933","20220104","제7조의3제3항에따른경우",
"73","담배소매업","11_43_02_P","5670000","2021567057205600049","2021-12-22","","03","폐업","2","폐업처리","2026-04-01","","","","","","","경상남도 창원시 마산회원구 봉암동 461-12","경상남도 창원시 마산회원구 봉양로 83(봉암동)","51347","세븐일레븐 마산회원봉암점","2026-04-01 13:35:28","U","2026-04-03 02:40:00","","345284.910465729","192459.737756982","20211222","제7조의3제2항에따른경우",
"74","담배소매업","11_43_02_P","3990000","2023399046505600045","2023-04-24","","03","폐업","2","폐업처리","2026-04-01","2023-05-09","2023-06-08","","","","","경기도 남양주시 다산동 6245","경기도 남양주시 다산지금로163번길 6, 한강프리미어갤러리 알132호 (다산동)","12284","블루25(다산지금 갤러리점)","2026-04-01 16:51:21","U","2026-04-03 02:40:00","","215322.387416162","455062.655422628","20230424","제7조의3제2항에따른경우",
"75","담배소매업","11_43_02_P","3500000","2024350016105600010","2024-05-22","2026-04-01","04","취소/말소/만료/정지/중지","3","직권취소","","","","","032-233-3344","","","인천광역시 동구 송림동 50-49","인천광역시 동구 샛골로162번길 26, 1층 101호 (송림동)","22544","한서 리퍼마켓","2026-04-01 16:20:21","U","2026-04-03 02:40:00","","168646.084871094","441694.267032512","20240522","제7조의3제2항에따른경우",
"76","담배소매업","11_43_02_P","3300000","2002330001605600687","1989-08-22","","03","폐업","2","폐업처리","2026-04-01","","","","","","","부산광역시 동래구 안락동 58번지 2   호","부산광역시 동래구 충렬대로 498 (안락동)","","동창슈퍼식당","2026-04-01 11:00:14","U","2026-04-03 02:40:00","","392298.060530315","190371.185321278","19890822","제7조의3제2항에따른경우",
"77","담배소매업","11_43_02_P","3000000","2016300016905600084","2016-12-02","","03","폐업","2","폐업처리","2026-04-01","","","","","","","","서울특별시 종로구 지봉로 지하 112 (창신동, 6호선 창신역)","03108","GS25 S6창신역","2026-04-01 15:14:25","U","2026-04-03 02:40:00","","201272.166156223","453016.957398342","20161202","제7조의3제3항에따른경우",
"78","담배소매업","11_43_02_P","3020000","2014302009505600053","2014-09-26","","03","폐업","2","폐업처리","2026-04-01","","","","","","140-090","서울특별시 용산구 신계동 36번지 14호 3층","서울특별시 용산구 새창로 156, 3층 (신계동)","140-090","용산전자담배헬로바론식스","2026-04-01 15:42:01","U","2026-04-03 02:40:00","","196613.694795575","447947.09808269","20140926","제7조의3제2항에따른경우",
"79","담배소매업","11_43_02_P","3500000","2021350013205600016","2021-10-18","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 동구 송림동 50-6","인천광역시 동구 샛골로 170(송림동)","22544","생수나라","2026-04-01 16:16:58","U","2026-04-03 02:40:00","","168577.687164007","441760.951071612","20211018","제7조의3제2항에따른경우",
"80","담배소매업","11_43_02_P","4800000","2025480035905600052","2025-12-16","","03","폐업","2","폐업처리","2026-04-01","","","","","","","전라남도 목포시 상동 992-11","전라남도 목포시 비파로51번길 8, 1층 (상동)","58691","(주)코리아세븐 목포하당신흥점","2026-04-01 14:39:22","U","2026-04-03 02:40:00","","147378.887186871","145074.88210652","20251216","제7조의3제2항에따른경우",
"81","담배소매업","11_43_02_P","3560000","2024356022205600022","2024-03-12","","03","폐업","2","폐업처리","2026-04-01","","","","","","","인천광역시 서구 청라동 11-5","인천광역시 서구 장도로 57 (청라동)","22756","에이미스 서부점","2026-04-01 10:06:19","U","2026-04-03 02:40:00","","164781.693503192","448281.683791939","20240312","제7조의3제3항에따른경우",
"82","담배소매업","11_43_02_P","3350000","2024335013505600012","2024-03-15","","03","폐업","2","폐업처리","2026-04-01","","","","","","","부산광역시 금정구 구서동 166-4","부산광역시 금정구 중앙대로1929번길 46-1, 1층 (구서동)","46230","세븐일레븐 부산구서신동아점","2026-04-01 13:58:43","U","2026-04-03 02:40:00","","390022.10333303","197269.906781513","20240315","제7조의3제2항에따른경우",
"83","담배소매업","11_43_02_P","3480000","2017348035805600011","2017-06-05","","01","영업/정상","0","정상영업","","","","","053-607-2000","","","대구광역시 달성군 화원읍 설화리 555 농협달성유통센터","대구광역시 달성군 화원읍 성천로 9, 농협달성유통센터 1층","42945","(주)농협하나로유통달성농산물종합유통센터","2026-04-01 10:13:35","U","2026-04-03 02:40:00","","334364.325541198","256516.373854809","20170605","제7조의3제2항에따른경우",
"84","담배소매업","11_43_02_P","3070000","2014307021605600390","2014-12-30","","01","영업/정상","0","정상영업","","","","","","","136-075","서울특별시 성북구 안암동5가 134번지 42호 1층","서울특별시 성북구 안암로 67, 1층 (안암동5가)","136-075","위베이프 고래전자담배 고려대점","2026-04-01 15:57:35","U","2026-04-03 02:40:00","","202483.986945168","453356.172586974","20141230","제7조의3제2항에따른경우",
"85","담배소매업","11_43_02_P","5690000","2026569040805600003","2026-02-06","","01","영업/정상","0","정상영업","","","","","","","","세종특별자치시 보람동 712 시드니하트","세종특별자치시 시청대로 219, 시드니하트 1층 102호 (보람동)","30151","온앤오프24 세종수변공원점","2026-04-01 14:12:27","U","2026-04-03 02:40:00","","226261.337114836","331486.120283846","20260206","제7조의3제2항에따른경우",
"86","담배소매업","11_43_02_P","3910000","2020391003505600069","2020-07-22","","01","영업/정상","0","정상영업","","","","","","","","경기도 평택시 도일동 240-4","경기도 평택시 도일로 149 (도일동)","17723","행운복권방","2026-04-01 14:43:44","U","2026-04-03 02:40:00","","209809.625438095","394559.14237936","20200722","제7조의3제2항에따른경우",
"87","담배소매업","11_43_02_P","5710000","2022573002305600094","2022-12-08","","03","폐업","2","폐업처리","2026-04-01","","","","","","","충청북도 청주시 흥덕구 강내면 월곡리 150-75","충청북도 청주시 흥덕구 강내면 가로수로 654, 1층","28171","세븐일레븐 청주IC점","2026-04-01 14:54:47","U","2026-04-03 02:40:00","","233212.061614954","346997.044144404","20221208","제7조의3제2항에따른경우",
"88","담배소매업","11_43_02_P","4510000","2022451023105600035","2022-12-21","","03","폐업","2","폐업처리","2026-04-01","","","","","","","충청남도 보령시 궁촌동 63 SK편의점","충청남도 보령시 현충탑길 49(궁촌동)","33473","씨유 보령궁촌점","2026-04-01 15:52:39","U","2026-04-03 02:40:00","","163771.609343649","315766.158114268","20221221","제7조의3제2항에따른경우",
"89","담배소매업","11_43_02_P","4711000","2021471020905600003","2021-02-03","","03","폐업","2","폐업처리","2026-04-01","","","","","","","전북특별자치도 김제시 요촌동 321-17","전북특별자치도 김제시 중앙로 104, 1동 1층 (요촌동)","54384","씨유 김제청보리점","2026-04-01 15:24:41","U","2026-04-03 02:40:00","","189726.5857842","255985.484482077","20210203","제7조의3제2항에따른경우",
"90","담배소매업","11_43_02_P","4711000","2007471014805600036","2007-10-23","","03","폐업","2","폐업처리","2026-04-01","","","","063-547-3990","","576-010","전북특별자치도 김제시 요촌동 272-5번지","","","종합신발","2026-04-01 15:24:25","U","2026-04-03 02:40:00","","","","20071023","2009년11월법개정전자료",
"91","담배소매업","11_43_02_P","3450000","2014345009905600028","2014-04-21","","03","폐업","2","폐업처리","2026-04-01","","","","","","","","대구광역시 북구 태전로1길 28, 가동 (태전동)","702-863","대백마트 태전점","2026-04-01 15:03:06","U","2026-04-03 02:40:00","","339192.2587077","269983.732007627","20140421","제7조의3제3항에따른경우",
"92","담배소매업","11_43_02_P","5430000","2006543004505600013","2006-05-04","","01","영업/정상","0","정상영업","","","","","055-862-6642","","","경상남도 남해군 설천면 금음리 754-1 농협하나로마트","경상남도 남해군 설천면 설천로 652, 농협하나로마트","52401","새남해농협설천지점","2026-04-01 15:40:36","U","2026-04-03 02:40:00","","283670.004160672","158437.777715128","20060504","2009년11월법개정전자료",
"93","담배소매업","11_43_02_P","3700000","2012370007805600046","2012-04-30","","03","폐업","2","폐업처리","2026-04-01","","","","","","680-824","울산광역시 남구 신정3동 501번지 39호","울산광역시 남구 중앙로258번길 20 (신정동)","680-824","자연애마트(동남)","2026-04-01 18:02:45","U","2026-04-03 02:40:00","","409679.648421367","229620.280339706","20120430","제7조의3제2항에따른경우",
"94","담배소매업","11_43_02_P","3700000","2009370005305600137","2009-09-24","","01","영업/정상","0","정상영업","","","","","277-3003","","","울산광역시 남구 무거동 618-17","울산광역시 남구 대학로94번길 5-21, 1층 (무거동)","44611","겸손구제","2026-04-01 17:23:26","U","2026-04-03 02:40:00","","404969.461040135","229498.491718317","20090924","2009년11월법개정전자료",
"95","담배소매업","11_43_02_P","3570000","2020357014205600017","2020-09-04","","03","폐업","2","폐업처리","2026-04-01","","","","","","","인천광역시 강화군 불은면 두운리 339-5","인천광역시 강화군 불은면 고려왕릉로 375","23046","이마트24 self 호세요양원점","2026-04-01 11:03:10","U","2026-04-03 02:40:00","","153786.456524101","463787.939231706","20200904","제7조의3제2항에따른경우",
"96","담배소매업","11_43_02_P","5590000","2020559026205600072","2020-10-12","","01","영업/정상","0","정상영업","","","","","","","","경기도 양주시 장흥면 교현리 407-3 제2동 1층","경기도 양주시 장흥면 북한산로 782, 제2동 1층","11523","씨유(CU)양주 교현리점","2026-04-01 11:06:02","U","2026-04-03 02:40:00","","196907.800421097","465576.516096173","20201012","제7조의3제2항에따른경우",
"97","담배소매업","11_43_02_P","3290000","2026329018605600011","2026-02-20","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 부산진구 초읍동 676 포레나 부산초읍","부산광역시 부산진구 초연로 6, 301동 102호 (초읍동, 포레나 부산초읍)","47107","지에스(GS)25 초읍한화점","2026-04-01 09:33:56","U","2026-04-03 02:40:00","","386373.758776587","188100.567265878","20260220","제7조의3제2항에따른경우",
"98","담배소매업","11_43_02_P","3690000","2020369015205600025","2020-11-18","","03","폐업","2","폐업처리","2026-04-01","","","","","","","울산광역시 중구 반구동 775-13","울산광역시 중구 내황2길 44 (반구동)","44504","세븐일레븐 울산반구내황점","2026-04-01 10:55:30","U","2026-04-03 02:40:00","","412526.514842103","230674.206484269","20201118","제7조의3제2항에따른경우",
"99","담배소매업","11_43_02_P","4800000","2025480035905600027","2025-06-30","","03","폐업","2","폐업처리","2026-04-01","","","","","","","전라남도 목포시 석현동 898-3","전라남도 목포시 영산로 719-21, 109-115호 (석현동)","58607","온누리마트","2026-04-01 14:11:28","U","2026-04-03 02:40:00","","146754.530956008","147746.113176998","20250630","제7조의3제2항에따른경우",
"100","담배소매업","11_43_02_P","4490000","2025565003205600035","2025-06-20","","03","폐업","2","폐업처리","2026-04-01","","","","","","","충청남도 천안시 동남구 청당동 158 104호","충청남도 천안시 동남구 청당5로 43, 104호 (청당동)","31211","앤베이프전자담배","2026-04-01 16:40:41","U","2026-04-03 02:40:00","","213508.040458253","364449.371399839","20250620","제7조의3제2항에따른경우",
