번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부,Unnamed: 44,record_key
809,숙박업,03_11_03_P,3030000,3030000-201-2026-00001,2026-02-04,,1,영업/정상,1,영업,,,,,,69.5,133-826,서울특별시 성동구 성수동2가 250-30,"서울특별시 성동구 동일로 75, 3층,4층 (성수동2가)",4786.0,청화스테이,2026-02-20 16:56:05,U,2026-02-22 02:40:00,관광호텔,205439.236017865,448604.933857576,관광호텔,4,0,3,4,0,0,0,2,,,,임대,0.0,0.0,N,,청화스테이_서울특별시성동구성수동2가250-30
485,숙박업,03_11_03_P,3130000,3130000-201-2026-00004,2026-02-04,,1,영업/정상,1,영업,,,,,,341.4,121-807,서울특별시 마포구 노고산동 106-7 BS타워,"서울특별시 마포구 서강로 132, BS타워 4,7층 (노고산동)",4100.0,더집서울,2026-02-05 09:07:07,I,2026-02-07 00:20:02,관광호텔,194225.490221946,450179.109724203,관광호텔,47,0,0,0,0,0,0,0,,,,,0.0,0.0,N,,더집서울_서울특별시마포구노고산동106-7BS타워
723,숙박업,03_11_03_P,3580000,3580000-201-2026-00001,2026-02-03,,1,영업/정상,1,영업,,,,,,588.12,409-833,인천광역시 옹진군 북도면 장봉리 146-1,인천광역시 옹진군 북도면 장봉로 228,23112.0,장봉도 소나무향기펜션,2026-02-13 16:01:05,U,2026-02-15 02:40:00,숙박업 기타,144112.310206403,447910.444722713,숙박업 기타,2,0,1,2,0,0,13,3,,,,임대,0.0,0.0,N,,장봉도소나무향기펜션_인천광역시옹진군북도면장봉리146-1
403,숙박업,03_11_03_P,4351000,4351000-214-2026-00003,2026-02-03,,1,영업/정상,1,영업,,,,,,296.92,,강원특별자치도 양양군 손양면 여운포리 11,강원특별자치도 양양군 손양면 동해대로 1717-62,25042.0,여운포리 스테이,2026-02-03 16:00:37,I,2026-02-06 00:20:02,숙박업(생활),349081.443768673,505046.202531519,숙박업(생활),2,1,2,0,1,0,0,1,,,,자가,0.0,0.0,N,,여운포리스테이_강원특별자치도양양군손양면여운포리11
486,숙박업,03_11_03_P,3130000,3130000-201-2026-00003,2026-02-03,,1,영업/정상,1,영업,,,,,,501.0,121-807,서울특별시 마포구 노고산동 57-39 신촌병우빌딩,"서울특별시 마포구 서강로 133, 신촌병우빌딩 5,7층 (노고산동)",4058.0,스테이플랜비,2026-02-05 09:08:57,I,2026-02-07 00:20:02,숙박업 기타,194209.190531122,450239.854658343,숙박업 기타,0,0,0,0,0,0,0,14,,,,,0.0,0.0,N,,스테이플랜비_서울특별시마포구노고산동57-39신촌병우빌딩
487,숙박업,03_11_03_P,3380000,3380000-214-2026-00005,2026-02-02,,1,영업/정상,1,영업,,,,,,346.15,613-828,부산광역시 수영구 민락동 179-3,"부산광역시 수영구 광안해변로 235, 7층 (민락동)",48284.0,너의계절,2026-02-05 09:16:55,I,2026-02-07 00:20:02,숙박업(생활),393085.150482681,186011.990468756,숙박업(생활),0,0,7,7,0,0,0,4,,,,,0.0,0.0,N,,너의계절_부산광역시수영구민락동179-3
402,숙박업,03_11_03_P,3290000,3290000-214-2026-00004,2026-02-02,,1,영업/정상,1,영업,,,,,,121.32,614-849,부산광역시 부산진구 부전동 396-11,"부산광역시 부산진구 새싹로 26-1, 2층 (부전동)",47253.0,해월가,2026-02-03 09:53:43,I,2026-02-06 00:20:02,숙박업(생활),387391.27958454,186492.56430288,숙박업(생활),3,0,2,0,0,0,0,2,,,,,0.0,0.0,N,,해월가_부산광역시부산진구부전동396-11
2,숙박업,03_11_03_P,5710000,5720000-201-2026-00002,2026-02-02,,1,영업/정상,1,영업,,,,,,412.32,360-874,충청북도 청주시 상당구 미원면 미원리 440-2 미원 버스터미널,"충청북도 청주시 상당구 미원면 단재로 2395, 미원 버스터미널 2층 일부호",28199.0,양지모텔,2026-02-02 11:37:27,I,2026-02-04 00:20:02,여관업,258427.899050601,347986.536355678,여관업,2,1,2,2,0,0,0,13,,,,자가,0.0,0.0,N,,양지모텔_충청북도청주시상당구미원면미원리440-2미원버스터미널
559,숙박업,03_11_03_P,3570000,3570000-214-2026-00002,2026-02-02,,1,영업/정상,1,영업,,,,,,438.0,417-911,인천광역시 강화군 삼산면 매음리 251-2,"인천광역시 강화군 삼산면 삼산남로 442-15, 1~2동 1~3층",23007.0,스테이안단테 펜션,2026-02-08 16:21:10,U,2026-02-10 02:40:00,숙박업(생활),142634.026584969,463023.781715773,숙박업(생활),3,0,1,3,0,0,0,9,,,,임대,0.0,0.0,N,,스테이안단테펜션_인천광역시강화군삼산면매음리251-2
551,숙박업,03_11_03_P,3000000,3000000-214-2026-00011,2026-02-02,,1,영업/정상,1,영업,,,,,,78.24,110-845,서울특별시 종로구 충신동 148,"서울특별시 종로구 율곡로22길 12-14, 4층 (충신동)",3123.0,연경당,2026-02-06 17:55:12,U,2026-02-08 02:40:00,숙박업(생활),200349.182282318,452499.369331122,숙박업(생활),0,0,4,4,0,0,0,2,,,,,0.0,0.0,N,,연경당_서울특별시종로구충신동148
404,숙박업,03_11_03_P,3000000,3000000-214-2026-00010,2026-02-02,,1,영업/정상,1,영업,,,,,,78.24,110-845,서울특별시 종로구 충신동 148,"서울특별시 종로구 율곡로22길 12-14, 7층 (충신동)",3123.0,스테이 봄,2026-02-03 12:58:39,I,2026-02-06 00:20:02,숙박업(생활),200349.182282318,452499.369331122,숙박업(생활),0,0,7,7,0,0,0,1,,,,,0.0,0.0,N,,스테이봄_서울특별시종로구충신동148
407,숙박업,03_11_03_P,3290000,3290000-214-2026-00005,2026-02-02,,1,영업/정상,1,영업,,,,,,129.49,614-876,부산광역시 부산진구 부전동 466-15,"부산광역시 부산진구 부전로 89, 3층 (부전동)",47258.0,시재료칸 부산서면점,2026-02-03 10:00:48,I,2026-02-06 00:20:02,숙박업(생활),387136.793044667,186263.633261374,숙박업(생활),5,1,3,0,0,0,0,2,,,,,0.0,0.0,N,,시재료칸부산서면점_부산광역시부산진구부전동466-15
406,숙박업,03_11_03_P,3290000,3290000-214-2026-00006,2026-02-02,,1,영업/정상,1,영업,,,,,,69.63,614-845,부산광역시 부산진구 부전동 168-5,"부산광역시 부산진구 동천로95번길 21, 3층 (부전동)",47292.0,소요스테이,2026-02-03 10:41:20,I,2026-02-06 00:20:02,숙박업(생활),387728.37048179,186164.618196994,숙박업(생활),3,0,3,0,0,0,0,1,,,,,0.0,0.0,N,,소요스테이_부산광역시부산진구부전동168-5
505,숙박업,03_11_03_P,3380000,3380000-214-2026-00004,2026-01-30,,1,영업/정상,1,영업,,,,,,226.23,613-827,부산광역시 수영구 민락동 110-43 마린리치2,"부산광역시 수영구 광안해변로344번길 17-9, 마린리치2 5층 (민락동)",48280.0,다해,2026-02-05 09:17:08,U,2026-02-07 02:40:00,숙박업(생활),394127.73472762,186085.559437142,숙박업(생활),0,0,5,5,0,0,0,3,,,,,0.0,0.0,N,,다해_부산광역시수영구민락동110-43마린리치2
718,숙박업,03_11_03_P,3210000,3210000-214-2026-00001,2026-01-30,,1,영업/정상,1,영업,,,,,,1009.13,137-876,서울특별시 서초구 서초동 1591-6,서울특별시 서초구 반포대로16길 30 (서초동),6652.0,KM하우스,2026-02-13 16:14:45,U,2026-02-15 02:40:00,숙박업(생활),201047.631856303,442639.768339294,숙박업(생활),0,0,0,0,0,0,0,34,,,,,0.0,0.0,N,,KM하우스_서울특별시서초구서초동1591-6
545,숙박업,03_11_03_P,3570000,3570000-214-2026-00001,2026-01-30,,1,영업/정상,1,영업,,,,,,76.62,417-842,인천광역시 강화군 길상면 동검리 589-31,"인천광역시 강화군 길상면 동검길 167-18, 1층",23053.0,유한회사 씨앤그로우,2026-02-06 13:23:05,U,2026-02-08 02:40:00,숙박업(생활),156622.66983427,453959.229988706,숙박업(생활),1,0,0,0,0,0,0,1,,,,임대,0.0,0.0,N,,유한회사씨앤그로우_인천광역시강화군길상면동검리589-31
685,숙박업,03_11_03_P,3010000,3010000-214-2026-00006,2026-01-29,,1,영업/정상,1,영업,,,,,,179.12,100-197,서울특별시 중구 을지로7가 63,"서울특별시 중구 퇴계로63길 22, 2~5층 (을지로7가)",4565.0,스테이 쉼,2026-02-12 16:19:08,U,2026-02-14 02:40:00,숙박업(생활),200710.77679721,451455.325218208,숙박업(생활),5,1,2,5,0,0,0,5,,,,임대,0.0,0.0,N,,스테이쉼_서울특별시중구을지로7가63
442,숙박업,03_11_03_P,3330000,3330000-201-2026-00003,2026-01-29,,1,영업/정상,1,영업,,,,,,319.08,612-821,부산광역시 해운대구 우동 639-7,"부산광역시 해운대구 해운대로 598, CW마린빌딩 4층 (우동)",48094.0,해운대 마린 캡슐호텔&스파,2026-02-03 14:18:58,U,2026-02-06 02:40:00,숙박업 기타,396444.732990671,186907.189744449,숙박업 기타,0,0,0,0,0,0,0,2,,,,,0.0,0.0,N,,해운대마린캡슐호텔&스파_부산광역시해운대구우동639-7
405,숙박업,03_11_03_P,3000000,3000000-214-2026-00009,2026-01-29,,1,영업/정상,1,영업,,,,,,298.91,110-845,서울특별시 종로구 충신동 69-4 온코리아 스테이,"서울특별시 종로구 율곡로 230-13, 온코리아 스테이 (충신동)",3123.0,온코리아 스테이,2026-02-03 10:14:18,I,2026-02-06 00:20:02,숙박업(생활),200297.411363988,452567.967939751,숙박업(생활),0,0,1,5,0,0,0,10,,,,,0.0,0.0,N,,온코리아스테이_서울특별시종로구충신동69-4온코리아스테이
653,숙박업,03_11_03_P,4170000,4170000-214-2026-00003,2026-01-27,,1,영업/정상,1,영업,,,,,,186.46,476-813,경기도 양평군 서종면 서후리 518-16,경기도 양평군 서종면 송골길 146,12504.0,세이지(빌라모자이크),2026-02-11 11:12:03,U,2026-02-13 02:40:00,숙박업(생활),236170.986147155,451709.777491053,숙박업(생활),1,0,1,1,0,0,0,2,,,,임대,0.0,0.0,N,,세이지(빌라모자이크)_경기도양평군서종면서후리518-16
960,숙박업,03_11_03_P,5020000,5040000-214-2026-00001,2026-01-26,,1,영업/정상,1,영업,,,,,,282.36,791-803,경상북도 포항시 북구 두호동 839 2층,"경상북도 포항시 북구 삼호로253번길 17-5, 2층 (두호동)",37625.0,나루스테이,2026-02-25 10:08:16,U,2026-02-27 02:40:00,숙박업(생활),414167.011063231,287123.610356221,숙박업(생활),0,0,2,2,0,0,0,6,,,,,0.0,0.0,N,,나루스테이_경상북도포항시북구두호동8392층
959,숙박업,03_11_03_P,4221000,4221000-201-2026-00001,2026-01-26,,1,영업/정상,1,영업,,,,,,236.68,,강원특별자치도 태백시 화전동 342,"강원특별자치도 태백시 태백로 266-15, C동 2층 (화전동)",26003.0,골든호텔,2026-02-25 14:46:08,U,2026-02-27 02:40:00,일반호텔,372457.915742473,413269.137397403,일반호텔,1,0,2,2,0,0,4,4,,,,,0.0,0.0,N,,골든호텔_강원특별자치도태백시화전동342
738,숙박업,03_11_03_P,3010000,3010000-214-2026-00005,2026-01-26,,1,영업/정상,1,영업,,,,,,88.62,100-195,서울특별시 중구 을지로5가 148-2,"서울특별시 중구 을지로38길 30, 2-3층 (을지로5가)",4561.0,미리네 스테이,2026-02-18 10:55:35,U,2026-02-20 02:40:00,숙박업(생활),200212.624773672,451455.935226392,숙박업(생활),2,0,0,0,0,0,0,2,,,,임대,0.0,0.0,N,,미리네스테이_서울특별시중구을지로5가148-2
283,숙박업,03_11_03_P,5530000,5740000-201-2026-00001,2026-01-26,,1,영업/정상,1,영업,,,,,,218.25,,경기도 화성시 만세구 서신면 제부리 78 1층 전체,"경기도 화성시 만세구 서신면 제부말길 175, 1층 전체",,마리아민박,2026-01-26 11:14:03,I,2026-02-04 01:35:23,숙박업 기타,166221.207226009,406978.049156303,숙박업 기타,0,0,0,0,0,0,7,0,,,,,0.0,0.0,N,,마리아민박_경기도화성시만세구서신면제부리781층전체
851,숙박업,03_11_03_P,3650000,3650000-214-2026-00002,2026-01-26,,1,영업/정상,1,영업,,,,,,151.8,301-839,"대전광역시 중구 은행동 170-43 2,3층","대전광역시 중구 중앙로164번길 44, 2,3층 (은행동)",34924.0,스테이203,2026-02-23 14:04:56,U,2026-02-25 02:40:00,숙박업(생활),238411.000216292,314157.59160915,숙박업(생활),4,1,2,3,0,0,0,4,,,,,0.0,0.0,N,,"스테이203_대전광역시중구은행동170-432,3층"
716,숙박업,03_11_03_P,3270000,3270000-214-2026-00003,2026-01-23,,1,영업/정상,1,영업,,,,,,314.24,601-839,부산광역시 동구 초량동 1203-17,"부산광역시 동구 중앙대로196번길 12-9, 4~5층 (초량동)",48821.0,첼로하우스,2026-02-13 14:20:12,U,2026-02-15 02:40:00,숙박업(생활),385953.346847996,181288.732418292,숙박업(생활),5,1,4,5,0,0,0,10,,,,,0.0,0.0,N,,첼로하우스_부산광역시동구초량동1203-17
379,숙박업,03_11_03_P,3650000,3650000-214-2026-00001,2026-01-19,,1,영업/정상,1,영업,,,,,,162.46,301-802,대전광역시 중구 대흥동 117-5 5층,"대전광역시 중구 대흥로 162, 5층 (대흥동)",34928.0,주식회사기앤안,2026-01-30 17:35:06,U,2026-02-04 11:04:37,숙박업(생활),238537.752331843,313847.637935513,숙박업(생활),5,1,5,5,0,0,0,2,,,,,0.0,0.0,N,,주식회사기앤안_대전광역시중구대흥동117-55층
504,숙박업,03_11_03_P,3130000,3130000-201-2026-00001,2026-01-16,,1,영업/정상,1,영업,,,,,,657.67,121-807,서울특별시 마포구 노고산동 106-48,서울특별시 마포구 서강로20길 26 (노고산동),4109.0,지 하우스 글로벌(G House Global),2026-02-04 13:46:12,U,2026-02-07 02:40:00,일반호텔,194308.457505554,450111.697147108,일반호텔,5,1,0,0,0,0,0,24,,,,임대,0.0,0.0,N,,지하우스글로벌(GHouseGlobal)_서울특별시마포구노고산동106-48
603,숙박업,03_11_03_P,5250000,5250000-214-2026-00001,2026-01-16,,1,영업/정상,1,영업,,,,,07082337706,265.72,767-901,경상북도 울진군 평해읍 거일리 59-4,"경상북도 울진군 평해읍 박실길 12-4, 1층",36368.0,오션라포즈,2026-02-10 15:47:37,I,2026-02-12 00:20:02,숙박업(생활),420953.980140269,359472.95995662,숙박업(생활),3,0,1,3,0,0,0,4,,,,자가,0.0,0.0,N,,오션라포즈_경상북도울진군평해읍거일리59-4
1,숙박업,03_11_03_P,4870000,4870000-214-2026-00001,2026-01-15,,1,영업/정상,1,영업,,,,,,130.09,542-863,전라남도 구례군 토지면 외곡리 843 봉쥬르펜션,"전라남도 구례군 토지면 섬진강대로 4310-20, 봉쥬르펜션",57623.0,지리산봉쥬르펜션,2026-02-01 16:23:29,U,2026-02-03 02:40:00,숙박업(생활),254670.975314816,189409.157888322,숙박업(생활),2,0,1,2,0,0,0,5,,,,,0.0,0.0,N,,지리산봉쥬르펜션_전라남도구례군토지면외곡리843봉쥬르펜션
717,숙박업,03_11_03_P,3330000,3330000-201-2026-00002,2026-01-15,,1,영업/정상,1,영업,,,,,,1872.9,612-821,부산광역시 해운대구 우동 637-11,부산광역시 해운대구 구남로18번길 48 (우동),48094.0,아늑 리조트 앤스파 부산 해운대3,2026-02-13 10:50:47,U,2026-02-15 02:40:00,숙박업 기타,396514.151016861,186797.144971139,숙박업 기타,0,0,0,0,0,0,0,20,,,,,0.0,0.0,N,,아늑리조트앤스파부산해운대3_부산광역시해운대구우동637-11
764,숙박업,03_11_03_P,3990000,3990000-214-2026-00001,2026-01-15,,1,영업/정상,1,영업,,,,,,1738.16,472-865,"경기도 남양주시 진접읍 장현리 349-1 스카이마크91, 3~20층 일부호","경기도 남양주시 진접읍 장현천로 19, 스카이마크91 3~20층 일부호",12013.0,스카이91 레지던스,2026-02-19 09:36:37,U,2026-02-21 02:40:00,숙박업(생활),216151.289888113,468446.346830855,숙박업(생활),20,2,3,20,0,0,62,0,,,,자가,0.0,0.0,N,,"스카이91레지던스_경기도남양주시진접읍장현리349-1스카이마크91,3~20층일부호"
584,숙박업,03_11_03_P,4351000,4351000-214-2026-00002,2026-01-13,,1,영업/정상,1,영업,,,,,,26594.96,,강원특별자치도 양양군 양양읍 조산리 440-7,강원특별자치도 양양군 양양읍 해맞이길 88,25015.0,에머슨스위트낙산,2026-02-09 14:33:13,U,2026-02-11 02:40:00,숙박업(생활),343323.397621593,513686.855260363,숙박업(생활),35,5,1,35,0,0,0,266,,,,,0.0,0.0,N,,에머슨스위트낙산_강원특별자치도양양군양양읍조산리440-7
763,숙박업,03_11_03_P,3380000,3380000-214-2026-00001,2026-01-05,,1,영업/정상,1,영업,,,,,,150.12,613-805,부산광역시 수영구 광안동 183-16,"부산광역시 수영구 광남로 103-3, 7층 (광안동)",48302.0,로프트 부산,2026-02-19 17:07:07,U,2026-02-21 02:40:00,숙박업(생활),392639.545533527,185609.907098712,숙박업(생활),7,0,7,0,0,0,0,2,,,,,0.0,0.0,N,,로프트부산_부산광역시수영구광안동183-16
1022,숙박업,03_11_03_P,4490000,5650000-214-2025-00002,2025-12-31,,1,영업/정상,1,영업,,,,,,564.0,330-010,충청남도 천안시 동남구 대흥동 20-9,충청남도 천안시 동남구 대흥로 254 (대흥동),31128.0,이지스테이천안,2026-02-26 11:06:53,U,2026-02-28 02:40:00,숙박업(생활),213195.415086533,367684.298783442,숙박업(생활),10,1,2,10,0,0,0,34,,,,,0.0,0.0,N,,이지스테이천안_충청남도천안시동남구대흥동20-9
616,숙박업,03_11_03_P,3010000,3010000-214-2025-00025,2025-12-08,,1,영업/정상,1,영업,,,,,,376.47,100-197,서울특별시 중구 을지로7가 58-1 FIN TOWER,"서울특별시 중구 을지로 280-2, FIN TOWER 9~10층 (을지로7가)",4565.0,하이메이트 동대문,2026-02-10 12:57:19,U,2026-02-12 02:40:00,숙박업(생활),200730.296204033,451454.338715818,숙박업(생활),0,0,0,0,0,0,0,13,,,,,0.0,0.0,N,,하이메이트동대문_서울특별시중구을지로7가58-1FINTOWER
384,숙박업,03_11_03_P,3380000,3380000-214-2025-00035,2025-12-03,,1,영업/정상,1,영업,,,,,,57.45,613-830,부산광역시 수영구 수영동 95,"부산광역시 수영구 수영성로 9, 2층 (수영동)",48227.0,벡스코 조조하우스,2026-01-30 13:28:03,U,2026-02-04 11:04:37,숙박업(생활),392954.732915856,187686.179197087,숙박업(생활),0,0,2,2,0,0,0,1,,,,,0.0,0.0,N,,벡스코조조하우스_부산광역시수영구수영동95
549,숙박업,03_11_03_P,3520000,3520000-214-2025-00004,2025-12-02,,1,영업/정상,1,영업,,,,,032 817 1988,865.82,406-081,인천광역시 연수구 송도동 29-1 한라 웨스턴파크 송도,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 (송도동)",22006.0,더 디셈버스테이 인 한라,2026-02-06 17:09:52,U,2026-02-08 02:40:00,숙박업(생활),167094.933098261,433775.888358481,숙박업(생활),0,0,0,0,0,0,0,32,,,,,0.0,0.0,N,,더디셈버스테이인한라_인천광역시연수구송도동29-1한라웨스턴파크송도
811,숙박업,03_11_03_P,3250000,3250000-214-2025-00008,2025-12-01,,1,영업/정상,1,영업,,,,,,2207.98,600-046,부산광역시 중구 남포동6가 85,부산광역시 중구 비프광장로 20 (남포동6가),48981.0,매그넘남포호텔,2026-02-20 15:30:12,U,2026-02-22 02:40:00,숙박업(생활),384819.053111578,179587.403632584,숙박업(생활),0,0,0,0,0,0,0,40,,,,,0.0,0.0,N,,매그넘남포호텔_부산광역시중구남포동6가85
264,숙박업,03_11_03_P,5530000,5760000-214-2025-00016,2025-11-27,,1,영업/정상,1,영업,,,,,,978.92,,경기도 화성시 병점구 병점동  377-3 지하1층~지상9층,"경기도 화성시 병점구 경기대로1021번길 6-4, 지하1층~지상9층 (병점동)",,더 베스트,2025-11-27 14:47:46,I,2026-02-04 01:35:23,숙박업(생활),203066.008551812,411626.159589236,숙박업(생활),10,1,1,9,1,1,32,0,,,,자가,0.0,0.0,N,,더베스트_경기도화성시병점구병점동377-3지하1층~지상9층
905,숙박업,03_11_03_P,3930000,3930000-214-2025-00006,2025-11-27,,1,영업/정상,1,영업,,,,,02 5163393,5027.66,425-110,경기도 안산시 단원구 성곡동 839-16 아르네브큐브 생활형숙박시설,"경기도 안산시 단원구 엠티브이17로 7, 아르네브큐브 일부(194실)호 (성곡동)",15656.0,큐브스테이Ⅴ,2026-02-24 14:47:58,U,2026-02-26 02:40:00,숙박업(생활),176589.64930801,422495.600439359,숙박업(생활),0,0,0,0,0,0,0,234,,,,,0.0,0.0,N,,큐브스테이Ⅴ_경기도안산시단원구성곡동839-16아르네브큐브생활형숙박시설
