번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,휴게실면적,사무실면적,탈의실면적,회원모집총인원,세부업종명,법인명,Unnamed: 40,record_key
209,체력단련장업,10_42_01_P,3200000,CDFH3301062026000002,2026-02-10,,1,영업/정상,13,영업중,,,,,02-875-7774,1117.6,,서울특별시 관악구 봉천동 1706 관악 우성아파트,"서울특별시 관악구 관악로30길 12, 상가동 지하1층 (봉천동, 관악 우성아파트)",8735.0,짐박스피트니스 서울대입구2호점,2026-02-10 14:57:50,I,2026-02-12 00:20:02,,196350.708293561,442532.440501316,체력단련장업,사립,,2,0,8854.43,0,0.0,0.0,0,,,,짐박스피트니스서울대입구2호점_서울특별시관악구봉천동1706관악우성아파트
208,체력단련장업,10_42_01_P,5670000,CDFH3301062026000001,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산회원구 양덕동 60-3 메트로엠 401호,"경상남도 창원시 마산회원구 율림교로 13, 메트로엠 401호 (양덕동)",51366.0,준피트니스,2026-02-10 17:02:57,I,2026-02-12 00:20:02,,344170.098424983,193444.678596367,체력단련장업,사립,,1,0,4810.85,0,0.0,0.0,0,,,,준피트니스_경상남도창원시마산회원구양덕동60-3메트로엠401호
207,체력단련장업,10_42_01_P,5020000,CDFH3301062026000003,2026-02-10,,1,영업/정상,13,영업중,,,,,,132.89,,경상북도 포항시 남구 효자동 292-1 2층,"경상북도 포항시 남구 효자동길2번길 19, 2층 (효자동)",37664.0,바디 플랜,2026-02-10 10:31:26,I,2026-02-12 00:20:02,,410214.861312989,281191.176941144,체력단련장업,사립,,1,0,531.56,0,0.0,0.0,0,,,,바디플랜_경상북도포항시남구효자동292-12층
205,체력단련장업,10_42_01_P,3740000,CDFH3301062026000006,2026-02-10,,1,영업/정상,13,영업중,,,,,,135.0,,경기도 수원시 권선구 오목천동 483-14,"경기도 수원시 권선구 삼천병마로1566번길 42, 2층 (오목천동)",16636.0,지티 휘트니스 오목천점,2026-02-10 13:27:08,I,2026-02-12 00:20:02,,196850.867589957,415598.176612326,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,지티휘트니스오목천점_경기도수원시권선구오목천동483-14
203,체력단련장업,10_42_01_P,4641000,CDFH3301062026000005,2026-02-10,,1,영업/정상,13,영업중,,,,,,240.0,,전북특별자치도 전주시 덕진구 인후동1가 919-5 보명빌딩,"전북특별자치도 전주시 덕진구 아중로 159, 501호 (인후동1가)",55021.0,스타스카이짐,2026-02-10 17:27:58,I,2026-02-12 00:20:02,,215008.511117731,258519.514786835,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,스타스카이짐_전북특별자치도전주시덕진구인후동1가919-5보명빌딩
204,체력단련장업,10_42_01_P,3510500,CDFH3301062026000002,2026-02-10,,1,영업/정상,13,영업중,,,,,,396.0,,인천광역시 미추홀구 주안동 1298 한덕주상복합아파트,"인천광역시 미추홀구 미추홀대로 510, 지하1층 (주안동, 한덕주상복합아파트)",22231.0,NEW K.Y 피트니스,2026-02-10 12:09:04,I,2026-02-12 00:20:02,,171532.165270925,437896.859261535,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,NEWK.Y피트니스_인천광역시미추홀구주안동1298한덕주상복합아파트
309,체력단련장업,10_42_01_P,5690000,CDFH3301062026000005,2026-02-09,,1,영업/정상,13,영업중,,,,,044-861-7950,782.0,,세종특별자치시 연동면 명학리 581 삼성전기,"세종특별자치시 연동면 삼성길 25, 삼성전기 드림프라자 2층",30067.0,삼성전기 세종사업장,2026-02-11 10:26:47,U,2026-02-13 02:40:00,,229731.766596321,337763.664287012,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,삼성전기세종사업장_세종특별자치시연동면명학리581삼성전기
206,체력단련장업,10_42_01_P,3240000,CDFH3301062026000003,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강동구 고덕동 501-5 고덕크리닉,"서울특별시 강동구 동남로81길 8, 고덕크리닉 5층 (고덕동)",5226.0,RP재활운동센터 고덕본점,2026-02-10 10:22:51,I,2026-02-12 00:20:02,,213744.067179644,450949.406518618,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,RP재활운동센터고덕본점_서울특별시강동구고덕동501-5고덕크리닉
122,체력단련장업,10_42_01_P,3990000,CDFH3301062026000005,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,경기도 남양주시 화도읍 마석우리 404-10,"경기도 남양주시 화도읍 마석로76번길 1, 루비빌딩 3층",12162.0,바디밸런스,2026-02-09 16:45:59,I,2026-02-11 00:20:41,,226908.474310917,461757.56711532,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,바디밸런스_경기도남양주시화도읍마석우리404-10
105,체력단련장업,10_42_01_P,3700000,CDFH3301062026000003,2026-02-06,,1,영업/정상,13,영업중,,,,,,207.6,,울산광역시 남구 달동 1383-6,울산광역시 남구 도산로 137 (달동),44728.0,문크로스핏짐,2026-02-06 18:00:13,I,2026-02-08 00:20:01,,411192.545275534,228246.709802569,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,문크로스핏짐_울산광역시남구달동1383-6
106,체력단련장업,10_42_01_P,3170000,CDFH3301062026000002,2026-02-06,,1,영업/정상,13,영업중,,,,,,670.0,,서울특별시 금천구 시흥동 904-22 더 플레이스,"서울특별시 금천구 시흥대로 164, 더 플레이스 지하1층 (시흥동)",8631.0,세이브피트니스앤요가 금천시흥점,2026-02-06 15:20:39,I,2026-02-08 00:20:01,,191368.522097415,438529.363086443,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,세이브피트니스앤요가금천시흥점_서울특별시금천구시흥동904-22더플레이스
517,체력단련장업,10_42_01_P,3110000,CDFH3301062026000001,2026-02-06,,1,영업/정상,13,영업중,,,,,070-8064-3940,78.16,,서울특별시 은평구 신사동 40-24 호림트윈타워1차,"서울특별시 은평구 은평터널로 192-3, B1층 (신사동, 호림트윈타워1차)",3441.0,더 바드 스튜디오,2026-02-13 18:00:20,U,2026-02-15 02:40:00,,191904.662393449,454813.833562171,체력단련장업,사립,,1,2,644.65,0,0.0,0.0,0,,,,더바드스튜디오_서울특별시은평구신사동40-24호림트윈타워1차
110,체력단련장업,10_42_01_P,3290000,CDFH3301062026000002,2026-02-06,,1,영업/정상,13,영업중,,,,,051-803-9888,272.05,,부산광역시 부산진구 부전동 466-4 서면동양빌,"부산광역시 부산진구 부전로 91, 지하1층 (부전동, 서면동양빌)",47258.0,리셋PT스튜디오,2026-02-06 16:13:00,I,2026-02-08 00:20:01,,387128.349528554,186281.396137859,체력단련장업,사립,,14750,0,4750.08,0,0.0,0.0,0,,,,리셋PT스튜디오_부산광역시부산진구부전동466-4서면동양빌
109,체력단련장업,10_42_01_P,4681000,CDFH3301062026000001,2026-02-06,,1,영업/정상,13,영업중,,,,,,648.0,,전북특별자치도 익산시 팔봉동 365 현대옥,"전북특별자치도 익산시 무왕로 1478, 현대옥 (팔봉동)",54582.0,투프로짐 본점,2026-02-06 09:22:12,I,2026-02-08 00:20:01,,201545.386310051,274238.340812104,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,투프로짐본점_전북특별자치도익산시팔봉동365현대옥
108,체력단련장업,10_42_01_P,3070000,CDFH3301062026000003,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성북구 장위동 296-36,"서울특별시 성북구 월계로36길 15, 3층 (장위동)",2757.0,무브언피티,2026-02-06 11:15:45,I,2026-02-08 00:20:01,,204020.398740719,457584.166360937,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,무브언피티_서울특별시성북구장위동296-36
107,체력단련장업,10_42_01_P,5710000,CDFH3301062026000001,2026-02-06,,1,영업/정상,13,영업중,,,,,,228.96,,충청북도 청주시 서원구 개신동 436-7,"충청북도 청주시 서원구 예체로19번길 8, 8층 801호 (개신동)",28667.0,착한 헬스장,2026-02-06 17:04:35,I,2026-02-08 00:20:01,,241816.426993298,347517.925926438,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,착한헬스장_충청북도청주시서원구개신동436-7
89,체력단련장업,10_42_01_P,3510500,CDFH3301062026000001,2026-02-05,,1,영업/정상,13,영업중,,,,,,171.2,,인천광역시 미추홀구 도화동 1040 주안역 미추홀 더리브,"인천광역시 미추홀구 경인로325번길 27, 근린생활시설동 301호 (도화동, 주안역 미추홀 더리브)",22139.0,AG 트레이닝 PT,2026-02-05 15:53:29,I,2026-02-07 00:20:02,,,,체력단련장업,사립,,1,0,2403.19,0,0.0,0.0,0,,,,AG트레이닝PT_인천광역시미추홀구도화동1040주안역미추홀더리브
87,체력단련장업,10_42_01_P,3940000,CDFH3301062026000005,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산동구 정발산동 1265-1,"경기도 고양시 일산동구 경의로 513-64, 1층 101호 (정발산동)",10358.0,딥체인지,2026-02-05 11:00:08,I,2026-02-07 00:20:02,,180787.233272959,463578.766238177,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,딥체인지_경기도고양시일산동구정발산동1265-1
94,체력단련장업,10_42_01_P,3860000,CDFH3301062026000002,2026-02-05,,1,영업/정상,13,영업중,,,,,032-323-0410,111.14,,경기도 부천시 원미구 상동 542-6 메디위즈,"경기도 부천시 원미구 소향로 51, 메디위즈 2층 203호 (상동)",14545.0,바른PT,2026-02-05 08:57:05,I,2026-02-07 00:20:02,,178133.500905824,444614.613708227,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,바른PT_경기도부천시원미구상동542-6메디위즈
93,체력단련장업,10_42_01_P,3780000,CDFH3301062026000006,2026-02-05,,1,영업/정상,13,영업중,,,,,,105.33,,경기도 성남시 분당구 수내동 19-2 그린프라자빌딩 301호,"경기도 성남시 분당구 백현로101번길 20, 그린프라자빌딩 301호 (수내동)",13595.0,바른몸PT센터,2026-02-05 09:12:31,I,2026-02-07 00:20:02,,209944.170274259,430582.126593785,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,바른몸PT센터_경기도성남시분당구수내동19-2그린프라자빌딩301호
92,체력단련장업,10_42_01_P,3500000,CDFH3301062026000001,2026-02-05,,1,영업/정상,13,영업중,,,,,,170.27,,인천광역시 동구 송현동 56-303 황금프라자 301호,"인천광역시 동구 송현로 33, 황금프라자 3층 (송현동)",22546.0,온힘PT,2026-02-05 09:39:56,I,2026-02-07 00:20:02,,167703.126317463,441948.397942784,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,온힘PT_인천광역시동구송현동56-303황금프라자301호
91,체력단련장업,10_42_01_P,4490000,CDFH3301062026000003,2026-02-05,,1,영업/정상,13,영업중,,,,,,1328.0,,충청남도 천안시 서북구 쌍용동 494-42,"충청남도 천안시 서북구 충무로 167-18, 쌍용빌딩A B-4층 (쌍용동)",31174.0,천안 쌍용동 헬스&PT 미녀와야수짐,2026-02-05 11:13:46,I,2026-02-07 00:20:02,,211069.191700058,365910.11521083,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,천안쌍용동헬스&PT미녀와야수짐_충청남도천안시서북구쌍용동494-42
88,체력단련장업,10_42_01_P,3420000,CDFH3301062026000001,2026-02-05,,1,영업/정상,13,영업중,,,,,,289.09,,대구광역시 동구 봉무동 1539-17 이시아팰리스아파트,"대구광역시 동구 팔공로51길 5, 3층 301호~304호 (봉무동, 이시아팰리스아파트)",41026.0,여성전용 피트니스 채움 이시아점,2026-02-05 11:11:46,I,2026-02-07 00:20:02,,347959.986218679,270429.514750633,체력단련장업,사립,,1,1,7806.86,0,0.0,0.0,0,,,,여성전용피트니스채움이시아점_대구광역시동구봉무동1539-17이시아팰리스아파트
90,체력단련장업,10_42_01_P,5080000,CDFH3301062026000001,2026-02-05,,1,영업/정상,13,영업중,,,,,,198.47,,경상북도 구미시 옥계동 560,"경상북도 구미시 흥안로 19, 3층 (옥계동)",39179.0,피트니스99,2026-02-05 09:01:22,I,2026-02-07 00:20:02,,327396.063770402,294968.749864234,체력단련장업,사립,,1,1,795.96,0,0.0,0.0,0,,,,피트니스99_경상북도구미시옥계동560
86,체력단련장업,10_42_01_P,3990000,CDFH3301062026000004,2026-02-05,,1,영업/정상,13,영업중,,,,,,508.34,,경기도 남양주시 다산동 6063-2,"경기도 남양주시 다산중앙로145번길 11, 지앤지 메트로타워Ⅱ 1001호, 1002호 (다산동)",12248.0,바도스짐,2026-02-05 13:53:34,I,2026-02-07 00:20:02,,213272.229819334,458138.024648872,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,바도스짐_경기도남양주시다산동6063-2
42,체력단련장업,10_42_01_P,3080000,CDFH3301062026000001,2026-02-04,,1,영업/정상,13,영업중,,,,,,141.18,,서울특별시 강북구 번동 418-10 동국빌딩,"서울특별시 강북구 한천로131길 36, 동국빌딩 4층 (번동)",1063.0,라이프 리턴,2026-02-04 17:50:42,I,2026-02-06 00:20:02,,202281.830934622,459505.068724709,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,라이프리턴_서울특별시강북구번동418-10동국빌딩
43,체력단련장업,10_42_01_P,3640000,CDFH3301062026000001,2026-02-04,,1,영업/정상,13,영업중,,,,,,328.55,,대전광역시 동구 가양동 402-7,대전광역시 동구 동대전로 270 (가양동),34508.0,오트짐,2026-02-04 09:33:35,I,2026-02-06 00:20:02,,239999.313875614,316137.848633118,체력단련장업,사립,,2,0,1983.34,0,0.0,0.0,0,,,,오트짐_대전광역시동구가양동402-7
47,체력단련장업,10_42_01_P,4050000,CDFH3301062026000003,2026-02-04,,1,영업/정상,13,영업중,,,,,031-272-5801,110.4,,경기도 용인시 기흥구 보정동 1277 지젤스포츠클럽 201호,"경기도 용인시 기흥구 보정로 32, 지젤스포츠클럽 201호 (보정동)",16903.0,온마음 재활PT&필라테스 보정점,2026-02-04 16:32:09,I,2026-02-06 00:20:02,,209787.252955929,423563.214492078,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,온마음재활PT&필라테스보정점_경기도용인시기흥구보정동1277지젤스포츠클럽201호
46,체력단련장업,10_42_01_P,3460000,CDFH3301062026000001,2026-02-04,,1,영업/정상,13,영업중,,,,,,242.7,,대구광역시 수성구 신매동 156-4,"대구광역시 수성구 달구벌대로652길 11-4, 지하1층 (신매동)",42277.0,럭키핏,2026-02-04 11:15:18,I,2026-02-06 00:20:02,,354633.109983151,261014.61404815,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,럭키핏_대구광역시수성구신매동156-4
44,체력단련장업,10_42_01_P,3740000,CDFH3301062026000005,2026-02-04,,1,영업/정상,13,영업중,,,,,031-235-2253,102.0,,경기도 수원시 장안구 정자동 111-14,"경기도 수원시 장안구 수성로 175, 수원스타필드 7층 (정자동)",16318.0,레이업 리컨디셔닝 센터 수원스타필드점,2026-02-04 13:41:43,I,2026-02-06 00:20:02,,199161.380909543,420620.351156652,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,레이업리컨디셔닝센터수원스타필드점_경기도수원시장안구정자동111-14
50,체력단련장업,10_42_01_P,3780000,CDFH3301062026000005,2026-02-04,,1,영업/정상,13,영업중,,,,,070-7585-6944,41.09,,경기도 성남시 분당구 백현동 540 B2086호,"경기도 성남시 분당구 판교역로 136, B2층 B2086호 (백현동)",13529.0,이상해GYM PT 판교역점,2026-02-04 15:55:03,I,2026-02-06 00:20:02,,209711.48509119,432271.963293607,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,이상해GYMPT판교역점_경기도성남시분당구백현동540B2086호
51,체력단련장업,10_42_01_P,3180000,CDFH3301062026000001,2026-02-03,,1,영업/정상,13,영업중,,,,,,949.51,,서울특별시 영등포구 여의도동 28-1 에프케이아이타워,"서울특별시 영등포구 여의대로 24, 에프케이아이타워 4층 (여의도동)",7320.0,ORBIT FITNESS CENTER,2026-02-03 16:24:26,I,2026-02-06 00:20:02,,192880.946054063,446664.78738442,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,ORBITFITNESSCENTER_서울특별시영등포구여의도동28-1에프케이아이타워
45,체력단련장업,10_42_01_P,3780000,CDFH3301062026000004,2026-02-03,,1,영업/정상,13,영업중,,,,,,360.0,,경기도 성남시 수정구 복정동 584-6,"경기도 성남시 수정구 성남대로1375번길 18, 지층 (복정동)",13108.0,에슬레틱플로우,2026-02-03 09:11:42,I,2026-02-06 00:20:02,,210947.833778146,438961.380154692,체력단련장업,사립,,3,0,0.0,0,0.0,0.0,0,,,,에슬레틱플로우_경기도성남시수정구복정동584-6
48,체력단련장업,10_42_01_P,3670000,CDFH3301062026000003,2026-02-03,,1,영업/정상,13,영업중,,,,,,563.09,,대전광역시 유성구 용산동 744 호반그랜드프라자,"대전광역시 유성구 용산1로 80, 호반그랜드프라자 6층 (용산동)",34040.0,온피트니스,2026-02-03 11:21:49,I,2026-02-06 00:20:02,,,,체력단련장업,사립,,2,0,5621.19,0,0.0,0.0,0,,,,온피트니스_대전광역시유성구용산동744호반그랜드프라자
49,체력단련장업,10_42_01_P,4671000,CDFH3301062026000001,2026-02-03,,1,영업/정상,13,영업중,,,,,,714.15,,전북특별자치도 군산시 조촌동 2-22,"전북특별자치도 군산시 궁포3로 13, 4층 406호 (조촌동)",54072.0,루키짐,2026-02-03 18:00:42,I,2026-02-06 00:20:02,,176574.133354944,275173.212701162,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,루키짐_전북특별자치도군산시조촌동2-22
2,체력단련장업,10_42_01_P,5020000,CDFH3301062026000002,2026-02-02,,1,영업/정상,13,영업중,,,,,,102.0,,경상북도 포항시 북구 장성동 1378-7 1층,"경상북도 포항시 북구 장량로 55, 1층 (장성동)",37582.0,오프바디 PT스튜디오,2026-02-02 09:15:45,I,2026-02-04 00:20:02,,414892.381826171,289560.832596944,체력단련장업,사립,,1,0,926.77,0,0.0,0.0,0,,,,오프바디PT스튜디오_경상북도포항시북구장성동1378-71층
5,체력단련장업,10_42_01_P,3070000,CDFH3301062026000002,2026-02-02,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성북구 보문동4가 91-8 고려빌딩,"서울특별시 성북구 보문로 66-1, 고려빌딩 2층 (보문동4가)",2859.0,쉼핏 PT STUDIO,2026-02-02 18:25:53,I,2026-02-04 00:20:02,,201855.184336051,453224.786478577,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,쉼핏PTSTUDIO_서울특별시성북구보문동4가91-8고려빌딩
4,체력단련장업,10_42_01_P,4791000,CDFH3301062026000001,2026-02-02,,1,영업/정상,13,영업중,,,,,,181.32,,전북특별자치도 부안군 부안읍 봉덕리 602-2 생활체육교실,"전북특별자치도 부안군 부안읍 봉동길 15-1, 생활체육교실",56314.0,비에이짐,2026-02-02 13:33:47,I,2026-02-04 00:20:02,,175898.706560477,246829.763169386,체력단련장업,사립,,1,0,181.32,0,0.0,0.0,0,,,,비에이짐_전북특별자치도부안군부안읍봉덕리602-2생활체육교실
3,체력단련장업,10_42_01_P,3670000,CDFH3301062026000002,2026-02-02,,1,영업/정상,13,영업중,,,,,,337.36,,대전광역시 유성구 용산동 611,"대전광역시 유성구 테크노중앙로 126, 2층 (용산동)",34031.0,최영스포츠,2026-02-02 14:15:29,I,2026-02-04 00:20:02,,235513.095,324659.609999999,체력단련장업,사립,,1,0,2853.12,0,0.0,0.0,0,,,,최영스포츠_대전광역시유성구용산동611
