"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","휴게실면적","사무실면적","탈의실면적","회원모집총인원","세부업종명","법인명",
"65","체력단련장업","10_42_01_P","3220000","CDFH3301062020000025","2020-08-27","","03","폐업","03","폐업","2026-02-03","","","","02-6080-9600","","","서울특별시 강남구 신사동 512-17","서울특별시 강남구 강남대로152길 15 (신사동)","06035","핏앤 리프트","2026-02-04 14:18:55","U","2026-02-06 02:40:00","","201755.849621677","446137.7021183","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"66","체력단련장업","10_42_01_P","5380000","CDFH3301062020000002","2020-07-14","","01","영업/정상","13","영업중","","","","","","2426.79","","경상남도 양산시 평산동 52 천성산온천24시찜질방","경상남도 양산시 평산북2길 28, 천성산온천24시찜질방 (평산동)","50548","천성산 짐엔스파","2026-02-04 09:10:33","U","2026-02-06 02:40:00","","395621.043770965","211601.540502752","체력단련장업","사립","","0","1","6489.15","0","0","0","0","","",
"67","체력단련장업","10_42_01_P","3290000","CDFH3301062021000018","2021-09-15","","03","폐업","03","폐업","2026-02-03","","","","051-803-9888","90.35","","부산광역시 부산진구 부전동 490-23","부산광역시 부산진구 가야대로 784, 지하1층 (부전동)","47285","피티가치1","2026-02-03 15:37:47","U","2026-02-06 02:40:00","","387388.80025359","186172.480458367","체력단련장업","사립","","1","0","1998.85","0","0","0","0","","",
"68","체력단련장업","10_42_01_P","3290000","CDFH3301062021000019","2021-09-15","","03","폐업","03","폐업","2026-02-03","","","","051-911-9288","124.56","","부산광역시 부산진구 부전동 486-30","부산광역시 부산진구 가야대로 779-2, 4층 (부전동)","47257","피티가치2","2026-02-03 15:37:25","U","2026-02-06 02:40:00","","387356.167037592","186239.544981915","체력단련장업","사립","","1","0","510.18","0","0","0","0","","",
"69","체력단련장업","10_42_01_P","3940000","CDFH3301062025000031","2025-09-16","","01","영업/정상","13","영업중","","","","","","53.34","","경기도 고양시 덕양구 향동동 396 현대 테라타워 DMC A144호","경기도 고양시 덕양구 향동로 218, 현대 테라타워 DMC A144호 (향동동)","10545","향동 PT 미래핏 2호점","2026-02-03 10:58:35","U","2026-02-06 02:40:00","","190571.011617033","456226.711628653","체력단련장업","사립","","1","1","138515.69","0","0","0","0","","",
"70","체력단련장업","10_42_01_P","3180000","CDFH3301062025000021","2025-07-24","","01","영업/정상","13","영업중","","","","","","106.26","","서울특별시 영등포구 영등포동1가 75-1 여의도 더 시그니엘","서울특별시 영등포구 경인로112길 4-3, 여의도 더 시그니엘 지층 (영등포동1가)","07308","무브투게더 그룹PT 신길역점","2026-02-03 18:33:36","U","2026-02-06 02:40:00","","192284.365675047","446195.87280258","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"71","체력단련장업","10_42_01_P","3420000","CDFH3301062022000021","2022-12-27","","01","영업/정상","13","영업중","","","","","","436","","대구광역시 동구 신암동 1186-2","대구광역시 동구 신암로 106-3, 3,4,5층 (신암동)","41200","FITNESS SIJAK","2026-02-04 17:45:13","U","2026-02-06 02:40:00","","345436.262412054","265626.798215758","체력단련장업","사립","","2","0","968.84","0","0","0","0","","",
"72","체력단련장업","10_42_01_P","3230000","CDFH3301062025000016","2025-06-30","","03","폐업","03","폐업","2026-02-04","","","","","123.05","","서울특별시 송파구 가락동 40-2","서울특별시 송파구 송이로17길 23, 지하 1층 (가락동)","05715","프리원핏 가락점","2026-02-04 21:46:06","U","2026-02-06 02:40:00","","210828.285351376","444156.129312109","체력단련장업","사립","","1","1","497.32","0","0","0","0","","",
"73","체력단련장업","10_42_01_P","3540000","CDFH3301062025000008","2025-05-08","","03","폐업","03","폐업","2026-02-03","","","","","125.48","","인천광역시 부평구 부개동 478","인천광역시 부평구 장제로 228, 지하 1층 (부개동)","21351","루멘 짐(Lumen Gym)","2026-02-03 14:50:15","U","2026-02-06 02:40:00","","176184.430460142","444882.127565743","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"74","체력단련장업","10_42_01_P","4671000","CDFH3301062000000001","2000-05-02","","01","영업/정상","13","영업중","","","","","063-468-0093","396","573-863","전북특별자치도 군산시 나운동 107-8 나운프라자 501","전북특별자치도 군산시 하나운로 38 (나운동,나운프라자 501)","","굿모닝헬스테크","2026-02-04 18:26:05","U","2026-02-06 02:40:00","","172945.857671955","273583.762153933","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"75","체력단련장업","10_42_01_P","3780000","CDFH3301062021000008","2021-03-25","","03","폐업","03","폐업","2025-11-17","","","","","","","경기도 성남시 중원구 상대원동 190-1 SKn테크노파크 비즈센터동 104호","경기도 성남시 중원구 사기막골로 124, SKn테크노파크 비즈센터동 1층 104호 (상대원동)","13207","더좋아짐","2026-02-03 16:48:20","U","2026-02-06 02:40:00","","215657.504440664","437557.61664539","체력단련장업","사립","","1","0","120.12","0","0","0","0","","",
"76","체력단련장업","10_42_01_P","3130000","CDFH3301062021000001","2021-03-04","","01","영업/정상","13","영업중","","","","","02-70-9682","526.23","","서울특별시 마포구 도화동 550 삼성아파트","서울특별시 마포구 도화길 32, 삼성아파트 상가동 지하1층 (도화동)","04170","머슬마인드짐 헬스&PT 마포공덕점","2026-02-03 10:45:57","U","2026-02-06 02:40:00","","195542.119522775","448652.176751796","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"77","체력단련장업","10_42_01_P","5710000","CDFH3301062001000005","2001-06-04","","03","폐업","03","폐업","2026-02-03","","","","294-5500","","361-823","충청북도 청주시 서원구 분평동 1380-0","충청북도 청주시 서원구 1순환로1107번길 33 (분평동)","","골드휘트니스클럽","2026-02-03 17:29:46","U","2026-02-06 02:40:00","","243708.226269949","345309.047699884","체력단련장업","사립","","0","0","205","0","0","0","0","","",
"78","체력단련장업","10_42_01_P","3090000","CDFH3301062018000003","2018-05-24","","01","영업/정상","13","영업중","","","","","","120","","서울특별시 도봉구 방학동 271-2","서울특별시 도봉구 방학로 223, 3층 309호 (방학동)","01362","올케어핏","2026-02-03 15:16:19","U","2026-02-06 02:40:00","","202326.175760253","462116.40856417","체력단련장업","사립","","1","0","4674.32","0","0","0","0","","",
"79","체력단련장업","10_42_01_P","3010000","CDFH3301062022000006","2022-07-18","","01","영업/정상","13","영업중","","","","","","120.6","","서울특별시 중구 신당동 374-7","서울특별시 중구 다산로 137, 다산빌딩 5층 (신당동)","04607","델피 피트니스컴퍼니","2026-02-04 14:54:52","U","2026-02-06 02:40:00","","200914.227438373","450426.403395554","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"80","체력단련장업","10_42_01_P","5350000","CDFH3301062016000008","2016-07-08","","03","폐업","03","폐업","2026-02-04","","","","055-312-9812","391.54","","경상남도 김해시 부곡동 1161-10 501호","경상남도 김해시 능동로 159, 501호 (부곡동)","50981","코아헬스","2026-02-04 09:59:22","U","2026-02-06 02:40:00","","364628.118220816","190793.962462788","체력단련장업","사립","","2","0","3669.93","0","0","0","0","","",
"81","체력단련장업","10_42_01_P","5310000","CDFH3301062016000002","2016-04-19","","03","폐업","03","폐업","2026-02-04","","","","055-748-7739","507.2","","경상남도 진주시 대안동 13-13","경상남도 진주시 진주대로 1057 (대안동, Mallage 1030)","52684","팀애플휘트니스","2026-02-04 15:42:32","U","2026-02-06 02:40:00","","298620.498895169","188831.385790328","체력단련장업","사립","","2","0","10290.25","0","0","0","0","","",
"82","체력단련장업","10_42_01_P","3190000","CDFH3301062003000006","2003-03-05","","01","영업/정상","13","영업중","","","","","825-2225","948.65","","서울특별시 동작구 노량진동 330 삼익프라자 2층 223~227호","서울특별시 동작구 만양로 84, 2층 223~227호 (노량진동, 삼익프라자)","06914","슈트짐(SUIT GYM)","2026-02-03 16:40:46","U","2026-02-06 02:40:00","","195079.265528912","445413.288375132","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"83","체력단련장업","10_42_01_P","3990000","CDFH3301062022000006","2022-05-19","","03","폐업","03","폐업","2026-02-10","","","","","508","","경기도 남양주시 다산동 6063-2","경기도 남양주시 다산중앙로145번길 11, 10층 1001,1002호 (다산동)","12248","블랙멀티짐","2026-02-04 10:49:54","U","2026-02-06 02:40:00","","213272.229819334","458138.024648872","체력단련장업","사립","","2","0","1022.4","0","0","0","0","","",
"84","체력단련장업","10_42_01_P","5020000","CDFH3301062023000013","2023-09-18","","03","폐업","03","폐업","2026-02-03","","","","","132.89","","경상북도 포항시 남구 효자동 292-1","경상북도 포항시 남구 효자동길2번길 19, 2층 (효자동)","37664","더원FIT","2026-02-03 17:35:34","U","2026-02-06 02:40:00","","410214.861312989","281191.176941144","체력단련장업","사립","","0","0","531.56","0","0","0","0","","",
"85","체력단련장업","10_42_01_P","3780000","CDFH3301062025000008","2025-02-13","","01","영업/정상","13","영업중","","","","","","479.32","","경기도 성남시 분당구 금곡동 161 천사의도시1 오피스텔","경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔 B1층 (금곡동)","13615","제이치 피트니스 헬스&PT 미금점","2026-02-03 18:11:22","U","2026-02-06 02:40:00","","209524.675442983","427639.852581088","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"86","체력단련장업","10_42_01_P","3990000","CDFH3301062026000004","2026-02-05","","01","영업/정상","13","영업중","","","","","","508.34","","경기도 남양주시 다산동 6063-2","경기도 남양주시 다산중앙로145번길 11, 지앤지 메트로타워Ⅱ 1001호, 1002호 (다산동)","12248","바도스짐","2026-02-05 13:53:34","I","2026-02-07 00:20:02","","213272.229819334","458138.024648872","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"87","체력단련장업","10_42_01_P","3940000","CDFH3301062026000005","2026-02-05","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 정발산동 1265-1","경기도 고양시 일산동구 경의로 513-64, 1층 101호 (정발산동)","10358","딥체인지","2026-02-05 11:00:08","I","2026-02-07 00:20:02","","180787.233272959","463578.766238177","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"88","체력단련장업","10_42_01_P","3420000","CDFH3301062026000001","2026-02-05","","01","영업/정상","13","영업중","","","","","","289.09","","대구광역시 동구 봉무동 1539-17 이시아팰리스아파트","대구광역시 동구 팔공로51길 5, 3층 301호~304호 (봉무동, 이시아팰리스아파트)","41026","여성전용 피트니스 채움 이시아점","2026-02-05 11:11:46","I","2026-02-07 00:20:02","","347959.986218679","270429.514750633","체력단련장업","사립","","1","1","7806.86","0","0","0","0","","",
"89","체력단련장업","10_42_01_P","3510500","CDFH3301062026000001","2026-02-05","","01","영업/정상","13","영업중","","","","","","171.2","","인천광역시 미추홀구 도화동 1040 주안역 미추홀 더리브","인천광역시 미추홀구 경인로325번길 27, 근린생활시설동 301호 (도화동, 주안역 미추홀 더리브)","22139","AG 트레이닝 PT","2026-02-05 15:53:29","I","2026-02-07 00:20:02","","","","체력단련장업","사립","","1","0","2403.19","0","0","0","0","","",
"90","체력단련장업","10_42_01_P","5080000","CDFH3301062026000001","2026-02-05","","01","영업/정상","13","영업중","","","","","","198.47","","경상북도 구미시 옥계동 560","경상북도 구미시 흥안로 19, 3층 (옥계동)","39179","피트니스99","2026-02-05 09:01:22","I","2026-02-07 00:20:02","","327396.063770402","294968.749864234","체력단련장업","사립","","1","1","795.96","0","0","0","0","","",
"91","체력단련장업","10_42_01_P","4490000","CDFH3301062026000003","2026-02-05","","01","영업/정상","13","영업중","","","","","","1328","","충청남도 천안시 서북구 쌍용동 494-42","충청남도 천안시 서북구 충무로 167-18, 쌍용빌딩A B-4층 (쌍용동)","31174","천안 쌍용동 헬스&PT 미녀와야수짐","2026-02-05 11:13:46","I","2026-02-07 00:20:02","","211069.191700058","365910.11521083","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"92","체력단련장업","10_42_01_P","3500000","CDFH3301062026000001","2026-02-05","","01","영업/정상","13","영업중","","","","","","170.27","","인천광역시 동구 송현동 56-303 황금프라자 301호","인천광역시 동구 송현로 33, 황금프라자 3층 (송현동)","22546","온힘PT","2026-02-05 09:39:56","I","2026-02-07 00:20:02","","167703.126317463","441948.397942784","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"93","체력단련장업","10_42_01_P","3780000","CDFH3301062026000006","2026-02-05","","01","영업/정상","13","영업중","","","","","","105.33","","경기도 성남시 분당구 수내동 19-2 그린프라자빌딩 301호","경기도 성남시 분당구 백현로101번길 20, 그린프라자빌딩 301호 (수내동)","13595","바른몸PT센터","2026-02-05 09:12:31","I","2026-02-07 00:20:02","","209944.170274259","430582.126593785","체력단련장업","사립","","1","0","0","0","0","0","0","","",
