번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),비상시설위치,시설구분명,시설명건물명,해제일자,Unnamed: 32,record_key
272,민방위급수시설,11_46_01_P,3310000,3310000-E202400003,2024-11-12,,1,영업/정상,18,사용중,,,,,,75.0,,부산광역시 남구 대연동 1797-6,부산광역시 남구 진남로110번길 5 (대연동),48449,백암탕,2026-01-30 10:13:10,U,2026-02-04 11:04:37,,389792.256860341,184140.055634831,부산광역시 남구 대연동 1797-6,공공용시설,백암탕,,,백암탕_부산광역시남구대연동1797-6
475,민방위급수시설,11_46_01_P,3740000,5610000-E202400002,2024-11-06,,1,영업/정상,18,사용중,,,,,,78.0,,경기도 수원시 영통구 영통동 961-1 영통중앙 공중화장실,"경기도 수원시 영통구 영통로 404, 영통중앙 공중화장실 (영통동)",16703,중앙공원약수터,2026-02-13 09:55:53,U,2026-02-15 02:40:00,,206202.864014417,417031.525602365,경기도 수원시 영통구 영통동 961-1 영통중앙 공중화장실,공공용시설,중앙공원약수터,,,중앙공원약수터_경기도수원시영통구영통동961-1영통중앙공중화장실
67,민방위급수시설,11_46_01_P,4890000,4890000-E202400003,2024-07-01,,1,영업/정상,18,사용중,,,,,,100.0,,전라남도 보성군 벌교읍 벌교리 602-2,"전라남도 보성군 벌교읍 채동선로 293, 벌교읍행정복지센터 1동 1층",59424,벌교읍행정복지센터,2026-02-01 20:07:04,U,2026-02-03 02:40:00,,231166.737445849,149913.302792544,전라남도 보성군 벌교읍 벌교리 602-2,지자체시설,벌교읍행정복지센터,,,벌교읍행정복지센터_전라남도보성군벌교읍벌교리602-2
328,민방위급수시설,11_46_01_P,3380000,3380000-E202400003,2024-06-27,,1,영업/정상,18,사용중,,,,,,30.0,,부산광역시 수영구 광안동 204-6,부산광역시 수영구 남천바다로33번길 8 (광안동),48303,언양불고기부산집본가,2026-02-03 10:41:26,U,2026-02-06 02:40:00,,392604.97529684,185337.674126233,부산광역시 수영구 광안동 204-6,공공용시설,언양불고기부산집본가,,,언양불고기부산집본가_부산광역시수영구광안동204-6
327,민방위급수시설,11_46_01_P,3380000,3380000-E202400002,2024-06-27,,1,영업/정상,18,사용중,,,,,,30.0,,부산광역시 수영구 광안동 203-21,부산광역시 수영구 남천바다로33번길 7 (광안동),48303,진미언양불고기,2026-02-03 10:41:14,U,2026-02-06 02:40:00,,392585.701448081,185350.173354244,부산광역시 수영구 광안동 203-21,공공용시설,진미언양불고기,,,진미언양불고기_부산광역시수영구광안동203-21
336,민방위급수시설,11_46_01_P,3380000,3380000-E202400001,2024-03-07,,1,영업/정상,18,사용중,,,,,,51.0,,부산광역시 수영구 광안동 177-7 리치웰,"부산광역시 수영구 남천바다로21번길 85, 리치웰 (광안동)",48299,리치웰 사우나,2026-02-03 10:41:00,U,2026-02-06 02:40:00,,392683.749989177,185760.578634347,부산광역시 수영구 광안동 177-7 리치웰,공공용시설,리치웰 사우나,,,리치웰사우나_부산광역시수영구광안동177-7리치웰
551,민방위급수시설,11_46_01_P,3280000,3280000-E202300001,2023-12-28,,1,영업/정상,18,사용중,,,,,,50.0,,부산광역시 영도구 동삼동 1121 주공아파트,"부산광역시 영도구 동삼북로 2 (동삼동, 주공아파트)",49093,동삼주공아파트 1단지,2026-02-26 13:49:26,U,2026-02-28 02:40:00,,388488.108655014,177979.767286949,부산광역시 영도구 동삼동 1121 주공아파트,공공용시설,동삼주공아파트 1단지,,,동삼주공아파트1단지_부산광역시영도구동삼동1121주공아파트
297,민방위급수시설,11_46_01_P,3380000,3380000-E202300005,2023-10-27,,1,영업/정상,18,사용중,,,,,,40.0,,부산광역시 수영구 광안동 120-257,부산광역시 수영구 수영로618번길 38 (광안동),48293,장수탕,2026-01-30 13:51:29,U,2026-02-04 11:04:37,,392710.489733053,186629.936674894,부산광역시 수영구 광안동 120-257,공공용시설,장수탕,,,장수탕_부산광역시수영구광안동120-257
296,민방위급수시설,11_46_01_P,3380000,3380000-E202300004,2023-10-27,,1,영업/정상,18,사용중,,,,,,30.0,,부산광역시 수영구 광안동 96-36,부산광역시 수영구 수영로652번길 23-1 (광안동),48268,양지탕,2026-01-30 13:51:12,U,2026-02-04 11:04:37,,392702.178642722,187029.196338166,부산광역시 수영구 광안동 96-36,공공용시설,양지탕,,,양지탕_부산광역시수영구광안동96-36
298,민방위급수시설,11_46_01_P,6520000,6520000-E202300004,2023-10-12,,1,영업/정상,18,사용중,,,,,,200.0,,제주특별자치도 서귀포시 강정동 3704 토스카나 가족호텔,"제주특별자치도 서귀포시 용흥로66번길 158-7, 토스카나 가족호텔 (강정동)",63556,더 시에나 프리모,2026-01-30 11:59:10,U,2026-02-04 11:04:37,,151871.973136637,-25495.1242841065,제주특별자치도 서귀포시 강정동 3704 토스카나 가족호텔,공공용시설,더 시에나 프리모,,,더시에나프리모_제주특별자치도서귀포시강정동3704토스카나가족호텔
39,민방위급수시설,11_46_01_P,3670000,3670000-E199200005,2023-09-25,,1,영업/정상,18,사용중,,,,,,90.0,,대전광역시 유성구 원내동 213번지 4호,"대전광역시 유성구 원내로 5 (원내동, 진잠동주민센터)",34228,진잠동주민센터,2023-11-10 13:59:22,D,2026-02-03 02:30:00,,228349.575542287,311039.514424848,대전광역시 유성구 원내동 213번지 4호,지자체시설,진잠동주민센터,,,진잠동주민센터_대전광역시유성구원내동213번지4호
38,민방위급수시설,11_46_01_P,4721000,4721000-E202300003,2023-07-05,,1,영업/정상,18,사용중,,,,,,3607.0,,전북특별자치도 완주군 용진읍 신지리 1581-1 대영아파트,전북특별자치도 완주군 용진읍 완주로 812 (대영아파트),55350,용진대영아파트 지하실,2024-01-17 18:42:37,D,2026-02-03 02:30:00,,215719.071528994,270482.851927718,전북특별자치도 완주군 용진읍 신지리 1581-1 대영아파트,공공용시설,용진대영아파트 지하실,,,용진대영아파트지하실_전북특별자치도완주군용진읍신지리1581-1대영아파트
36,민방위급수시설,11_46_01_P,4721000,4721000-E202300001,2023-07-05,,1,영업/정상,18,사용중,,,,,,1781.0,,전북특별자치도 완주군 용진읍 신지리 877 덕천하이트아파트,전북특별자치도 완주군 용진읍 가목길 21 (덕천하이트아파트),55350,덕천하이트아파트 지하실,2024-01-17 18:42:37,D,2026-02-03 02:30:00,,215474.984318057,269351.570183578,전북특별자치도 완주군 용진읍 신지리 877 덕천하이트아파트,공공용시설,덕천하이트아파트 지하실,,,덕천하이트아파트지하실_전북특별자치도완주군용진읍신지리877덕천하이트아파트
37,민방위급수시설,11_46_01_P,4721000,4721000-E202300002,2023-07-05,,1,영업/정상,18,사용중,,,,,,1264.0,,전북특별자치도 완주군 용진읍 신지리 876-4 용진원주아파트,전북특별자치도 완주군 용진읍 완주로 716 (용진원주아파트),55350,용진원주아파트 지하실,2024-01-17 18:42:37,D,2026-02-03 02:30:00,,215603.421681517,269432.874318272,전북특별자치도 완주군 용진읍 신지리 876-4 용진원주아파트,공공용시설,용진원주아파트 지하실,,,용진원주아파트지하실_전북특별자치도완주군용진읍신지리876-4용진원주아파트
528,민방위급수시설,11_46_01_P,3350000,3350000-E202300001,2023-05-10,,1,영업/정상,18,사용중,,,,,,95.0,,부산광역시 금정구 부곡동 777-4 동현중학교,"부산광역시 금정구 서동로 50, 동현중학교 (부곡동)",46309,동현중학교,2026-02-24 10:45:24,U,2026-02-26 02:40:00,,390396.09133801,193046.531348079,부산광역시 금정구 부곡동 777-4 동현중학교,공공용시설,동현중학교,,,동현중학교_부산광역시금정구부곡동777-4동현중학교
435,민방위급수시설,11_46_01_P,3220000,3220000-E200000002,2022-12-13,,1,영업/정상,18,사용중,,,,,,100.0,,서울특별시 강남구 일원동 688 상록 스타힐스,"서울특별시 강남구 영동대로 16(일원동, 상록 스타힐스)",06345,개포9단지시설녹지(상록스타힐스),2026-02-09 11:10:22,U,2026-02-11 02:40:00,,206663.360760953,442894.134038788,서울특별시 강남구 일원동 688 상록 스타힐스,지자체시설,개포9단지시설녹지(상록스타힐스),,,개포9단지시설녹지(상록스타힐스)_서울특별시강남구일원동688상록스타힐스
549,민방위급수시설,11_46_01_P,5370000,5370000-E202200002,2022-11-10,,1,영업/정상,18,사용중,,,,,,350.0,,경상남도 거제시 옥포동 519-2,경상남도 거제시 옥포로24길 6(옥포동),53222,보석청사우나,2026-02-26 15:27:47,U,2026-02-28 02:40:00,,354507.757081836,156489.053948753,경상남도 거제시 옥포동 519-2,공공용시설,보석청사우나,,,보석청사우나_경상남도거제시옥포동519-2
353,민방위급수시설,11_46_01_P,3380000,3380000-E202200004,2022-11-01,,1,영업/정상,18,사용중,,,,,,90.0,,부산광역시 수영구 민락동 15-11 수웅누리하우스텔,"부산광역시 수영구 민락본동로27번길 22(민락동, 수웅누리하우스텔)",48288,옥천탕,2026-02-04 09:20:49,U,2026-02-06 02:40:00,,393776.131259472,186484.854793168,부산광역시 수영구 민락동 15-11 수웅누리하우스텔,공공용시설,옥천탕,,,옥천탕_부산광역시수영구민락동15-11수웅누리하우스텔
403,민방위급수시설,11_46_01_P,3560000,3560000-E202200005,2022-07-12,,1,영업/정상,18,사용중,,,,,,50.0,,인천광역시 서구 가정동 5-5,인천광역시 서구 서곶로 156(가정동),22715,선인장이야기,2026-02-05 09:36:53,U,2026-02-07 02:40:00,,171347.231016649,447714.559447904,인천광역시 서구 가정동 5-5,공공용시설,선인장이야기,,,선인장이야기_인천광역시서구가정동5-5
402,민방위급수시설,11_46_01_P,3560000,3560000-E202200004,2022-07-12,,1,영업/정상,18,사용중,,,,,,60.0,,인천광역시 서구 가정동 5-148 신도조경 화훼,"인천광역시 서구 서곶로 150, 신도조경 화훼 (가정동)",22715,신도조경,2026-02-05 09:35:36,U,2026-02-07 02:40:00,,171345.313522574,447672.521588697,인천광역시 서구 가정동 5-148 신도조경 화훼,공공용시설,신도조경,,,신도조경_인천광역시서구가정동5-148신도조경화훼
450,민방위급수시설,11_46_01_P,4641000,4661000-E202200003,2022-06-16,,1,영업/정상,18,사용중,,,,,,80.0,,전북특별자치도 전주시 덕진구 우아동3가 51-1 기쁜소식전주교회,"전북특별자치도 전주시 덕진구 동부대로 744-40, 기쁜소식전주교회 (우아동3가)",54817,기쁜소식 전주교회,2026-02-10 18:05:14,U,2026-02-12 02:40:00,,214441.544010457,261492.638864392,전북특별자치도 전주시 덕진구 우아동3가 51-1 기쁜소식전주교회,공공용시설,기쁜소식 전주교회,,,기쁜소식전주교회_전북특별자치도전주시덕진구우아동3가51-1기쁜소식전주교회
320,민방위급수시설,11_46_01_P,3380000,3380000-E202200003,2022-02-22,,1,영업/정상,18,사용중,,,,,,70.0,,부산광역시 수영구 망미동 787 부산배화학교,"부산광역시 수영구 연수로310번길 73, 부산배화학교 (망미동)",48237,부산배화학교,2026-02-04 09:38:24,U,2026-02-06 02:40:00,,391583.886190455,187613.137232636,부산광역시 수영구 망미동 787 부산배화학교,공공용시설,부산배화학교,,,부산배화학교_부산광역시수영구망미동787부산배화학교
390,민방위급수시설,11_46_01_P,3560000,3560000-E202200002,2022-01-13,,1,영업/정상,18,사용중,,,,,,60.0,,인천광역시 서구 시천동 3-4,인천광역시 서구 꽃뫼길 214(시천동),22702,꽃뫼농원,2026-02-05 12:57:07,U,2026-02-07 02:40:00,,173075.600437294,451421.213815699,인천광역시 서구 시천동 3-4,공공용시설,꽃뫼농원,,,꽃뫼농원_인천광역시서구시천동3-4
537,민방위급수시설,11_46_01_P,3560000,3560000-E202200009,2022-01-12,,1,영업/정상,18,사용중,,,,,,80.0,,인천광역시 서구 가정동 546 한신그랜드힐빌리지,"인천광역시 서구 서곶로 16, 한신그랜드힐빌리지 (가정동)",22797,한신그랜드종합상가,2026-02-25 13:47:13,U,2026-02-27 02:40:00,,171948.507060429,446581.718191853,인천광역시 서구 가정동 546 한신그랜드힐빌리지,공공용시설,한신그랜드종합상가,,,한신그랜드종합상가_인천광역시서구가정동546한신그랜드힐빌리지
536,민방위급수시설,11_46_01_P,3560000,3560000-E202200008,2022-01-12,,1,영업/정상,18,사용중,,,,,,60.0,,인천광역시 서구 가정동 557-1 가정3동 성당,"인천광역시 서구 서달로 235, 가정3동 성당 (가정동)",22798,가정3동 성당,2026-02-25 13:44:54,U,2026-02-27 02:40:00,,171803.595127522,446360.674926435,인천광역시 서구 가정동 557-1 가정3동 성당,공공용시설,가정3동 성당,,,가정3동성당_인천광역시서구가정동557-1가정3동성당
396,민방위급수시설,11_46_01_P,3560000,3560000-E202200011,2022-01-10,,1,영업/정상,18,사용중,,,,,,60.0,,인천광역시 서구 가좌동 262,인천광역시 서구 신진말로14번길 33(가좌동),22818,초원게르마늄사우나,2026-02-05 15:32:44,U,2026-02-07 02:40:00,,171382.982757523,443145.418680976,인천광역시 서구 가좌동 262,공공용시설,초원게르마늄사우나,,,초원게르마늄사우나_인천광역시서구가좌동262
398,민방위급수시설,11_46_01_P,3560000,3560000-E202200018,2022-01-10,,1,영업/정상,18,사용중,,,,,,80.0,,인천광역시 서구 공촌동 89-2,인천광역시 서구 경명대로 725-77(공촌동),22706,경제정책과(공촌동 89-2),2026-02-05 09:30:14,U,2026-02-07 02:40:00,,172031.97634253,450413.102510211,인천광역시 서구 공촌동 89-2,공공용시설,경제정책과(공촌동 89-2),,,경제정책과(공촌동89-2)_인천광역시서구공촌동89-2
399,민방위급수시설,11_46_01_P,3560000,3560000-E202200020,2022-01-10,,1,영업/정상,18,사용중,,,,,,80.0,,인천광역시 서구 검암동 9-1,,,경제정책과(검암동9-1),2026-02-05 12:57:20,U,2026-02-07 02:40:00,,172771.237723625,451445.290512387,인천광역시 서구 검암동 9-1,공공용시설,경제정책과(검암동9-1),,,경제정책과(검암동9-1)_인천광역시서구검암동9-1
395,민방위급수시설,11_46_01_P,3560000,3560000-E202200010,2022-01-10,,1,영업/정상,18,사용중,,,,,,70.0,,인천광역시 서구 가좌동 94-1 상신빌딩,"인천광역시 서구 건지로 363, 상신빌딩 (가좌동)",22806,상신빌딩,2026-02-05 15:31:03,U,2026-02-07 02:40:00,,171840.960661277,443950.242527968,인천광역시 서구 가좌동 94-1 상신빌딩,공공용시설,상신빌딩,,,상신빌딩_인천광역시서구가좌동94-1상신빌딩
431,민방위급수시설,11_46_01_P,3560000,3560000-E202200016,2022-01-10,,1,영업/정상,18,사용중,,,,,,65.0,,인천광역시 서구 대곡동 26,인천광역시 서구 도곡로 298(대곡동),22600,배창호,2026-02-06 12:00:19,U,2026-02-08 02:40:00,,169306.849986352,459350.505348503,인천광역시 서구 대곡동 26,공공용시설,배창호,,,배창호_인천광역시서구대곡동26
430,민방위급수시설,11_46_01_P,3560000,3560000-E202200015,2022-01-10,,1,영업/정상,18,사용중,,,,,,57.0,,인천광역시 서구 대곡동 260,인천광역시 서구 두밀로 91(대곡동),22600,두밀촌낚시터,2026-02-06 11:58:23,U,2026-02-08 02:40:00,,170741.977120242,458602.293614789,인천광역시 서구 대곡동 260,공공용시설,두밀촌낚시터,,,두밀촌낚시터_인천광역시서구대곡동260
