"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"60","건물위생관리업","09_30_04_P","5530000","5770000-206-2012-00013","2012-07-19","","01","영업/정상","01","영업","","","","","031 80032307","21.80","","경기도 화성시 동탄구 반송동  92-3","경기도 화성시 동탄구 노작로 175, 1층 106호 일부호 (반송동)","","제이제이종합관리(주)","2025-01-03 15:08:04","I","2026-02-04 01:35:23","건물위생관리업","206444.922591954","411312.533334543","건물위생관리업","0","0","0","0","1","1","","","","임대","0","0","N",
"61","건물위생관리업","09_30_04_P","5530000","5770000-206-2016-00017","2016-08-18","","03","폐업","02","폐업","2018-07-13","","","","031 340 4396","39.58","","경기도 화성시 동탄구 반송동  103-2 천년프라자 1001-1호","경기도 화성시 동탄구 메타폴리스로 38, 1001-1호 (반송동, 천년프라자)","","(주)유에스제이","2018-07-13 13:45:34","I","2026-02-04 01:35:23","건물위생관리업","206277.191397296","411094.903898737","건물위생관리업","0","0","2","0","0","0","","","","","0","0","N",
"62","건물위생관리업","09_30_04_P","5530000","5750000-206-2016-00019","2016-10-05","","03","폐업","02","폐업","2020-10-05","","","","031 2921012","99.81","","경기도 화성시 효행구 매송면 숙곡리 279-1","경기도 화성시 효행구 매송면 송숙로286번길 5-22","","그린환경산업","2020-10-05 16:08:13","I","2026-02-04 01:35:23","건물위생관리업","191586.397337702","417372.149411715","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"63","건물위생관리업","09_30_04_P","5530000","5740000-206-2019-00006","2019-04-08","","01","영업/정상","01","영업","","","","","031 355 9895","299.64","","경기도 화성시 만세구 남양읍 송림리 685-1 송림동불가마","경기도 화성시 만세구 남양읍 남양서로 65, 1층 일부 (송진사우나 101호)","","화성다누림사회적협동조합","2019-04-08 11:26:33","I","2026-02-04 01:35:23","건물위생관리업","183473.43387452","412956.338412721","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"64","건물위생관리업","09_30_04_P","5530000","5760000-206-2021-00020","2021-05-14","","01","영업/정상","01","영업","","","","","","32.88","","경기도 화성시 병점구 반정동  130-3","경기도 화성시 병점구 반정로204번길 54 (반정동)","","지안크린환경","2021-05-14 10:27:52","I","2026-02-04 01:35:23","건물위생관리업","203812.568017862","414593.802534487","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"65","건물위생관리업","09_30_04_P","5530000","5740000-206-2019-00004","2019-03-28","","03","폐업","02","폐업","2019-03-28","","","","","31.20","","경기도 화성시 만세구 향남읍 하길리 1453-14","경기도 화성시 만세구 향남읍 한절이2길 5-12, 1층 일부","","덕성산업","2019-03-28 14:52:49","I","2026-02-04 01:35:23","건물위생관리업","192499.189911623","401695.963749736","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"66","건물위생관리업","09_30_04_P","5530000","5740000-206-2018-00030","2018-03-16","","03","폐업","02","폐업","2023-10-11","","","","","33.00","","경기도 화성시 만세구 남양읍 남양리 2274-6","경기도 화성시 만세구 남양읍 역골로 82-11, 1층 101호 일부호","","선훈개발","2023-10-11 11:45:33","I","2026-02-04 01:35:23","건물위생관리업","184341.459072049","411624.607821308","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"67","건물위생관리업","09_30_04_P","5530000","5750000-206-2021-00018","2021-04-22","","01","영업/정상","01","영업","","","","","031 80865286","11.02","","경기도 화성시 효행구 배양동  19-349 1층 일부호","경기도 화성시 효행구 배양길 53-7, 1층 일부호 (배양동)","","제이제이월드 주식회사","2024-01-26 16:54:16","I","2026-02-04 01:35:23","건물위생관리업","199508.452631148","413414.239491107","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"68","건물위생관리업","09_30_04_P","5530000","5740000-206-2022-00029","2022-12-22","","01","영업/정상","01","영업","","","","","","24.50","","경기도 화성시 만세구 우정읍 화산리 118-2","경기도 화성시 만세구 우정읍 밤밭일원길 76-19, 1동 1층 일부","","폴라리스다옴","2022-12-22 11:01:52","I","2026-02-04 01:35:23","건물위생관리업","182360.452684146","396918.545510199","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"69","건물위생관리업","09_30_04_P","5530000","5770000-206-2016-00029","2016-07-25","","01","영업/정상","01","영업","","","","","031 293 0369","134.55","","경기도 화성시 동탄구 영천동  837 동탄센트럴에이스타워 3층 B동 B(320,321,322,323,324)","경기도 화성시 동탄구 동탄기흥로 590, 동탄센트럴에이스타워 B동 3층 B(320,321,322,323,324)호 (영천동)","","주식회사 케이식스","2023-01-19 10:43:26","I","2026-02-04 01:35:23","건물위생관리업","208287.379532243","412327.600339293","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"70","건물위생관리업","09_30_04_P","5530000","5740000-206-2024-00013","2024-05-31","","01","영업/정상","01","영업","","","","","","45.90","","경기도 화성시 만세구 남양읍 남양리 2013-16 1층","경기도 화성시 만세구 남양읍 역골로49번길 42, 1층","","사회적협동조합 수","2024-05-31 13:40:31","I","2026-02-04 01:35:23","건물위생관리업","184307.298145222","411288.292152702","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"71","건물위생관리업","09_30_04_P","5530000","5760000-206-2025-00010","2025-03-18","","01","영업/정상","01","영업","","","","","","32.79","","경기도 화성시 병점구 진안동  539-11 1층일부호","경기도 화성시 병점구 떡전골로 118-1, 1층 일부호 (진안동)","","창조클린","2025-03-18 15:27:12","I","2026-02-04 01:35:23","건물위생관리업","202845.584401972","411892.167613947","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"72","건물위생관리업","09_30_04_P","5530000","5770000-206-2025-00044","2025-12-19","","01","영업/정상","01","영업","","","","","","1.66","","경기도 화성시 동탄구 반송동  103-3 디앤씨빌딩","경기도 화성시 동탄구 메타폴리스로 42, 디앤씨빌딩 9층 902(n197)호 (반송동)","","클린조니","2025-12-19 09:15:10","I","2026-02-04 01:35:23","건물위생관리업","206304.750095404","411095.222437302","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"73","건물위생관리업","09_30_04_P","5530000","5770000-206-2025-00046","2025-12-29","","01","영업/정상","01","영업","","","","","","54.00","","경기도 화성시 동탄구 송동  683-2","경기도 화성시 동탄구 동탄대로9가길 23, 동탄 레이크원 B동 13층 1352호 (송동)","","온타리오","2025-12-29 10:54:07","I","2026-02-04 01:35:23","건물위생관리업","208717.84655305","407955.853423285","건물위생관리업","0","0","13","13","0","0","","","","","0","0","N",
"74","건물위생관리업","09_30_04_P","5530000","5770000-206-2026-00002","2026-01-13","","01","영업/정상","01","영업","","","","","","4.30","","경기도 화성시 동탄구 반송동  88-2 필프라자","경기도 화성시 동탄구 동탄중심상가2길 37, 필프라자 9층 903호 일부(V11)호 (반송동)","","주식회사 엠씨컴퍼니","2026-01-13 11:45:30","I","2026-02-04 01:35:23","건물위생관리업","206416.519753714","411630.887417263","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"75","건물위생관리업","09_30_04_P","5530000","5760000-206-2026-00004","2026-01-15","","01","영업/정상","01","영업","","","","","","16.80","","경기도 화성시 병점구 안녕동  258-8 B1층 일부호(101호)","경기도 화성시 병점구 장조1로 21-5, B1층 일부호(101호) (안녕동)","","주식회사 엠케이온","2026-01-15 13:22:44","I","2026-02-04 01:35:23","건물위생관리업","199588.122148329","411518.603840324","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"76","건물위생관리업","09_30_04_P","5530000","5760000-206-2006-00009","2006-10-17","","03","폐업","02","폐업","2018-08-31","","","","031 2213032","109.00","","경기도 화성시 병점구 반월동  275-3 (남영빌딩 4층)","경기도 화성시 병점구 동탄지성로412번길 50-1 (반월동,(남영빌딩 4층))","","세종환경","2018-08-31 14:48:15","I","2026-02-04 01:35:23","건물위생관리업","204462.182213874","414024.48254953","건물위생관리업","0","0","0","4","0","0","","","","임대","0","0","N",
"77","건물위생관리업","09_30_04_P","5530000","5770000-206-2006-00001","2006-01-13","","01","영업/정상","01","영업","","","","","031 3739485","50.92","","경기도 화성시 동탄구 방교동  833-1 청도프라자 301호 일부","경기도 화성시 동탄구 동탄산단6길 15-40 (청도프라자 301호 일부)","","(주)청도비엠","2022-04-21 16:13:15","I","2026-02-04 01:35:23","건물위생관리업","207831.471929247","407818.137645946","건물위생관리업","0","0","2","0","0","0","","","","임대","0","0","N",
"78","건물위생관리업","09_30_04_P","5530000","5740000-206-2006-00003","2006-02-27","","03","폐업","02","폐업","2010-08-05","","","","031 3530550","29.64","","경기도 화성시 만세구 팔탄면 구장리 108","","","(주)지티스","2006-02-27 00:00:00","I","2026-02-04 01:35:23","건물위생관리업","190869.631786211","407121.483184741","건물위생관리업","1","0","1","0","0","0","","","","","0","0","N",
"79","건물위생관리업","09_30_04_P","5530000","5750000-206-2006-00005","2006-03-29","","03","폐업","02","폐업","2025-08-05","","","","0312309 458","27.00","","경기도 화성시 효행구 봉담읍 동화리 139-1 108동 2층 202호","경기도 화성시 효행구 봉담읍 와우안길 109 (108동 2층 202호)","","(주)신아시스템","2025-08-07 15:41:50","I","2026-02-04 01:35:23","건물위생관리업","197607.132367783","413349.198055201","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"80","건물위생관리업","09_30_04_P","5530000","5770000-206-2008-00006","2008-10-02","","03","폐업","02","폐업","2011-01-17","","","","","197.37","","경기도 화성시 동탄구 반송동  104-11 (월드여심프라자 701호)","","","다한환경","2009-04-22 10:04:19","I","2026-02-04 01:35:23","건물위생관리업","206320.322489903","410965.914192926","건물위생관리업","7","0","0","0","0","0","","","","","0","0","N",
"81","건물위생관리업","09_30_04_P","5530000","5770000-206-2025-00015","2025-04-03","","01","영업/정상","01","영업","","","","","","3.30","","경기도 화성시 동탄구 반송동  91-2 로하스애비뉴","경기도 화성시 동탄구 동탄중심상가2길 8, 로하스애비뉴 4층 401-자62호 (반송동)","","에코허브","2025-04-03 17:49:13","I","2026-02-04 01:35:23","건물위생관리업","206378.247090083","411519.526668326","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"82","건물위생관리업","09_30_04_P","5530000","5760000-206-2022-00017","2022-10-28","","03","폐업","02","폐업","2025-09-12","","","","","10.00","","경기도 화성시 병점구 병점동  379-10 병점프라자","경기도 화성시 병점구 경기대로 1014, 병점프라자 6층 605호일부(605-46)호 (병점동)","","아이클린서비스(주)","2025-09-12 13:46:27","I","2026-02-04 01:35:23","건물위생관리업","203183.50218523","411623.345827012","건물위생관리업","0","0","5","5","0","0","","","","","0","0","N",
"83","건물위생관리업","09_30_04_P","5530000","5770000-206-2023-00003","2023-02-02","","01","영업/정상","01","영업","","","","","031 9945136","81.96","","경기도 화성시 동탄구 반송동  90-9 동탄 플래티넘","경기도 화성시 동탄구 동탄지성로 2, 3층 306호 일부호 (반송동, 동탄 플래티넘)","","주식회사 메이컴퍼니","2025-10-01 16:26:56","I","2026-02-04 01:35:23","건물위생관리업","206491.146821923","411458.976720896","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"84","건물위생관리업","09_30_04_P","5530000","5770000-206-2024-00003","2024-02-08","","01","영업/정상","01","영업","","","","","031 376 8938","26.91","","경기도 화성시 동탄구 영천동  837 동탄센트럴에이스타워","경기도 화성시 동탄구 동탄기흥로 590, 동탄센트럴에이스타워 14층 B1401호 (영천동)","","(주)에코비젼","2024-02-08 13:38:39","I","2026-02-04 01:35:23","건물위생관리업","208287.379532243","412327.600339293","건물위생관리업","0","0","14","14","0","0","","","","임대","0","0","N",
"85","건물위생관리업","09_30_04_P","5530000","5750000-206-2024-00010","2024-04-30","","01","영업/정상","01","영업","","","","","","198.00","","경기도 화성시 효행구 봉담읍 분천리 28 1동","경기도 화성시 효행구 봉담읍 시냇말길 35, 1동","","주식회사 제이투컴퍼니","2024-04-30 16:30:11","I","2026-02-04 01:35:23","건물위생관리업","196317.508877554","412029.778421957","건물위생관리업","1","1","1","1","0","0","","","","","0","0","N",
"86","건물위생관리업","09_30_04_P","5530000","5760000-206-2022-00018","2022-10-31","","03","폐업","02","폐업","2025-10-02","","","","","3.30","","경기도 화성시 병점구 병점동  844-3 이타운4 1004호","경기도 화성시 병점구 효행로 1060, 이타운4 1004호 (병점동)","","(주)다은시스템","2025-10-02 11:26:17","I","2026-02-04 01:35:23","건물위생관리업","203760.122353984","412497.212229325","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
