사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
(주)비오씨이래,2024-11-26,189790.323886715,442017.86745811,2026-05-06 22:37:48,I,24,직권폐업,2024-11-28 17:30:24,,2020-07-15,,서울특별시 금천구 가산동 **-** 백상스타타워*차,PHMG120203170035047000119,3170000,"서울특별시 금천구 디지털로*길 **, 백상스타타워*차 ****호 (가산동)",08511,04,취소/말소/만료/정지/중지,,,02-830-6669,
시몬메디칼,,211650.564418133,447971.158000638,2026-05-06 22:44:11,I,13,영업중,2025-06-23 13:18:40,,2025-06-23,,서울특별시 강동구 성내동 ***-* 블루타워,PHMG120253240033047000080,3240000,"서울특별시 강동구 천호대로***길 **, 블루타워 ***호 (성내동)",05381,01,영업/정상,,,,
원클릭메드,2017-12-05,210970.75707265,448713.31669728,2026-05-06 22:43:01,I,03,폐업,2017-12-05 17:54:52,,2017-12-05,,서울특별시 강동구 천호동 ***번지 *호 ***호,PHMG120153240033047000076,3240000,"서울특별시 강동구 올림픽로 ***, ***호 (천호동, 대우한강베네시티)",05328,03,폐업,,,,11.63
행복의료기,2017-10-27,211174.771171465,448678.909948061,2026-05-06 22:41:47,I,03,폐업,2017-10-27 14:45:39,,2010-07-07,134-873,서울특별시 강동구 천호동 ***번지 *호 *층 *호,PHMG120103240033047000057,3240000,서울특별시 강동구 구천면로 *** (천호동),05329,03,폐업,,,,
지에스(GS)25 올림픽공원북2문점,,211374.342098995,446946.352765049,2026-05-06 22:43:54,I,13,영업중,2026-03-06 09:33:18,,2022-03-11,,서울특별시 강동구 성내동 ***-** 오성우산빌딩,PHMG120223240033047000117,3240000,"서울특별시 강동구 성안로 **, 오성우산빌딩 *층 (성내동)",05407,01,영업/정상,,,,
드림프레젠츠,,212668.229289738,449717.909862916,2026-05-06 22:43:00,I,13,영업중,2020-10-14 11:34:17,,2015-05-08,,서울특별시 강동구 명일동 ***-*,PHMG120153240033047000056,3240000,"서울특별시 강동구 양재대로***길 *, 별관동 SB**호 (명일동)",05295,01,영업/정상,,,02-6449-8813,
CU강동상일로점,2016-12-29,215065.875411417,449648.731360229,2026-05-06 22:43:02,I,03,폐업,2016-12-29 13:28:40,,2015-10-27,,서울특별시 강동구 상일제*동 ***번지 *호 ***호,PHMG120153240033047000110,3240000,"서울특별시 강동구 상일로*길 **, ***호 (상일제*동)",05282,03,폐업,,,,44.06
한국제이엔제이,,211573.770265043,448168.954892944,2026-05-06 22:43:52,I,15,전출,2024-12-17 14:37:51,,2021-04-14,,서울특별시 강동구 성내동 ***-** 경남빌딩,PHMG120223240033047000079,3240000,"서울특별시 강동구 천호대로 ****, 경남빌딩 ***호 (성내동)",05380,05,제외/삭제/전출,,,,
웰킵스(주),,211384.144442129,446973.81658404,2026-05-06 22:43:34,I,15,전출,2020-11-12 18:34:02,,2020-04-17,,서울특별시 강동구 성내동 ***번지 **호 웰킵스 빌딩,PHMG120203240033047000032,3240000,"서울특별시 강동구 성안로 **, 웰킵스 빌딩 *층 (성내동)",05407,05,제외/삭제/전출,,,02-573-7900,251.7
도담컴퍼니,2022-06-15,189055.138252216,441958.334400683,2026-05-06 22:37:39,I,24,직권폐업,2022-06-14 13:24:58,,2019-01-11,,서울특별시 금천구 가산동 ***번지 *호 대성디폴리스지식산업센터,PHMG120193170035047000010,3170000,"서울특별시 금천구 서부샛길 ***, 대성디폴리스지식산업센터 **층 ****-*호 (가산동)",08504,04,취소/말소/만료/정지/중지,,,02-6416-1320,
한국천기권의료기,2012-04-19,191576.394904518,438911.328488764,2026-05-06 22:37:15,I,03,폐업,2012-04-19 14:56:30,,2011-03-02,153-031,서울특별시 금천구 시흥*동 ***번지 *호 *층,PHMG120113170035047000008,3170000,"서울특별시 금천구 금하로 *** (시흥동,*층)",,03,폐업,,,,
주식회사 구운돌산업,2011-01-07,190222.87065142,439297.987905265,2026-05-06 22:37:12,I,03,폐업,2011-01-07 17:35:19,,2009-09-28,153-833,서울특별시 금천구 독산*동 ****번지 케이티 신금천지점 *층,PHMG120093170035047000037,3170000,,,03,폐업,,,,
티에스 메디텍,,189686.475000033,440870.092608694,2026-05-06 22:37:23,I,13,영업중,2014-10-21 09:08:45,,2014-10-16,,,PHMG120143170035047000059,3170000,"서울특별시 금천구 가산디지털*로 **, ***호 (가산동, 대륭테크노타운**차)",08592,01,영업/정상,,,,
힐링바이오,,211553.616060355,448907.112431105,2026-05-06 22:43:07,I,15,전출,2018-04-02 08:38:37,,2017-01-02,,서울특별시 강동구 천호동 ***번지 *호 *층,PHMG120173240033047000003,3240000,"서울특별시 강동구 구천면로**길 *, *층 (천호동, 예일빌딩)",05334,05,제외/삭제/전출,,,,100.05
이랑바이오 강동지사,2019-01-29,211786.285997877,447157.037194288,2026-05-06 22:43:10,I,03,폐업,2019-01-29 13:17:33,,2018-01-12,,서울특별시 강동구 성내동 ***번지 **호,PHMG120183240033047000004,3240000,"서울특별시 강동구 양재대로**길 **, 지층 (성내동)",05405,03,폐업,,,,163.74
씨유 뉴강동미소점,,211933.11988697,449959.952568584,2026-05-06 22:43:51,I,13,영업중,2022-02-08 14:12:05,,2022-02-04,,서울특별시 강동구 암사동 ***-**,PHMG120223240033047000043,3240000,서울특별시 강동구 암사길 **-*(암사동),05259,01,영업/정상,,,,
㈜지엠메딕스,2015-10-08,189364.095969911,441746.981529543,2026-05-06 22:37:20,I,03,폐업,2015-10-13 11:44:21,,2013-01-30,153-702,서울특별시 금천구 가산동 ***번지 *호 뉴티캐슬 ***호,PHMG120133170035047000007,3170000,"서울특별시 금천구 가산디지털*로 ***, ***호 (가산동, 뉴티캐슬)",08506,03,폐업,,,,
(주)아리수에듀,,189917.493331104,442031.656022304,2026-05-06 22:37:27,I,15,전출,2016-04-12 16:37:50,,2015-06-16,,,PHMG120153170035047000063,3170000,"서울특별시 금천구 디지털로*길 **, ***호 (가산동, 코오롱테크노밸리)",08512,05,제외/삭제/전출,,,,
블링업 눈썹&속눈썹,,211721.364195771,447076.69169474,2026-05-06 22:44:12,I,13,영업중,2025-10-29 14:53:51,,2025-10-28,,서울특별시 강동구 성내동 ***-**,PHMG120253240033047000118,3240000,"서울특별시 강동구 양재대로**가길 **, ***호 (성내동)",05405,01,영업/정상,,,,
주식회사 힐링킹,2013-12-23,212679.486469466,449934.899958472,2026-05-06 22:42:39,I,03,폐업,2013-12-23 17:34:26,,2013-08-21,,,PHMG120133240033047000067,3240000,서울특별시 강동구 양재대로 **** (명일동),,03,폐업,,,34268249,
로뎀,2015-11-11,213048.692179757,450124.105734971,2026-05-06 22:42:45,I,03,폐업,2015-11-11 18:04:13,,2014-05-08,134-824,서울특별시 강동구 명일동 **번지,PHMG120143240033047000028,3240000,서울특별시 강동구 명일로 *** (명일동),05267,03,폐업,,,070-8154-4800,
씨유 가산원룸점,2016-12-30,190735.518410604,441673.040113196,2026-05-06 22:37:25,I,03,폐업,2016-12-30 15:48:38,,2014-11-18,,,PHMG120143170035047000091,3170000,서울특별시 금천구 시흥대로***길 ** (가산동),08529,03,폐업,,,,
라온메딕스,2022-07-15,189417.708595762,442309.174987731,2026-05-06 22:37:50,I,03,폐업,2022-07-15 16:33:43,,2019-03-28,,서울특별시 금천구 가산동 ***-* 에이스테크노타워**차,PHMG120203170035047000182,3170000,"서울특별시 금천구 가산디지털*로 ***, 에이스테크노타워**차 ***-*호 (가산동)",08502,03,폐업,,,,
주식회사 큐로직,,189459.065518928,441844.960857588,2026-05-06 22:38:41,I,13,영업중,2024-05-29 13:54:52,,2022-03-29,,서울특별시 금천구 가산동 ***-** 신한이노플렉스,PHMG120243170035047000065,3170000,"서울특별시 금천구 가산디지털*로 ***, 신한이노플렉스 *층 ***호 (가산동)",08506,01,영업/정상,,,02-330-2223,164.05
뷰티에스(S)라인건강한세상,2014-11-20,211719.783405178,447380.2709044,2026-05-06 22:42:48,I,03,폐업,2014-11-20 16:00:24,,2014-08-04,134-845,서울특별시 강동구 성내동 ***번지 **호 ***호,PHMG120143240033047000050,3240000,"서울특별시 강동구 양재대로**길 **, ***호 (성내동)",,03,폐업,,,34740303,
현대헬스케어,2016-07-08,191191.868732053,439144.877856068,2026-05-06 22:37:26,I,03,폐업,2016-07-15 10:26:28,,2014-11-19,,,PHMG120143170035047000098,3170000,서울특별시 금천구 시흥대로 *** (시흥동),08628,03,폐업,,,,
씨유(CU) 강동프라자점,,213032.617501745,448138.110024822,2026-05-06 22:44:12,I,13,영업중,2025-07-14 14:08:24,,2025-07-14,,서울특별시 강동구 둔촌동 *** 프라자상가,PHMG120253240033047000090,3240000,"서울특별시 강동구 천호대로 ****, 프라자상가 ***,***호 (둔촌동)",05359,01,영업/정상,,,,
(주)에이엔에스플러스,2023-10-10,189369.53962474,441629.361414684,2026-05-06 22:37:32,I,03,폐업,2023-10-10 16:01:21,,2014-09-26,,,PHMG120173170035047000050,3170000,"서울특별시 금천구 가산디지털*로 **, *동 ***호 (가산동, IT캐슬)",08506,03,폐업,,,02-323-6552,
신나노의료기,2014-06-09,212667.4883805,449804.059280909,2026-05-06 22:42:03,I,03,폐업,2014-06-09 15:28:35,,2012-01-12,,,PHMG120123240033047000005,3240000,"서울특별시 강동구 양재대로 ****, *층 ***호 (명일동)",,03,폐업,,,,
주식회사 안스인터내셔날,,211966.759282034,448015.084774496,2026-05-06 22:43:47,I,13,영업중,2021-07-06 11:49:14,,2021-07-05,,서울특별시 강동구 성내동 ***-*,PHMG120213240033047000131,3240000,"서울특별시 강동구 천호대로 ****, ***호 (성내동)",05373,01,영업/정상,,,,
귀앤,,212195.109947109,447197.273286818,2026-05-06 22:44:10,I,13,영업중,2025-03-14 10:55:06,,2025-03-14,,서울특별시 강동구 둔촌동 ***-* 포레온스테이션*,PHMG120253240033047000031,3240000,"서울특별시 강동구 양재대로 ****, 포레온스테이션* *층 ****호 (둔촌동)",05409,01,영업/정상,,,,
한국메디컬,2014-02-17,210740.125210724,448044.126218256,2026-05-06 22:41:50,I,03,폐업,2014-02-17 17:34:27,,2010-10-12,134-841,서울특별시 강동구 성내*동 ***번지 **호,PHMG120103240033047000085,3240000,,,03,폐업,,,,
썬플렉스,2014-02-27,212679.486469466,449934.899958472,2026-05-06 22:42:39,I,03,폐업,2014-02-27 10:52:03,,2013-08-21,134-830,서울특별시 강동구 명일*동 ***번지 **호,PHMG120133240033047000066,3240000,서울특별시 강동구 양재대로 **** (명일동),,03,폐업,,,,
탑케어코리아 주식회사,,213636.934120635,450276.848244913,2026-05-06 22:43:59,I,13,영업중,2022-09-13 15:54:50,,2006-06-12,,서울특별시 강동구 명일동 **-* 고덕역 대명벨리온,PHMG120223240033047000242,3240000,"서울특별시 강동구 고덕로 ***, 고덕역 대명벨리온 ***호 (명일동)",05269,01,영업/정상,,,02-558-4512,
씨유 남서울풍림점,2016-12-29,191190.614295546,438410.522111193,2026-05-06 22:37:25,I,03,폐업,2016-12-29 14:47:33,,2014-11-17,,,PHMG120143170035047000085,3170000,서울특별시 금천구 시흥대로 *** (시흥동),08637,03,폐업,,,,
(주)드림웰씨앤에스,,212184.854960121,447599.856564218,2026-05-06 22:41:36,I,15,전출,2024-03-26 09:30:36,,2009-06-30,,서울특별시 강동구 둔촌동 ***-*,PHMG120093240033047000046,3240000,"서울특별시 강동구 양재대로**길 **, ***호 (둔촌동)",05372,05,제외/삭제/전출,,,,
주식회사 이엠메디칼,,212557.77171457,448197.91256132,2026-05-06 22:43:21,I,15,전출,2023-02-15 16:31:28,,2019-07-29,,서울특별시 강동구 길동 ***번지 **호 재성빌딩,PHMG120193240033047000074,3240000,"서울특별시 강동구 천호대로***길 **, 재성빌딩 ***호 (길동)",05350,05,제외/삭제/전출,,,,52.8
국민썬의료기,2008-12-01,211241.194760722,449506.477251105,2026-05-06 22:41:12,I,03,폐업,2015-05-14 13:42:52,,2008-01-14,134-867,서울특별시 강동구 천호동 ***번지 **호,PHMG120083240033047000007,3240000,서울특별시 강동구 올림픽로**길 ** (천호동),,03,폐업,,,02-470-7583,
우진상사,2010-06-01,,,2026-05-06 22:41:01,I,03,폐업,2010-06-01 14:06:42,,2007-02-09,134-062,서울특별시 강동구 둔촌*동 ***-* *층,PHMG120073240033047000014,3240000,,,03,폐업,,,02-481-7436,
씨유 독산제일점,2023-06-22,190963.073598906,440007.045428735,2026-05-06 22:38:22,I,03,폐업,2023-06-22 16:25:51,,2022-02-10,,,PHMG120223170035047000057,3170000,"서울특별시 금천구 시흥대로**길 **, *층 (독산동)",08619,03,폐업,,,,
(주)알투에이치,2020-03-24,210740.125210724,448044.126218256,2026-05-06 22:43:07,I,03,폐업,2020-03-25 16:32:30,,2017-02-10,,,PHMG120173240033047000014,3240000,"서울특별시 강동구 올림픽로 ***, *층 ***호 (성내동)",05385,03,폐업,,,070-8014-4400,
마미약국,2020-08-25,191917.450107657,438699.77460936,2026-05-06 22:37:37,I,03,폐업,2020-08-25 14:07:59,,2018-08-01,,서울특별시 금천구 시흥동 ***번지 **호 에벤에셀프라자,PHMG120183170035047000086,3170000,"서울특별시 금천구 금하로 ***, 에벤에셀프라자 ***호 (시흥동)",08644,03,폐업,,,,
비앤에스,2021-09-29,189979.841396839,439315.464911957,2026-05-06 22:37:22,I,03,폐업,2021-09-29 15:47:08,,2014-05-14,,,PHMG120143170035047000027,3170000,"서울특별시 금천구 한내로 **, *층 (독산동)",08599,03,폐업,,,,
스타메디,,189978.050925581,440363.954453659,2026-05-06 22:37:32,I,13,영업중,2017-06-30 15:07:05,,2017-06-28,,,PHMG120173170035047000056,3170000,"서울특별시 금천구 범안로 **** (가산동, 디지털엠파이어빌딩)",08595,01,영업/정상,,,,5.2
우리홈마트,,191570.712778862,440831.404725719,2026-05-06 22:38:28,I,13,영업중,2022-06-22 16:35:06,,2022-06-22,,서울특별시 금천구 독산동 ***-*,PHMG120223170035047000154,3170000,"서울특별시 금천구 독산로**다길 **, *층 (독산동)",08557,01,영업/정상,,,02-865-6458,
(주)케어플러스,2018-08-02,210907.977123377,447205.540749972,2026-05-06 22:41:14,I,03,폐업,2018-08-02 13:14:56,,2008-04-14,134-848,서울특별시 강동구 성내*동 ***번지 *호,PHMG120083240033047000028,3240000,,,03,폐업,,,02-471-3005,
아름다움,,212230.829557566,448552.183909555,2026-05-06 22:43:46,I,13,영업중,2021-05-21 09:55:58,,2021-05-17,,서울특별시 강동구 길동 ***-* 오륜빌딩,PHMG120213240033047000110,3240000,"서울특별시 강동구 양재대로***길 **, 오륜빌딩 *층 ***호 (길동)",05342,01,영업/정상,,,,
(주)코리아세븐 강동고덕점,2019-10-15,213671.045593053,450099.191717155,2026-05-06 22:42:52,I,03,폐업,2019-10-15 18:04:55,,2014-11-21,,서울특별시 강동구 명일동 **번지 **호,PHMG120143240033047000129,3240000,"서울특별시 강동구 동남로**길 **-** (명일동, 동해빌딩)",05269,03,폐업,,,,
플레이스엠,,189497.04098479,441728.27059771,2026-05-06 22:37:41,I,13,영업중,2024-04-24 10:07:51,,2019-05-08,,서울특별시 금천구 가산동 ***-** IT캐슬*차,PHMG120193170035047000081,3170000,"서울특별시 금천구 가산디지털*로 ***, IT캐슬*차 ****호 (가산동)",08506,01,영업/정상,,,,10
(사)한국장애인케어협회,2016-05-03,190858.649482406,440808.541334678,2026-05-06 22:37:14,I,03,폐업,2016-05-03 15:11:32,,2010-05-20,153-813,서울특별시 금천구 독산*동 ***번지 *호,PHMG120103170035047000024,3170000,"서울특별시 금천구 시흥대로 ***, F-***호 (독산동, 시티렉스)",08584,03,폐업,,,32807755,
제이에스메디칼,2010-05-20,212327.004834836,448388.786259026,2026-05-06 22:41:40,I,03,폐업,2010-05-20 13:21:03,,2009-10-19,134-010,서울특별시 강동구 길동 ***번지 *호,PHMG120093240033047000074,3240000,,,03,폐업,,,,
주식회사 에스지메디텍,,190050.903572929,440523.497478209,2026-05-06 22:38:12,I,13,영업중,2024-07-30 09:09:06,,2019-06-04,,서울특별시 금천구 가산동 *** 우림라이온스밸리*차,PHMG120213170035047000168,3170000,"서울특별시 금천구 가산디지털*로 *, 우림라이온스밸리*차 ***호 (가산동)",08591,01,영업/정상,,,02-2622-8848,139.44
스토리웨이 가산역하행점,2024-10-10,189514.72996753,442253.567254569,2026-05-06 22:38:38,I,03,폐업,2024-10-14 09:23:44,,2023-08-25,,,PHMG120233170035047000122,3170000,"서울특별시 금천구 벚꽃로 ***, 가산디지털단지역 (가산동)",08510,03,폐업,,,070-7092-7193,
썬바이오,2013-03-20,212812.958062523,449385.82250249,2026-05-06 22:41:51,I,24,직권폐업,2015-05-15 08:24:33,,2010-11-30,134-830,서울특별시 강동구 명일동 ***번지 *호 *층,PHMG120103240033047000099,3240000,서울특별시 강동구 상암로 *** (명일동),,04,취소/말소/만료/정지/중지,,,070-7787-7573,
(주)아울렛마트,,191632.275651887,439830.900389113,2026-05-06 22:38:36,I,13,영업중,2023-06-02 14:10:58,,2023-06-02,,서울특별시 금천구 시흥동 ***-*,PHMG120233170035047000082,3170000,"서울특별시 금천구 독산로**길 **, *,*층 (시흥동)",08568,01,영업/정상,,,02-803-4545,985.1
엔도버디,,211294.537364441,450326.82214742,2026-05-06 22:41:06,I,13,영업중,2025-11-12 13:05:53,,2007-06-29,,서울특별시 강동구 암사동 ***번지 *호 예일빌딩,PHMG120073240033047000050,3240000,"서울특별시 강동구 고덕로*길 *, 예일빌딩 지층 (암사동)",05239,01,영업/정상,,,02-478-7747,198
피엔에이코프,,190913.510945549,440415.261802396,2026-05-06 22:37:20,I,15,전출,2017-11-06 13:45:41,,2013-05-07,153-830,서울특별시 금천구 독산동 ****번지 *호 림스빌딩 ***호,PHMG120133170035047000022,3170000,"서울특별시 금천구 시흥대로 ***, ***호 (독산동, 림스빌딩)",08616,05,제외/삭제/전출,,,,
한미 실업,,211766.055560778,446907.632018709,2026-05-06 22:39:14,I,13,영업중,2021-04-13 13:24:11,,1991-07-18,,서울특별시 강동구 성내동 ***-** 이화빌딩 ***호,PHMG119913240033047000002,3240000,"서울특별시 강동구 양재대로**길 **, 이화빌딩 ***호 (성내동)",05408,01,영업/정상,,,02-478-4824,
